extuserid,classcode,category
std_fm2s-n2G4_1692884909148_70,fm2s-n2G4,3B8PE
std_pEe9-6n2B_1692884909777_78,pEe9-6n2B,3B8PE
std_8d83-2f74_1692884910131_50,8d83-2f74,3B8PE
std_A72B-EmMe_1692884911770_68,A72B-EmMe,3B8PE
std_vkZB-giZ4_1692884909117_56,vkZB-giZ4,3B8PE
std_RU8G-TjnN_1692884906375_77,RU8G-TjnN,3B8PE
std_oyU2-Fitp_1692884906035_79,oyU2-Fitp,3B8PE
std_wRKP-oCdK_1692884903331_53,wRKP-oCdK,3B8PE
std_TR8J-4Ard_1692884904292_55,TR8J-4Ard,3B8PE
std_6kM7-moQw_1692884907765_66,6kM7-moQw,3B8PE
std_F8e4-HnCF_1692884904666_81,F8e4-HnCF,3B8PE
std_osJc-uMNE_1692884904633_61,osJc-uMNE,3B8PE
std_HMZY-iv2B_1692884902776_67,HMZY-iv2B,3B8PE
std_3by6-3eaV_1692884900021_63,3by6-3eaV,3B8PE
std_rPNC-9un9_1692884898322_51,rPNC-9un9,3B8PE
std_BF8M-d9Rs_1692884901271_76,BF8M-d9Rs,3B8PE
std_M2L7-v8eB_1692884899458_71,M2L7-v8eB,3B8PE
72452eb3239b467d98e3f5e126398f6e,K6V4-kg7p,3B8PE
std_fKW7-93zy_1692884895917_65,fKW7-93zy,3B8PE
std_eJ69-DW32_1692884894694_80,eJ69-DW32,3B8PE
std_hQU9-T73i_1692884897283_57,hQU9-T73i,3B8PE
std_fTWh-Vui6_1692884894700_74,fTWh-Vui6,3B8PE
std_ZLze-cLWB_1692884899322_52,ZLze-cLWB,3B8PE
std_YrZW-BhAV_1692884895186_62,YrZW-BhAV,3B8PE
std_kzKi-W26h_1692884890416_49,kzKi-W26h,3B8PE
