extuserid,classcode,classid,invid,tchextuserid,category,category_type
s42_1735809624102_4,6cv8-ytzi,534ac24e-5e6c-4772-bc7d-3625a3c1726b,e6dd381a-0061-4ea3-8603-300fe3788398,tch_M5_20241114-122355_12,M5,M
s42_1735628943490_10,8Nf8-c9hg,d66a5665-6c5e-45b3-a180-faa367f3ce6a,adf7b173-92a5-44b5-ab04-187cf6102b7f,tch_L3_20241114-161323_5,L3,L
s42_1736227264704_7,Bj4N-7aBm,f76e79ff-a6dc-4426-9cab-e7d8fd42eb67,e7d2ed89-524e-4db2-bcf6-c5f745e8b8b4,tch_L2_20241114-122355_3,L2,L
s42_1736228112821_50,Gjtw-GmWs,e0690b4a-cb55-4858-8a5c-b49d932eea27,0ef2c22d-8d25-4cc6-aa56-2c784d1ac768,tch_L2_20241219-124752_4,L2,L
s42_1735800140730_31,FGHG-nqV4,2198db49-386d-421b-a7b6-b8c4709ec0a0,0b242652-8079-417c-b82f-ac8456b78e99,tch_L9_20241220-120126_9,L9,L
s42_1735808047464_17,bip7-3R6t,296e6b21-aac5-4f96-87d3-be1c90464495,1cbbbc91-eab5-4a5a-bbbf-eb0d2851fe4b,tch_M3_20241211-114436_11,M3,M
s42_1736229809198_30,UW4c-H6U2,d9fff553-bc10-471b-83a8-695a02e15824,b5c8acf9-13b0-4927-acba-30048f934992,tch_H1_20241220-112940_13,H1,H
s42_1735802191618_5,Zh9P-g7c3,56bb4ee7-200a-4cf1-85ca-5842aee09972,4837f6ae-03a3-4161-94d7-6fbd7aeb1ff1,tch_M2_20241114-124601_10,M2,M
s42_1736225154816_46,MFzZ-28o7,1c1d4b78-31b2-4b58-896e-daa9aa65b87c,11c34bde-2a2e-4b2c-8c9c-5ba899f7b2ee,tch_L1_20241219-114559_2,L1,L
s42_1735630304333_29,3o28-PcFe,68941fa3-eb71-4410-9f4a-4a034bcb1555,4d9f6f99-e434-4cc7-a316-dc09ca0b53d3,tch_L7_20241211-104452_7,L7,L
s42_1735802073540_3,HnfR-d93z,259c4068-bc41-4a0a-ab3e-5e8d26d8d03e,1280a399-f35f-4365-909e-c31a55572bc5,tch_M2_20241114-112810_10,M2,M
s42_1736225382912_54,9dXH-3pTU,2554351e-b34b-4890-8f27-98f3e1221cca,a6049cd3-f162-4a85-9729-e0369ae8e974,tch_L1_20241220-095811_2,L1,L
s42_1736227251359_7,Bj4N-7aBm,f76e79ff-a6dc-4426-9cab-e7d8fd42eb67,b3fc49a4-9480-4b01-aac1-e575d94d4bca,tch_L2_20241114-122355_3,L2,L
s42_1736227261299_8,K674-8jQs,45052894-1afc-4842-a870-6be0172a9748,28cfb20a-513c-417d-b670-61d84f2178d0,tch_L2_20241114-122355_4,L2,L
s42_1735808248080_20,PY4L-Dtj6,98f8930e-2417-4b67-89c3-c2411b2cfe9f,6997b484-29b0-4f79-bbee-eb3425c78c6b,tch_M3_20241219-105858_11,M3,M
s42_1735628900090_7,U9W2-Dz63,57d661b3-eaef-400e-a51d-36fd473df8a7,61ac6cfb-7088-4c0e-a69c-a2e4db36db2b,tch_L3_20241114-143802_5,L3,L
s42_1735629786025_6,JQzG-t62B,5584ce24-13a2-4e94-8754-fa2b0738d5f2,61ca6681-e519-4b89-996d-ccb012da7ae1,tch_L7_20241114-112810_7,L7,L
s42_1736227394106_15,bCL2-w2vU,2102d9a5-97c0-4cc1-a20c-d5293cca20ad,377c3d6c-e0f2-4628-b703-1685769aa8a0,tch_L2_20241114-152217_3,L2,L
s42_1735792172010_6,Z9kC-pxuR,52588330-fb9f-4ff8-9aba-c64683822619,58d1166a-d67a-44da-87f2-81771a64409f,tch_L8_20241114-134749_8,L8,L
s42_1735810545464_23,o4Dn-2R9Q,90633532-3c5f-45be-9ace-9c55528a1480,591d4552-d9c4-419d-b7e5-002a785b5efd,tch_M5_20241219-114559_12,M5,M
s42_1736228828166_5,4dEm-4fx4,687a450d-64dd-4053-842e-bae785245440,c05336df-94d6-4127-adf8-786912c35bcf,tch_H1_20241114-124601_13,H1,H
s42_1736228352120_62,bWQT-iwd2,dff7f104-02a6-4881-a4ab-7a1e016e09b3,8ad3e6b5-ce5b-4f32-b1e4-6caabc071af0,tch_L2_20241220-120126_4,L2,L
s42_1735793244609_29,363b-ap8Q,adb2ec6c-caca-4efc-9a72-6cf42801280e,c3868499-5101-42a1-8107-0464e558c450,tch_L8_20241220-104739_8,L8,L
s42_1735803331097_27,njBf-3tcd,5f7d84d7-ee56-4530-b3b4-15d92f5d0750,c2b708dd-4316-4be7-b8ea-a47bd6d8abc2,tch_M2_20241220-095811_10,M2,M
s42_1735810322184_18,24rT-XQaK,e439c89a-99a3-481f-b8af-02e0cdfd7aff,c6af177b-9a39-4b9f-bc30-935cde8d401d,tch_M5_20241211-123805_12,M5,M
s42_1736229342440_17,g286-wk7T,9789aad5-c1dc-4f16-b603-6e21b05e0ce6,1bc3e7e7-cbcd-4546-ac79-3d9845222200,tch_H1_20241211-114436_13,H1,H
s42_1736227900838_39,zEGU-i8N9,9139d674-3621-4f95-90fc-d63a7c99682c,da826630-5d02-47b2-921b-982804453980,tch_L2_20241219-105858_3,L2,L
s42_1735630372091_32,zUbo-k73G,9afebf0b-8179-4c5e-9ba1-ab9a86a6cc8a,1cf62817-3c46-4c00-bdc4-024790aa6059,tch_L7_20241211-111527_7,L7,L
s42_1736224731308_21,a6fx-kLyo,9c69730e-2daa-424b-a4fd-2e4f8daf972c,f715fb1b-5694-449d-b80a-dfcc2b13dfc8,tch_L1_20241118-095649_1,L1,L
s42_1735630727360_49,hY9k-Y367,40dab761-5f54-40ca-a3b9-c51961792429,34ca322e-d18f-45d1-a732-1ade567ed04a,tch_L7_20241219-124752_6,L7,L
s42_1735629312497_31,7WkW-gt8N,26dd1c58-59a4-47bb-afc4-0018a27d30c6,2e9acdbb-7fdb-4967-9176-6c4cbf2abf59,tch_L3_20241220-120126_5,L3,L
s42_1735799714639_24,C2D3-H4Rp,e77f8d21-f304-4d8e-acb0-5d0edb23e727,75afd27a-f561-4bd7-85d5-70a67bbbf284,tch_L9_20241219-122125_9,L9,L
s42_1735808756743_30,ERUw-NCK7,ea62e409-ba06-46a3-bfa1-ea2daee95b49,b5a2a068-5d16-4447-89a3-efcef2fe67d5,tch_M3_20241220-112940_11,M3,M
s42_1735791858140_1,RwK8-3GWg,60d6e6bc-a3c5-4e95-8528-739f0c61f42b,b16489d5-504c-4b84-94f2-c616fc173acb,tch_L8_20241114-102050_8,L8,L
s42_1736228947707_7,6KTB-2ve8,11e80af1-55a1-43e3-9cea-e4b30c2361b1,8f5fcc00-4b68-435c-a1ba-71c78ec343aa,tch_H1_20241114-143802_13,H1,H
s42_1735630113572_24,o7Ft-9RV2,d36f2fde-3889-485b-a4b3-bcce06d21c9b,6c8c36cd-471d-44d1-be64-d52fb566d449,tch_L7_20241118-102254_7,L7,L
s42_1736227143935_2,a9iR-nyzo,879dbd35-e7af-4743-a9f2-701560cdd23c,7467d4a8-a60a-472b-88ce-895df74fdf41,tch_L2_20241114-102050_4,L2,L
s42_1735630227619_26,67bR-BWoN,5904174c-129c-4802-82c6-51b0a44b06a1,28b02dbb-1b51-4079-b722-577eefac927f,tch_L7_20241119-123357_7,L7,L
s42_1735809982853_10,A4Vp-64d4,0aca6e84-3983-432b-94bf-1e624039f93d,159b43a6-171d-4096-8dc1-f05b10c87da7,tch_M5_20241114-161323_12,M5,M
s42_1736229658097_25,jT9U-rYfV,a32cde0c-de02-4803-86b4-aa2e1cd8a78e,b8d5eca6-0666-4870-8c1d-bdc2fc5c55cf,tch_H1_20241219-124752_13,H1,H
s42_1735792428200_11,mcP8-j2WT,eb421090-2025-4291-9e92-0ba4a78bfce7,c7e42954-19ae-4645-8f04-54e822c0894e,tch_L8_20241118-095649_8,L8,L
s42_1735798697530_4,dH49-3b78,94a8ba92-d8b3-4aeb-8409-7f715bc09bd7,97b32068-a84c-46db-b606-95ebfa2a629d,tch_L9_20241114-122355_9,L9,L
s42_1735799408011_17,8itR-rvAa,a6e2b11b-bbbe-4155-be88-e717977a9cd8,874317c6-9cf8-4b78-937e-9eb64accb213,tch_L9_20241211-114436_9,L9,L
s42_1735803112161_24,Yjmj-7Uo7,3f178a52-4fec-48ed-aa41-43db294c6ca3,f38085c4-bea4-44ba-be15-8fdcb01f68bd,tch_M2_20241219-122125_10,M2,M
s42_1736229171384_13,hoi2-sdfj,12ee34f7-23cc-4117-8630-978e504ce371,4c3c6bec-2479-4fd2-b834-2ce6ac851122,tch_H1_20241119-123357_13,H1,H
s42_1735792973434_23,h8ZB-GxgT,3d9dc49d-8500-4007-9cc0-2100e0852259,3f842e2d-5ef9-4572-a75a-93d0191e3039,tch_L8_20241219-114559_8,L8,L
s42_1735803199946_24,Yjmj-7Uo7,3f178a52-4fec-48ed-aa41-43db294c6ca3,19d0a977-d513-475a-a73f-b5d8d9598833,tch_M2_20241219-122125_10,M2,M
s42_1735809798635_6,3J2n-J8t6,3b45fef2-4a41-4755-8203-b05a0a164293,46f8c6d3-1a6a-4eff-932b-9c82d4cf690d,tch_M5_20241114-134749_12,M5,M
s42_1736225077410_40,27g7-UMKd,b17d5ea4-7b8b-4591-862c-55d568256416,6ad66047-c7d4-4b30-9746-a7b8a073da04,tch_L1_20241219-105858_1,L1,L
s42_1736227627637_24,zDdv-ie9h,9427ff41-6681-4d74-8bd5-2247bc5af497,0d275e4a-c947-4cd3-897b-f31bd90ad45e,tch_L2_20241118-102254_4,L2,L
s42_1736225042555_39,Yrc8-fDkz,befd4c0f-35f4-49a1-8b9b-15b8f51f14a1,0a0bb745-75c4-4c0b-9065-d6064868b5ce,tch_L1_20241219-105858_2,L1,L
s42_1736229495276_20,cJ2G-3Tf6,0cee8130-ccda-4f23-8be9-8e512e81cfb9,0e736d87-885e-4700-8670-c1909908ba30,tch_H1_20241219-105858_13,H1,H
s42_1736228111559_47,nYnR-VEG6,98f9f19b-70e7-429e-a6e1-284975f60104,1959bcfa-e055-4107-9dc6-185f2ab5afff,tch_L2_20241219-122125_4,L2,L
s42_1735628821934_4,uLEh-wKoZ,136b81f5-7ac8-4b02-8a6a-2c63cdb2781b,641609c9-ebad-4ec3-86c7-c110c1f5eaa3,tch_L3_20241114-122355_5,L3,L
s42_1735800082134_31,FGHG-nqV4,2198db49-386d-421b-a7b6-b8c4709ec0a0,573af67a-d9c6-425a-8607-02f0622aa0c2,tch_L9_20241220-120126_9,L9,L
s42_1735630122054_23,rn3p-eL27,7bf6ffd5-853f-4936-bdfe-f8f2aa4ece6f,1364a125-bd3d-4f4a-88c1-91a950b0833f,tch_L7_20241118-102254_6,L7,L
s42_1735809738998_5,zHp9-JHGY,62e3edaf-9b0a-47a0-a202-2773078cd6b9,056fbcb7-3bef-46de-9ce4-9bbd140a5569,tch_M5_20241114-124601_12,M5,M
s42_1736228310222_61,8PKF-ju6d,45a42e62-981b-4d8c-968b-782083d5cbf2,4ca73506-4bd0-45d0-b5ca-fcc9f5b1928d,tch_L2_20241220-120126_3,L2,L
s42_1736224975129_35,nDCH-Rf3Q,4973a384-f5b8-4067-adab-5903ab5cff16,8138d9b7-7dbe-46c7-8ef7-71ada4664825,tch_L1_20241211-123805_1,L1,L
s42_1735798795535_6,T3U6-cLoP,562e0339-2acf-4fae-b602-8694aecafa6e,fef2b3fe-fd86-417c-8a9f-91e84a798674,tch_L9_20241114-134749_9,L9,L
s42_1735807384298_2,F6Rm-7g49,335e8314-d84b-4287-bd8f-783e97a9b489,4d741042-42e9-45ea-8960-b809a0e982dd,tch_M3_20241114-105717_11,M3,M
s42_1735628943647_9,sj7W-gW2C,a847ba22-e6c9-436e-a0f6-b53492d66afd,0c55c03d-da22-4b27-a928-99431b414626,tch_L3_20241114-154555_5,L3,L
s42_1735792194640_8,ic2r-86iC,dc8be49d-4b45-433f-8251-979b3105fa4d,14f7f542-60e0-4331-b1d0-8607f54599ab,tch_L8_20241114-152217_8,L8,L
s42_1735810935583_30,HF6H-xjEH,7273320b-f1d0-4688-9b6b-9e92eb565586,85a3b5e6-41a9-4faf-9f50-d96d8845950d,tch_M5_20241220-112940_12,M5,M
s42_1736228986757_8,QrF9-g23F,e3d7585a-7d40-4752-9e56-eab465f39a85,41436668-9451-4256-8255-76a72a337deb,tch_H1_20241114-152217_13,H1,H
s42_1736225437419_56,9J2x-7Y69,8fc5e468-aed8-4021-b45a-6141be15fcab,2688daa4-9c6b-499c-9d8d-bab56573f794,tch_L1_20241220-102523_1,L1,L
s42_1735629309593_30,a6hJ-7Q7j,8a4e79a5-d87e-494f-b519-306edd3be371,f8102486-6260-4285-8a83-655a80186487,tch_L3_20241220-112940_5,L3,L
s42_1736229401451_20,cJ2G-3Tf6,0cee8130-ccda-4f23-8be9-8e512e81cfb9,45c96158-798a-4e02-964b-0ac0cf28095b,tch_H1_20241219-105858_13,H1,H
s42_1735808315739_21,Mkx9-sX3Y,31a2437c-fc70-4951-a967-5ed0812f76e2,2bb249c0-d568-4d05-a83f-08e49cb897ff,tch_M3_20241219-111930_11,M3,M
s42_1735630812327_54,TpB9-V2MA,ed34d8b1-cd5b-4733-ab7c-e55c9c134280,deba393b-b604-4458-8227-59e85b9e2297,tch_L7_20241220-095811_7,L7,L
s42_1735630442597_38,D4ox-4qrh,68d68c74-6792-4769-9c1a-676db2d6bbc7,d9dbc55a-18cd-4e56-8bc3-7205be8d1c51,tch_L7_20241219-101523_7,L7,L
s42_1735629926767_10,7Wim-xY9p,63801d42-efe6-437c-b316-8b21945069a4,5f90dc81-ed25-4eba-80b9-773d293b8a6c,tch_L7_20241114-124601_7,L7,L
s42_1735803364622_29,bRCx-QxW2,f37e4b4a-6135-4949-bd46-fcafd16d5b20,e9b831e7-4c42-4259-bfbb-1d8f9bc4fee7,tch_M2_20241220-104739_10,M2,M
s42_1735802281713_6,uLJD-62QY,1e0c6499-8ae4-4fe8-9dbb-4e824778fb5b,e65c7088-e96c-4da7-8bd4-3d4c05c7c50c,tch_M2_20241114-134749_10,M2,M
s42_1735810502949_20,uP2a-zB24,e1e282a9-a772-42ff-8f48-e33a405cd308,3953f80d-b022-46b2-b550-e00cdb36b23e,tch_M5_20241219-105858_12,M5,M
s42_1736228280698_61,8PKF-ju6d,45a42e62-981b-4d8c-968b-782083d5cbf2,84e3d399-a99e-46cb-8946-c82bc7303f22,tch_L2_20241220-120126_3,L2,L
s42_1736225074836_42,BUbi-2ZbN,ae01eb58-620a-4a35-9765-b2cd33e4fc7c,8bb2ce77-ab69-47d7-b915-be2a800c8131,tch_L1_20241219-111930_2,L1,L
s42_1735808151730_19,u2mp-zN86,c496d385-4f56-424c-b67b-3782711b0e11,013b73c9-dc0a-41c3-806a-648bcb622465,tch_M3_20241219-101523_11,M3,M
s42_1735798992353_9,987k-oLky,40315bf9-3fa8-4190-b64a-f6e4040a6f22,27ae2cef-80d4-490e-ac07-8a14ab5ce479,tch_L9_20241114-154555_9,L9,L
s42_1736224909111_33,J8fP-79oQ,5f7cc648-e982-44f1-a234-dfc156984660,d4081ce4-1c95-4e30-9876-66edc37f29a7,tch_L1_20241211-114436_2,L1,L
s42_1735802977284_21,V9Xi-b8gX,cd2e005a-0014-4136-8521-64627c9e7b1f,0724f07b-859b-4e76-a7e7-937cbf1ada08,tch_M2_20241219-111930_10,M2,M
s42_1735799396659_18,xMe6-Ci24,0f4d2026-5634-4ed5-883b-ae55d93334b7,0c846265-87a2-47f1-9553-9288410e26a1,tch_L9_20241211-123805_9,L9,L
s42_1736224743553_23,M8MW-jzwJ,b10359cf-6544-4dee-93ee-d2bb3b0468fe,05190722-2e12-4525-ab88-cd5660a9fb1e,tch_L1_20241118-102254_1,L1,L
s42_1736227570289_25,BuMR-7c26,84d9ea7d-6a3a-4240-88a4-2659d1b286ed,3f4d2bbe-ede2-4ee4-8329-3a70b5d4bb7d,tch_L2_20241119-123357_3,L2,L
s42_1735799444940_17,8itR-rvAa,a6e2b11b-bbbe-4155-be88-e717977a9cd8,28f48c66-563c-4116-bebe-f67d92554c27,tch_L9_20241211-114436_9,L9,L
s42_1736227564267_20,7H4Y-9e2r,5777f864-8dc6-44fe-acb9-3294009fdbb8,b62e0bfb-4b6a-4ab6-9e6d-9ddc7372a0c1,tch_L2_20241114-161323_3,L2,L
s42_1735792977436_23,h8ZB-GxgT,3d9dc49d-8500-4007-9cc0-2100e0852259,9c21b200-9ed6-4b32-9a08-fd82f319d270,tch_L8_20241219-114559_8,L8,L
s42_1735630107792_23,rn3p-eL27,7bf6ffd5-853f-4936-bdfe-f8f2aa4ece6f,882b90e1-61ec-4ab0-80ac-905affab462b,tch_L7_20241118-102254_6,L7,L
s42_1736227581229_21,VWCw-9U7U,11173ee7-3d90-4fc9-98d2-bce12ecfd9d0,160be457-79fc-4e3e-8c64-bdb88dc5f681,tch_L2_20241118-095649_3,L2,L
s42_1735810116276_13,eBuA-Ng4s,5c024f34-14e1-449d-8d7e-266241aa6e47,21517be6-11de-4833-9004-ba25af6b36fa,tch_M5_20241119-123357_12,M5,M
s42_1736224857430_30,ZtYV-kDbK,5d180093-9e6b-4470-88be-945940a4e6c1,26a11091-99d5-4563-be8b-6e8d9616a4e6,tch_L1_20241211-104452_2,L1,L
s42_1736224583120_17,bVX2-fLFd,65fd8ac3-a476-4dce-923d-0c2b0c32ecec,5bbf9e5f-bde0-4ce7-98ef-5631d8ea6599,tch_L1_20241114-154555_2,L1,L
s42_1736227371612_10,6mTw-vga6,a7dee67d-ff8c-47e6-a1f7-162dbcd8bd0d,8f3ee226-2f55-4037-980d-0031e074ced8,tch_L2_20241114-124601_4,L2,L
s42_1735629144902_22,HTmu-3cVa,67efcf7c-cdac-4f4d-84a2-bac3c38cae06,8f6f6cc5-9118-4468-b127-f01b59d9843d,tch_L3_20241211-114436_5,L3,L
s42_1736227333288_13,4aU9-g32g,fa3f9b3f-7205-4c0d-b3d7-57ce8450ce29,266a0686-f7f6-4cb1-99b8-ffb8c2534286,tch_L2_20241114-143802_3,L2,L
s42_1735809850672_8,UsVv-JDHA,a5310ff6-cc42-48ee-84d9-cc909edcfa6b,182d605d-df43-41ad-a298-f3d3e59c329b,tch_M5_20241114-152217_12,M5,M
s42_1735802625843_14,LwbN-ZAqR,69e0accb-a19b-45d6-8e4c-76716c7e6cc6,a7db11e3-95f0-44f1-9a3e-ea289f215719,tch_M2_20241119-125944_10,M2,M
s42_1736229000002_10,Bfy9-Da6M,8efd1bef-ab8d-4d97-98e5-055b06d45c61,32603319-64e5-483c-809c-768bf8917b3d,tch_H1_20241114-161323_13,H1,H
s42_1735630417374_35,U2sL-ZVNe,2dbebf0a-c12c-4165-98da-79c5f367b15e,49fef359-c7fa-4e18-89c6-ff99a14b25c2,tch_L7_20241211-123805_6,L7,L
s42_1735629687316_3,P436-AMKE,630a024e-81e9-4e52-98cd-7a342261a73a,3c465697-172f-41e4-acf7-7e03d80f226b,tch_L7_20241114-105717_6,L7,L
s42_1735799604475_21,zt9F-Ct8w,6708c4d5-5f59-4c2e-972b-d565d81bf1d4,172c774b-4df4-4774-ad67-61e027118244,tch_L9_20241219-111930_9,L9,L
s42_1735800010891_29,y4VP-b2Bf,71a803b5-ea72-42e9-91f3-e978a73e7a3d,f7e10aa0-04b4-435c-8abe-1a3a5bfaba63,tch_L9_20241220-104739_9,L9,L
s42_1736225002458_35,nDCH-Rf3Q,4973a384-f5b8-4067-adab-5903ab5cff16,25f5c145-3773-4573-be89-99787123d38b,tch_L1_20241211-123805_1,L1,L
s42_1736227479492_19,mniz-t7EY,94e0c911-8d7d-49f9-a852-1296037db02c,7c7645c4-d19b-4e20-85eb-0e76436b2379,tch_L2_20241114-161323_4,L2,L
s42_1736229061075_11,9WEJ-C9Wg,8dbd30a2-fd96-4e8d-8ce5-1ae8e03b29f9,e46d279e-ffa4-4a5a-b7f9-ac906f3011f3,tch_H1_20241118-095649_13,H1,H
s42_1736229586046_23,8wW7-aU23,21580b6b-fee8-42e3-91c8-4f56dfb0c2f5,391f76c6-317b-4744-9089-d7f3cb80f5d1,tch_H1_20241219-114559_13,H1,H
s42_1735809618814_3,VZpt-ao9e,acd632d7-fb49-435e-baa6-3bfb39ea10eb,8c438106-eeae-4167-8ad0-868d2666f97d,tch_M5_20241114-112810_12,M5,M
s42_1736227322363_11,T9hY-x9fQ,5981f059-4412-486b-a2c1-bb271b36d32e,017f76d2-c2c3-4d6e-aa21-a3a3e455bf2f,tch_L2_20241114-134749_3,L2,L
s42_1735798640170_3,cf3N-272X,951f91a5-5913-461e-8e94-68c5b5dc3ed9,97abb661-93b4-49eb-9df6-8f4fb6c06751,tch_L9_20241114-112810_9,L9,L
s42_1735810533803_22,RMe6-pjP2,bfd75004-8e22-4cac-843c-c13431468479,b9c3ac88-2b17-43a3-a1f6-5d6162424b7f,tch_M5_20241211-114436_12,M5,M
s42_1735629833563_8,H827-tds9,d470a5d4-8ef1-42ec-b8cf-f4aa08ddecb5,65bf54fd-636f-4e86-b149-103d12b6cadf,tch_L7_20241114-122355_7,L7,L
s42_1736228319723_59,wj3J-RQ9N,85455b03-3a7a-4e33-beec-c2f40c924188,35ff7b59-a776-47df-8865-12ff91ac7481,tch_L2_20241220-112940_3,L2,L
s42_1735808234173_20,PY4L-Dtj6,98f8930e-2417-4b67-89c3-c2411b2cfe9f,dab491cc-cc70-45a8-a66e-599639b0503a,tch_M3_20241219-105858_11,M3,M
s42_1735629997777_13,F7x6-y2CX,adf0bc6d-5b4e-46b4-927c-f45346953a12,3bbfaff3-9053-4d38-a7c5-fc6391f00d06,tch_L7_20241114-143802_6,L7,L
s42_1735802077369_2,7epa-Faik,b758df83-322b-4482-869c-3f1b29de1a0a,b4fb162c-d6c8-4f60-b217-f4929b04bc25,tch_M2_20241114-105717_10,M2,M
s42_1735793198770_28,JV2E-2y8f,738abc14-e5f3-49b4-9037-04123c20605f,b7c3b71f-0778-4aee-99d8-54f25c6e971d,tch_L8_20241220-102523_8,L8,L
s42_1735799902995_26,Fg9V-isc3,273065c3-75dc-4263-a772-5e1e6ca233ec,ba92383f-f062-4b1d-930c-cbf32ed6d704,tch_L9_20241219-130914_9,L9,L
s42_1735630455080_39,wMWH-WKGC,eb26cc07-ce8c-4c6a-a432-7038f0cf26bd,b77dd65c-6ae3-4a09-aadd-f0063fa778a9,tch_L7_20241219-105858_6,L7,L
s42_1736224748955_22,683V-Dhmt,c4cfea1a-333b-4c5e-9195-a6611b0b3213,bd3b6cfe-d0f4-4d14-a551-bdd571e6101f,tch_L1_20241118-095649_2,L1,L
s42_1736224907258_30,ZtYV-kDbK,5d180093-9e6b-4470-88be-945940a4e6c1,b1b8748d-47b1-4a75-8a95-5a6c8e97a979,tch_L1_20241211-104452_2,L1,L
s42_1735629899177_13,F7x6-y2CX,adf0bc6d-5b4e-46b4-927c-f45346953a12,54802361-5d83-4725-b7ee-3680d596356d,tch_L7_20241114-143802_6,L7,L
s42_1735802918279_20,PLJa-9ec6,66d0f762-5068-40e4-888e-70fbc2a9714a,459f2c22-b194-4522-a322-35f941e400e3,tch_M2_20241219-105858_10,M2,M
s42_1735803431903_29,bRCx-QxW2,f37e4b4a-6135-4949-bd46-fcafd16d5b20,36ddd178-3262-4f81-8214-0813bc274e21,tch_M2_20241220-104739_10,M2,M
s42_1735628901046_6,8eEC-eY76,b77843a4-99fd-4b3f-aa0b-24664bb3fb41,8eb5311f-f49e-40b8-95b5-ff84f643d827,tch_L3_20241114-134749_5,L3,L
s42_1736227880436_36,87Qm-L3rU,96f3e1f8-bf90-4f26-a65a-d6ba0d759893,bb79ad35-0b6b-45f9-9d56-f005c9c81bc5,tch_L2_20241211-123805_4,L2,L
s42_1735629253206_27,v24i-q784,aceb1529-64e2-43db-809d-9f1cc9cf8478,2fc3db79-d710-4dea-9915-42e4aac54ef8,tch_L3_20241220-095811_5,L3,L
s42_1735630064256_18,7mGg-p39f,6d50345b-f90f-46c6-af11-3063d793c5b3,5ffe36c9-e1f0-4028-bae7-f22110207503,tch_L7_20241114-154555_6,L7,L
s42_1735630319623_30,Nnkm-rzLp,c0f74896-1433-44d5-8432-1d540b44799f,2c23c0f5-2037-4df2-8347-2354a3b812a4,tch_L7_20241211-104452_6,L7,L
s42_1736228072685_46,L8TK-QH7g,6c22cc93-7fc9-4516-9f5f-6cd1f0ca8ab9,fb72ed46-4b5d-405a-8266-ba422729bc02,tch_L2_20241219-114559_4,L2,L
s42_1735807949990_15,bVCg-wznj,2175ac15-0541-4439-b267-e5e0a3befd1d,dc3d5a5c-c012-46f4-ac10-95f9e8e65578,tch_M3_20241211-104452_11,M3,M
s42_1735798911304_8,7f68-zBkN,130323f0-248e-4851-a084-c6115b9a93bd,492ad9ca-151f-4ea5-ab7f-b32c99becd65,tch_L9_20241114-152217_9,L9,L
s42_1735803474564_31,Ue79-VYMG,56c22e2d-ba8d-4573-b0c8-f11f1b341d5e,62baadd9-28d2-45c7-96f1-3274033b2cad,tch_M2_20241220-120126_10,M2,M
s42_1735799290157_16,7yZ8-XWAg,cd889da2-048b-464a-bd99-34be744729a2,0ac98495-728d-45bf-b475-4a8e3775caac,tch_L9_20241211-111527_9,L9,L
s42_1735630758488_56,HT62-B4sB,dd785555-c920-44e1-9fb9-1ac64bc9b0e8,4a84d151-650a-494a-bea5-7ee26feea64f,tch_L7_20241220-102523_7,L7,L
s42_1736224717694_20,g2W4-Vqjq,63df8e8e-b15c-4a56-9ae1-ead804ce09b2,93ac6d12-d984-495b-be8b-652da3c5397e,tch_L1_20241114-161323_2,L1,L
s42_1736229022172_11,9WEJ-C9Wg,8dbd30a2-fd96-4e8d-8ce5-1ae8e03b29f9,f9c0bdfe-9b6e-4493-b19e-79c3ad0bf784,tch_H1_20241118-095649_13,H1,H
s42_1736224932877_31,FCuH-7ciL,ce3469b5-7753-4388-b877-1004de87b72e,4728ae63-3076-4ff1-8a69-84b219bfff82,tch_L1_20241211-111527_1,L1,L
s42_1736227893248_37,Ho47-k489,5b204506-381b-47a4-92a1-bb5f24381d37,05af16c6-00be-4c6d-99b8-62a2f4597601,tch_L2_20241219-101523_4,L2,L
s42_1736227106793_2,a9iR-nyzo,879dbd35-e7af-4743-a9f2-701560cdd23c,75dad68c-9598-4b2a-a3c8-0f4d305dc245,tch_L2_20241114-102050_4,L2,L
s42_1736225349539_53,b8G7-CUFQ,6dc6c34a-f7cd-4c69-a348-597454afae89,89b047fa-1f5a-4886-a86f-3a3cf7f7feeb,tch_L1_20241220-095811_1,L1,L
s42_1735630940492_62,uA2q-Bdxd,8422b732-c39f-4f9f-ada2-0cb64b6f9187,88f0ca3e-ccbc-4c48-8fb4-09e41ab6eb8d,tch_L7_20241220-120126_7,L7,L
s42_1736224949463_34,V983-873n,883a437f-3bae-4661-abee-7f3ad003e099,d3809280-e824-4cb6-bec9-2a80f025adcb,tch_L1_20241211-114436_1,L1,L
s42_1735792965904_22,3nza-wDFs,4339cf29-815f-43eb-9f83-e9f1cf871175,9b9a4af1-71bb-47e5-89d2-94bec2f3b644,tch_L8_20241211-114436_8,L8,L
s42_1735799368876_16,7yZ8-XWAg,cd889da2-048b-464a-bd99-34be744729a2,18ad32de-56c9-4b7c-b46d-f46bcb3594ca,tch_L9_20241211-111527_9,L9,L
s42_1735630889286_60,uE4L-9a6m,86a1d116-bdd2-4a04-ac1c-86b64f7337a3,0ba448f9-53b6-45fb-8133-d8957cd85576,tch_L7_20241220-112940_7,L7,L
s42_1735791919978_1,RwK8-3GWg,60d6e6bc-a3c5-4e95-8528-739f0c61f42b,841032ce-5e6a-4238-9d77-076bf3abef7b,tch_L8_20241114-102050_8,L8,L
