teacherextuserid,classtitle,classcode,category,pe_category,pe_end_index,category_type
tch_L7_20240201-182440_43,class_L7_20240201-182440_43,9uWV-FLPa,L7,l7pe,3,L
tch_L7_20240119-113354_33,class_L7_20240119-113354_33,2dAm-pm6A,L7,l7pe,3,L
tch_M5_20240111-185155_53,class_M5_20240111-185155_53,w92K-tyKD,M5,m5pe,4,M
tch_L8_20240130-184533_56,class_L8_20240130-184533_56,W2Jm-iYHX,L8,l8pe,4,L
tch_L2_20240130-184533_22,class_L2_20240130-184533_22,DfU6-z7Nb,L2,l2pe,5,L
tch_M5_20240130-202449_84,class_M5_20240130-202449_84,HP3d-27Kp,M5,m5pe,4,M
tch_L3_20240104-161036_29,class_L3_20240104-161036_29,VBk3-iYBn,L3,l3pe,7,L
tch_L9_20240201-190951_62,class_L9_20240201-190951_62,823R-i26G,L9,l9pe,3,L
tch_L1_20240131-174940_8,context_class_L1_20240131-174940_8,iQJF-bx3s,L1,l1pe,3,L
tch_L8_20240120-145701_10,class_L8_20240120-145701_10,jHwC-82CD,L8,l8pe,4,L
tch_L1_20240201-182440_13,class_L1_20240201-182440_13,9Q9C-jGHi,L1,l1pe,3,L
tch_L8_20240201-182440_49,class_L8_20240201-182440_49,2rvF-NZeb,L8,l8pe,4,L
tch_L7_20240119-103128_101,class_L7_20240119-103128_101,g6zN-6A7j,L7,l7pe,3,L
tch_L3_20240103-170558_30,class_L3_20240103-170558_30,8QiN-vCAy,L3,l3pe,7,L
tch_L7_20240130-202449_36,class_L7_20240130-202449_36,FPn2-uXFs,L7,l7pe,3,L
tch_L2_20240201-182440_28,class_L2_20240201-182440_28,3e2i-uEF8,L2,l2pe,5,L
tch_L1_20240201-190951_10,class_L1_20240201-190951_10,696k-PiwA,L1,l1pe,3,L
tch_M3_20240102-192514_63,class_M3_20240102-192514_63,rCe6-3z2c,M3,m3pe,5,M
tch_L2_20240130-184533_23,class_L2_20240130-184533_23,fP6c-6Z63,L2,l2pe,5,L
tch_L8_20240201-190951_50,class_L8_20240201-190951_50,9Abj-Jb8F,L8,l8pe,4,L
tch_M5_20240201-182440_81,class_M5_20240201-182440_81,VBb2-zm4B,M5,m5pe,4,M
tch_M5_20240130-184533_84,class_M5_20240130-184533_84,9BeD-2ARu,M5,m5pe,4,M
tch_L7_20240119-103128_80,class_L7_20240119-103128_80,Z9E7-64F9,L7,l7pe,3,L
tch_L3_20240105-151148_26,class_L3_20240105-151148_26,87P9-GPhR,L3,l3pe,7,L
tch_H5_20240201-190951_98,class_H5_20240201-190951_98,F2Ru-TP6k,H5,h5pe,7,H
tch_L9_20240117-195400_54,class_L9_20240117-195400_54,JiJ7-DXpG,L9,l9pe,3,L
tch_L8_20240201-190951_53,class_L8_20240201-190951_53,u263-6JC9,L8,l8pe,4,L
tch_H3_20240131-174940_93,context_class_H3_20240131-174940_93,d3AV-qAJ9,H3,h3pe,9,H
tch_H2_20240131-171252_91,context_class_H2_20240131-171252_91,4K6x-hFzc,H2,h2pe,17,H
tch_L9_20240117-181958_105,class_L9_20240117-181958_105,y8xp-92hJ,L9,l9pe,3,L
tch_M2_20240130-184533_72,class_M2_20240130-184533_72,CH7t-ZnfV,M2,m2pe,11,M
tch_L8_20240118-160029_114,class_L8_20240118-160029_114,T93e-FP4P,L8,l8pe,4,L
tch_L8_20240201-182440_52,class_L8_20240201-182440_52,GhiA-h9T4,L8,l8pe,4,L
tch_L1_20240131-171252_12,context_class_L1_20240131-171252_12,Hgs7-yUEd,L1,l1pe,3,L
tch_L7_20240119-113354_15,class_L7_20240119-113354_15,nfd4-3bHQ,L7,l7pe,3,L
tch_L9_20240117-181958_97,class_L9_20240117-181958_97,Gscb-9Udf,L9,l9pe,3,L
tch_M5_20240201-182440_84,class_M5_20240201-182440_84,3kaW-NAVo,M5,m5pe,4,M
tch_L2_20240201-182440_20,class_L2_20240201-182440_20,6TBf-b29s,L2,l2pe,5,L
tch_L7_20240201-190951_48,class_L7_20240201-190951_48,N79b-9i97,L7,l7pe,3,L
tch_L2_20240201-190951_25,class_L2_20240201-190951_25,Jft9-2KDT,L2,l2pe,5,L
tch_L8_20240120-145701_2,class_L8_20240120-145701_2,zpqp-cXL6,L8,l8pe,4,L
tch_H1_20240130-202449_86,class_H1_20240130-202449_86,nt4q-8CNJ,H1,h1pe,7,H
tch_M3_20240201-182440_77,class_M3_20240201-182440_77,GzJZ-Mogh,M3,m3pe,5,M
tch_L8_20240120-145701_15,class_L8_20240120-145701_15,7utK-32ox,L8,l8pe,4,L
tch_L2_20240131-171252_25,context_class_L2_20240131-171252_25,nofA-hDdu,L2,l2pe,5,L
tch_M2_20240130-202449_73,class_M2_20240130-202449_73,G3G9-hb2L,M2,m2pe,11,M
tch_L3_20240104-171321_21,class_L3_20240104-171321_21,Fd68-KzT2,L3,l3pe,7,L
tch_H3_20240123-135053_12,class_H3_20240123-135053_12,Gp7u-N3GQ,H3,h3pe,9,H
tch_L7_20240119-103128_116,class_L7_20240119-103128_116,f8tK-494r,L7,l7pe,3,L
tch_M2_20240131-174940_71,context_class_M2_20240131-174940_71,gRcW-8n9U,M2,m2pe,11,M
tch_M5_20240130-184533_83,class_M5_20240130-184533_83,3H2B-u2hG,M5,m5pe,4,M
tch_M4_20240130-202449_79,class_M4_20240130-202449_79,mYyH-Y4Fr,M4,m4pe,13,M
tch_L8_20240131-171252_51,context_class_L8_20240131-171252_51,W8BJ-68Z7,L8,l8pe,4,L
tch_L7_20240131-171252_35,context_class_L7_20240131-171252_35,X7Hs-NkxT,L7,l7pe,3,L
tch_L7_20240119-103128_66,class_L7_20240119-103128_66,YxHN-B6H9,L7,l7pe,3,L
tch_M5_20240111-185155_52,class_M5_20240111-185155_52,d96t-fdgx,M5,m5pe,4,M
tch_L7_20240119-103128_12,class_L7_20240119-103128_12,c847-FMZ7,L7,l7pe,3,L
tch_L2_20240104-171321_19,class_L2_20240104-171321_19,AoF7-U6i9,L2,l2pe,5,L
tch_L7_20240119-113354_54,class_L7_20240119-113354_54,U86M-rToE,L7,l7pe,3,L
tch_M2_20240103-170558_60,class_M2_20240103-170558_60,FDPd-F4qU,M2,m2pe,11,M
tch_L9_20240201-182440_61,class_L9_20240201-182440_61,hEzd-Cdor,L9,l9pe,3,L
tch_L7_20240201-190951_39,class_L7_20240201-190951_39,24R8-rj2r,L7,l7pe,3,L
tch_M4_20240130-184533_79,class_M4_20240130-184533_79,Yu3F-8ix8,M4,m4pe,13,M
tch_H5_20240131-171252_98,context_class_H5_20240131-171252_98,Visw-tZvU,H5,h5pe,7,H
tch_M3_20240201-182440_75,class_M3_20240201-182440_75,274k-UY8o,M3,m3pe,5,M
tch_L8_20240131-174940_51,context_class_L8_20240131-174940_51,yu2b-4an8,L8,l8pe,4,L
tch_L2_20240131-174940_28,context_class_L2_20240131-174940_28,s4G6-Ge2A,L2,l2pe,5,L
tch_M1_20240102-154640_55,class_M1_20240102-154640_55,cUAf-kt7n,M1,m1pe,11,M
tch_H2_20240130-202449_90,class_H2_20240130-202449_90,8tRZ-HL4c,H2,h2pe,17,H
tch_L1_20240105-173130_5,class_L1_20240105-173130_5,6CW8-K27C,L1,l1pe,3,L
tch_H1_20240201-190951_89,class_H1_20240201-190951_89,wd27-872s,H1,h1pe,7,H
tch_M1_20240130-202449_69,class_M1_20240130-202449_69,UFU4-6DKA,M1,m1pe,11,M
tch_L1_20240105-161058_3,class_L1_20240105-161058_3,38uX-78DN,L1,l1pe,3,L
tch_L7_20240130-184533_37,class_L7_20240130-184533_37,8xX4-U2PL,L7,l7pe,3,L
tch_L8_20240120-145701_52,class_L8_20240120-145701_52,p6s6-w8Cy,L8,l8pe,4,L
tch_L1_20240201-190951_3,class_L1_20240201-190951_3,Fp2j-8s9z,L1,l1pe,3,L
tch_L2_20240131-171252_17,context_class_L2_20240131-171252_17,jBLD-vHqC,L2,l2pe,5,L
tch_L2_20240105-151148_17,class_L2_20240105-151148_17,fYfF-Uhjz,L2,l2pe,5,L
tch_M5_20240111-185155_56,class_M5_20240111-185155_56,ns8p-zbKL,M5,m5pe,4,M
tch_L7_20240201-190951_37,class_L7_20240201-190951_37,kPpQ-XMEX,L7,l7pe,3,L
tch_L2_20240130-202449_28,class_L2_20240130-202449_28,ZL7z-dPno,L2,l2pe,5,L
tch_H5_20240201-182440_98,class_H5_20240201-182440_98,nr3K-2gwC,H5,h5pe,7,H
tch_L2_20240201-182440_24,class_L2_20240201-182440_24,oyx8-9J69,L2,l2pe,5,L
tch_H3_20240109-151917_85,class_H3_20240109-151917_85,3dch-3A9b,H3,h3pe,9,H
tch_L2_20240130-202449_18,class_L2_20240130-202449_18,797m-8k2T,L2,l2pe,5,L
tch_L2_20240201-190951_19,class_L2_20240201-190951_19,p2qz-cq6E,L2,l2pe,5,L
tch_L9_20240130-184533_67,class_L9_20240130-184533_67,eWzQ-nJ26,L9,l9pe,3,L
tch_H3_20240106-201002_84,class_H3_20240106-201002_84,N9Rf-y6J6,H3,h3pe,9,H
tch_H5_20240130-184533_99,class_H5_20240130-184533_99,MyN2-C9GX,H5,h5pe,7,H
tch_L7_20240119-103128_64,class_L7_20240119-103128_64,7u6a-BNec,L7,l7pe,3,L
tch_L9_20240117-195400_8,class_L9_20240117-195400_8,yTLu-bQ4w,L9,l9pe,3,L
tch_L2_20240201-182440_19,class_L2_20240201-182440_19,B9Um-8M6r,L2,l2pe,5,L
tch_M3_20240130-184533_74,class_M3_20240130-184533_74,np6H-cmv4,M3,m3pe,5,M
tch_H1_20240130-184533_89,class_H1_20240130-184533_89,iGgi-6FUh,H1,h1pe,7,H
tch_L8_20240120-145701_23,class_L8_20240120-145701_23,6PrJ-F2A8,L8,l8pe,4,L
tch_L2_20240105-173130_19,class_L2_20240105-173130_19,LkB6-hn3N,L2,l2pe,5,L
tch_L8_20240120-145701_59,class_L8_20240120-145701_59,3HFD-xF3r,L8,l8pe,4,L
tch_H4_20240131-171252_97,context_class_H4_20240131-171252_97,CqWD-JMm4,H4,h4pe,10,H
tch_L1_20240131-174940_5,context_class_L1_20240131-174940_5,67rq-rje3,L1,l1pe,3,L
tch_L9_20240117-195400_34,class_L9_20240117-195400_34,cAM7-ip2a,L9,l9pe,3,L
tch_L1_20240131-174940_4,context_class_L1_20240131-174940_4,42VX-aGFU,L1,l1pe,3,L
tch_L1_20240201-182440_3,class_L1_20240201-182440_3,37Md-6kto,L1,l1pe,3,L
tch_H4_20231229-173128_87,class_H4_20231229-173128_87,m7Vz-2X3q,H4,h4pe,10,H
tch_M2_20240201-182440_71,class_M2_20240201-182440_71,E93J-8372,M2,m2pe,11,M
tch_L9_20240131-174940_67,context_class_L9_20240131-174940_67,x2Xs-nAwE,L9,l9pe,3,L
tch_M5_20240111-185155_26,class_M5_20240111-185155_26,B73T-Hfkf,M5,m5pe,4,M
tch_L8_20240120-145701_49,class_L8_20240120-145701_49,cveP-KH6o,L8,l8pe,4,L
tch_L8_20240131-174940_54,context_class_L8_20240131-174940_54,2Df7-DN8o,L8,l8pe,4,L
tch_L7_20240131-171252_41,context_class_L7_20240131-171252_41,ev32-NnH2,L7,l7pe,3,L
tch_L8_20240130-184533_54,class_L8_20240130-184533_54,qW43-qEAK,L8,l8pe,4,L
tch_L7_20240119-113354_30,class_L7_20240119-113354_30,grL9-3vAa,L7,l7pe,3,L
tch_H3_20240105-161058_81,class_H3_20240105-161058_81,Ddyu-aWTC,H3,h3pe,9,H
tch_L3_20240201-190951_31,class_L3_20240201-190951_31,v4h2-q9Qq,L3,l3pe,7,L
tch_M1_20240102-154640_51,class_M1_20240102-154640_51,vD8B-Er78,M1,m1pe,11,M
