extuserid,classcode,classid,invid,tchextuserid,category,pe_category,pe_end_index,category_type
std_H2gZ-9kMd_1717766006046_13,K2u8-YRwL,01952682-b751-456f-bff0-5deb7a70c29e,51413997-4a91-4d6c-86cc-140f8bbe0a26,tch_M4_20240409-140741_79,L1,l1pe,4,L
std_QvwA-93x4_1717766006761_14,FKb6-ieo8,c6e0fe56-0b4a-4ee7-a320-03ddef49cfd6,7c988cb7-758d-448e-bd2c-0373dfd31dbd,tch_H2_20240409-140741_91,L1,l1pe,4,L
std_2pZi-239J_1717766007418_12,7D2h-4EnF,a47ad690-9a3c-4625-8aed-90d2befd668c,6bc34bb9-7a12-4b8c-989a-096f1fb05934,tch_H1_20240409-140741_86,L1,l1pe,4,L
std_AtMR-haZy_1717766007980_11,3Wsv-2CjX,9328a844-a083-4f16-a842-dcc9486d6a03,5a1ee184-8611-4b72-8da6-51c952cc1626,tch_H3_20240409-140741_92,L1,l1pe,4,L
std_H2gZ-9kMd_1717766008645_13,e9x9-8e68,db817d06-930a-452b-82cd-c25b89641f36,3576c957-7a34-4138-bd99-d890a13504cf,tch_H3_20240409-140741_93,L1,l1pe,4,L
std_2pZi-239J_1717766009441_12,jNuM-ibGs,472b483d-9bf9-49ea-8dde-d40ed9ba9f41,b65e4534-c426-496a-a445-727bdb36b606,tch_L1_20240409-140741_9,L1,l1pe,4,L
std_QvwA-93x4_1717766009172_14,zJR8-zGFE,44297487-22b9-4d7d-bcff-7ab59d21159c,e4d8a63d-1b01-4782-a072-26fb75c24cf7,tch_L1_20240409-140741_10,L1,l1pe,4,L
std_AtMR-haZy_1717766009798_11,os4V-qsRc,9dbdda7d-b123-4726-ae46-a7b00eb457db,a9085c19-141b-4ed4-8d2e-eb5c7eb34df0,tch_L1_20240409-140741_11,L1,l1pe,4,L
std_H2gZ-9kMd_1717766010944_13,xc4h-T9DK,e57597d5-2c8b-4781-921d-77b4697cb45d,d7888efe-178d-4b24-bb2d-831c145e8b7a,tch_L2_20240409-140741_16,L1,l1pe,4,L
std_2pZi-239J_1717766011195_12,3kmh-R264,65a33d6b-a20e-47fe-8f86-9941f80e89fe,c576c831-d0ff-4b85-a7e3-7e4c32becaca,tch_L2_20240409-140741_17,L1,l1pe,4,L
std_QvwA-93x4_1717766011629_14,DPgX-27ge,0cd13854-29b8-4f1b-89c4-6bf50f061c89,85edaa66-b78a-4724-b061-9ddb1efc197f,tch_L2_20240409-140741_18,L1,l1pe,4,L
std_AtMR-haZy_1717766012153_11,4dKh-V9i9,e3fdbe31-7022-4799-ae2b-26f42079e47c,4af779b5-0cd1-4e45-8221-f4874dbeb571,tch_L3_20240409-140741_29,L1,l1pe,4,L
std_H2gZ-9kMd_1717766012795_13,fnNe-pmt3,5c31d6be-8db2-4ef4-b5ae-515bec68c935,221cb529-0aae-4718-8a86-6c70b8ea3153,tch_L7_20240409-140741_34,L1,l1pe,4,L
std_QvwA-93x4_1717766013341_14,bk69-b96M,9e18f1ff-2702-41e9-a9aa-916deff71382,b9ba39ef-3bbb-4b3e-978c-7db60e28e934,tch_L3_20240409-140741_31,L1,l1pe,4,L
std_2pZi-239J_1717766013092_12,PA89-fg8g,66c452f4-5492-47c4-b716-69d033fc234a,0d1d6ca3-b66b-4aa5-905b-dc5bc68a68f4,tch_L3_20240409-140741_30,L1,l1pe,4,L
std_AtMR-haZy_1717766014232_11,2R32-9bfD,7321caba-2104-4dc1-b4a1-faaf982d3390,9b62bb8f-d668-45ea-871a-7daedc313cfb,tch_L7_20240409-140741_35,L1,l1pe,4,L
std_H2gZ-9kMd_1717766015167_13,PRZj-qb9F,586b7c25-9554-4ef7-889f-79ee9b4d97e9,89622ee1-6fdc-4590-a05b-71ef3e074bdf,tch_L7_20240409-140741_36,L1,l1pe,4,L
std_QvwA-93x4_1717766015350_14,epgi-4Dd4,27de2080-7066-4a50-9aac-f633312406d9,139016e9-c2a7-4bee-aaaa-883472ba6c95,tch_L8_20240409-140741_49,L1,l1pe,4,L
std_2pZi-239J_1717766015741_12,FGhM-upsC,85ee09a1-132a-48f2-bfff-b8ea82effb8e,e965f0ec-7a56-45d2-9423-884a1ebdc71e,tch_L8_20240409-140741_50,L1,l1pe,4,L
std_AtMR-haZy_1717766016299_11,KHx3-MY2u,2e41a20d-d497-4395-966f-b7813a3347aa,06f64061-2b5f-46e3-94be-74c99cd2836f,tch_L8_20240409-140741_51,L1,l1pe,4,L
std_H2gZ-9kMd_1717766016904_13,BwE2-aeXR,45822210-8683-4cf1-b8bb-7aae39b1e179,99fd8216-eeaf-460e-aeb5-1c3894a8129f,tch_L9_20240409-140741_60,L1,l1pe,4,L
std_QvwA-93x4_1717766017090_14,48c2-9AWy,7b12ed7b-adf3-40ed-83d5-e1e9a49abea3,74df909c-af9e-4c5a-bf32-732e2f9156fa,tch_M1_20240409-140741_69,L1,l1pe,4,L
std_2pZi-239J_1717766017712_12,aDir-72P9,53d5ada8-be4f-4518-8e40-79ff8c91cb6a,907ce470-8a83-4e34-b88e-0b588356ce2d,tch_M2_20240409-140741_71,L1,l1pe,4,L
std_AtMR-haZy_1717766018364_11,MCYy-86Hx,c354b579-4e13-41ae-a71f-e3fa30cde461,921f976d-b8b8-4452-b340-ca37532ed08b,tch_M3_20240409-140741_74,L1,l1pe,4,L
std_H2gZ-9kMd_1717766018769_13,K2u8-YRwL,01952682-b751-456f-bff0-5deb7a70c29e,59c70dd6-6330-4923-955e-4faf86b01aef,tch_M4_20240409-140741_79,L1,l1pe,4,L
std_QvwA-93x4_1717766019175_14,FKb6-ieo8,c6e0fe56-0b4a-4ee7-a320-03ddef49cfd6,de8d4551-de93-4b4d-a347-6048e718a5c6,tch_H2_20240409-140741_91,L1,l1pe,4,L
std_2pZi-239J_1717766019771_12,7D2h-4EnF,a47ad690-9a3c-4625-8aed-90d2befd668c,03698b32-3dfa-4586-8db1-0fd075c656fb,tch_H1_20240409-140741_86,L1,l1pe,4,L
std_AtMR-haZy_1717766020582_11,3Wsv-2CjX,9328a844-a083-4f16-a842-dcc9486d6a03,fbd7bd69-1c4d-479f-ba14-bae879ca95d6,tch_H3_20240409-140741_92,L1,l1pe,4,L
std_NZ7B-Hu3M_1717766021493_15,e9x9-8e68,db817d06-930a-452b-82cd-c25b89641f36,f6ce6646-ace9-43ea-8471-ef81b60176b0,tch_H3_20240409-140741_93,L1,l1pe,4,L
std_2pZi-239J_1717766021718_12,jNuM-ibGs,472b483d-9bf9-49ea-8dde-d40ed9ba9f41,1b816bd3-50ae-49ac-8bbb-c798af2f63b6,tch_L1_20240409-140741_9,L1,l1pe,4,L
std_H2gZ-9kMd_1717766021096_13,zJR8-zGFE,44297487-22b9-4d7d-bcff-7ab59d21159c,795a2f7b-863e-469d-a289-cb8b8b1f6c22,tch_L1_20240409-140741_10,L1,l1pe,4,L
std_QvwA-93x4_1717766021579_14,os4V-qsRc,9dbdda7d-b123-4726-ae46-a7b00eb457db,8050ba7f-e37c-4c2f-8e4b-b4fc5d8f6ac2,tch_L1_20240409-140741_11,L1,l1pe,4,L
std_AtMR-haZy_1717766022733_11,xc4h-T9DK,e57597d5-2c8b-4781-921d-77b4697cb45d,666e61bb-3f9f-4f3c-84c0-53b53056878c,tch_L2_20240409-140741_16,L1,l1pe,4,L
std_H2gZ-9kMd_1717766023401_13,3kmh-R264,65a33d6b-a20e-47fe-8f86-9941f80e89fe,c7b50271-dd7c-40c8-affb-ddd432b10d3e,tch_L2_20240409-140741_17,L1,l1pe,4,L
std_NZ7B-Hu3M_1717766023063_15,DPgX-27ge,0cd13854-29b8-4f1b-89c4-6bf50f061c89,2a740813-d2fa-4b73-a9dc-07b82fbd3cf8,tch_L2_20240409-140741_18,L1,l1pe,4,L
std_QvwA-93x4_1717766024116_14,4dKh-V9i9,e3fdbe31-7022-4799-ae2b-26f42079e47c,b155e368-9bd2-4ff2-b505-2ff5970d4fea,tch_L3_20240409-140741_29,L1,l1pe,4,L
std_2pZi-239J_1717766023339_12,fnNe-pmt3,5c31d6be-8db2-4ef4-b5ae-515bec68c935,140737d8-7151-40cb-8bac-f5026909ffc0,tch_L7_20240409-140741_34,L1,l1pe,4,L
std_NZ7B-Hu3M_1717766025488_15,bk69-b96M,9e18f1ff-2702-41e9-a9aa-916deff71382,90c47449-198b-48a3-a819-7ab93183e29a,tch_L3_20240409-140741_31,L1,l1pe,4,L
std_AtMR-haZy_1717766024835_11,PA89-fg8g,66c452f4-5492-47c4-b716-69d033fc234a,dd87c1f4-defa-4768-a45f-bfec88d1c2d9,tch_L3_20240409-140741_30,L1,l1pe,4,L
std_QvwA-93x4_1717766025785_14,2R32-9bfD,7321caba-2104-4dc1-b4a1-faaf982d3390,00b0b63f-7e47-401c-bc99-3fa22c8ee472,tch_L7_20240409-140741_35,L1,l1pe,4,L
std_H2gZ-9kMd_1717766025443_13,PRZj-qb9F,586b7c25-9554-4ef7-889f-79ee9b4d97e9,03cecb36-bda3-45cf-b1dc-2931f9bdd073,tch_L7_20240409-140741_36,L1,l1pe,4,L
std_2pZi-239J_1717766025863_12,epgi-4Dd4,27de2080-7066-4a50-9aac-f633312406d9,4dfa6073-0e72-4066-9e89-f5177110cd1e,tch_L8_20240409-140741_49,L1,l1pe,4,L
std_NZ7B-Hu3M_1717766027233_15,FGhM-upsC,85ee09a1-132a-48f2-bfff-b8ea82effb8e,d73e1e0d-7346-4268-aef1-bbf39f9c0591,tch_L8_20240409-140741_50,L1,l1pe,4,L
std_QvwA-93x4_1717766027404_14,KHx3-MY2u,2e41a20d-d497-4395-966f-b7813a3347aa,423a8624-a259-4dea-bb40-649fea91cda2,tch_L8_20240409-140741_51,L1,l1pe,4,L
std_H2gZ-9kMd_1717766027512_13,BwE2-aeXR,45822210-8683-4cf1-b8bb-7aae39b1e179,fb198330-3a9c-4cba-bb55-223cbcbc60d3,tch_L9_20240409-140741_60,L1,l1pe,4,L
std_AtMR-haZy_1717766027340_11,48c2-9AWy,7b12ed7b-adf3-40ed-83d5-e1e9a49abea3,5ffb63f7-6dcf-472b-9cdb-3e38b0707eaa,tch_M1_20240409-140741_69,L1,l1pe,4,L
std_2pZi-239J_1717766028312_12,aDir-72P9,53d5ada8-be4f-4518-8e40-79ff8c91cb6a,0c7de9ca-b21f-43b8-b5cd-2508d9192f43,tch_M2_20240409-140741_71,L1,l1pe,4,L
std_NZ7B-Hu3M_1717766028861_15,MCYy-86Hx,c354b579-4e13-41ae-a71f-e3fa30cde461,c69a6493-d5de-4e7c-b555-5bc9a9fe3dcd,tch_M3_20240409-140741_74,L1,l1pe,4,L
std_QvwA-93x4_1717766029153_14,K2u8-YRwL,01952682-b751-456f-bff0-5deb7a70c29e,6c0bf348-f326-486d-8b4e-7e29535415db,tch_M4_20240409-140741_79,L1,l1pe,4,L
std_H2gZ-9kMd_1717766029312_13,FKb6-ieo8,c6e0fe56-0b4a-4ee7-a320-03ddef49cfd6,e5bc1a55-c680-47d4-85a8-5f0ca29a8c9b,tch_H2_20240409-140741_91,L1,l1pe,4,L
std_2pZi-239J_1717766030265_12,7D2h-4EnF,a47ad690-9a3c-4625-8aed-90d2befd668c,f6f90c37-4a38-4896-9b51-ad90bdf0ad54,tch_H1_20240409-140741_86,L1,l1pe,4,L
std_NZ7B-Hu3M_1717766030730_15,3Wsv-2CjX,9328a844-a083-4f16-a842-dcc9486d6a03,37c46d81-f578-41b8-8297-9d310d97ec4b,tch_H3_20240409-140741_92,L1,l1pe,4,L
std_QvwA-93x4_1717766030841_14,e9x9-8e68,db817d06-930a-452b-82cd-c25b89641f36,3b81cd6a-c6ef-43b6-b953-e25423c75891,tch_H3_20240409-140741_93,L1,l1pe,4,L
std_2pZi-239J_1717766031885_12,jNuM-ibGs,472b483d-9bf9-49ea-8dde-d40ed9ba9f41,988b2889-806c-44bd-8999-c04ffc95083c,tch_L1_20240409-140741_9,L1,l1pe,4,L
std_H2gZ-9kMd_1717766031636_13,zJR8-zGFE,44297487-22b9-4d7d-bcff-7ab59d21159c,2912da2b-cb00-4095-b4f5-7bcd1a07cb27,tch_L1_20240409-140741_10,L1,l1pe,4,L
std_NZ7B-Hu3M_1717766032741_15,os4V-qsRc,9dbdda7d-b123-4726-ae46-a7b00eb457db,76f252af-ff33-4039-a487-d148bcb76bb6,tch_L1_20240409-140741_11,L1,l1pe,4,L
std_QvwA-93x4_1717766033087_14,xc4h-T9DK,e57597d5-2c8b-4781-921d-77b4697cb45d,e024f01e-c6bb-42c0-b2b1-6acb5243f1c9,tch_L2_20240409-140741_16,L1,l1pe,4,L
std_2pZi-239J_1717766034223_12,3kmh-R264,65a33d6b-a20e-47fe-8f86-9941f80e89fe,c0beae4a-a3a0-43f3-bee6-e3e5059a66e8,tch_L2_20240409-140741_17,L1,l1pe,4,L
std_H2gZ-9kMd_1717766034269_13,DPgX-27ge,0cd13854-29b8-4f1b-89c4-6bf50f061c89,3c666817-3e0c-4f8a-a231-23414f1910ef,tch_L2_20240409-140741_18,L1,l1pe,4,L
std_QvwA-93x4_1717766034930_14,4dKh-V9i9,e3fdbe31-7022-4799-ae2b-26f42079e47c,2356cdb6-928f-4e8e-913f-aea35866800d,tch_L3_20240409-140741_29,L1,l1pe,4,L
std_NZ7B-Hu3M_1717766034866_15,fnNe-pmt3,5c31d6be-8db2-4ef4-b5ae-515bec68c935,e61f8e86-32d4-40c0-8730-6193a1e30553,tch_L7_20240409-140741_34,L1,l1pe,4,L
std_2pZi-239J_1717766036099_12,bk69-b96M,9e18f1ff-2702-41e9-a9aa-916deff71382,446c2f7a-dcc0-4c7e-a2c8-e87ec69d0a4f,tch_L3_20240409-140741_31,L1,l1pe,4,L
std_QvwA-93x4_1717766036661_14,PA89-fg8g,66c452f4-5492-47c4-b716-69d033fc234a,20080604-345e-4516-bec1-63dec55e8e33,tch_L3_20240409-140741_30,L1,l1pe,4,L
std_H2gZ-9kMd_1717766036319_13,2R32-9bfD,7321caba-2104-4dc1-b4a1-faaf982d3390,ca0ab7e5-5da4-4964-8ef3-08428cc67c8f,tch_L7_20240409-140741_35,L1,l1pe,4,L
std_NZ7B-Hu3M_1717766037018_15,PRZj-qb9F,586b7c25-9554-4ef7-889f-79ee9b4d97e9,82cce25c-59af-4a2d-b359-13e010220a25,tch_L7_20240409-140741_36,L1,l1pe,4,L
std_QvwA-93x4_1717766038345_14,epgi-4Dd4,27de2080-7066-4a50-9aac-f633312406d9,a095e7c4-a8fd-4a70-8860-9689bd3e30a3,tch_L8_20240409-140741_49,L1,l1pe,4,L
std_H2gZ-9kMd_1717766038796_13,FGhM-upsC,85ee09a1-132a-48f2-bfff-b8ea82effb8e,ef097f60-cd5a-46a2-a065-2efda0ad2c6e,tch_L8_20240409-140741_50,L1,l1pe,4,L
std_NZ7B-Hu3M_1717766039530_15,KHx3-MY2u,2e41a20d-d497-4395-966f-b7813a3347aa,120fc8ba-273a-4fff-91d0-94b6881a57eb,tch_L8_20240409-140741_51,L1,l1pe,4,L
std_H2gZ-9kMd_1717766040529_13,BwE2-aeXR,45822210-8683-4cf1-b8bb-7aae39b1e179,d9e30e38-4424-47cd-ba88-5c695286bdc4,tch_L9_20240409-140741_60,L1,l1pe,4,L
std_QvwA-93x4_1717766040374_14,48c2-9AWy,7b12ed7b-adf3-40ed-83d5-e1e9a49abea3,232e3465-d62c-410d-8263-40d6dfef3099,tch_M1_20240409-140741_69,L1,l1pe,4,L
std_NZ7B-Hu3M_1717766041529_15,aDir-72P9,53d5ada8-be4f-4518-8e40-79ff8c91cb6a,0237b368-3a17-4b02-8c34-6efe024036bb,tch_M2_20240409-140741_71,L1,l1pe,4,L
std_duc4-96kJ_1717766042143_16,MCYy-86Hx,c354b579-4e13-41ae-a71f-e3fa30cde461,7323a647-4256-41a0-9a49-b33fa83ce826,tch_M3_20240409-140741_74,L1,l1pe,4,L
std_QvwA-93x4_1717766042946_14,K2u8-YRwL,01952682-b751-456f-bff0-5deb7a70c29e,dcfe4f4d-c724-4983-a6a0-cf3c48a0de70,tch_M4_20240409-140741_79,L1,l1pe,4,L
std_NZ7B-Hu3M_1717766043403_15,FKb6-ieo8,c6e0fe56-0b4a-4ee7-a320-03ddef49cfd6,4c025cc9-594f-4696-bf04-9ad3a610c231,tch_H2_20240409-140741_91,L1,l1pe,4,L
std_H2gZ-9kMd_1717766042901_13,7D2h-4EnF,a47ad690-9a3c-4625-8aed-90d2befd668c,7a006e3f-b149-4447-be52-6256fed2501d,tch_H1_20240409-140741_86,L1,l1pe,4,L
std_duc4-96kJ_1717766044070_16,3Wsv-2CjX,9328a844-a083-4f16-a842-dcc9486d6a03,ff34b941-1342-4059-b494-9a2a592674ac,tch_H3_20240409-140741_92,L1,l1pe,4,L
std_H2gZ-9kMd_1717766044979_13,e9x9-8e68,db817d06-930a-452b-82cd-c25b89641f36,66916f8a-e725-498d-aab3-4e3865b7efbd,tch_H3_20240409-140741_93,L1,l1pe,4,L
std_NZ7B-Hu3M_1717766044853_15,jNuM-ibGs,472b483d-9bf9-49ea-8dde-d40ed9ba9f41,5a044c59-290f-4a4b-978f-c02a13f93954,tch_L1_20240409-140741_9,L1,l1pe,4,L
std_QvwA-93x4_1717766044680_14,zJR8-zGFE,44297487-22b9-4d7d-bcff-7ab59d21159c,e5d74e3b-5145-4c2b-b4e9-5acf05d2390e,tch_L1_20240409-140741_10,L1,l1pe,4,L
std_H2gZ-9kMd_1717766046696_13,os4V-qsRc,9dbdda7d-b123-4726-ae46-a7b00eb457db,8a7bbcab-2330-41f7-ae8a-504332552c77,tch_L1_20240409-140741_11,L1,l1pe,4,L
std_duc4-96kJ_1717766046667_16,xc4h-T9DK,e57597d5-2c8b-4781-921d-77b4697cb45d,e6dd380b-53e1-43d0-980f-af77c245f17e,tch_L2_20240409-140741_16,L1,l1pe,4,L
std_QvwA-93x4_1717766046932_14,3kmh-R264,65a33d6b-a20e-47fe-8f86-9941f80e89fe,d8fa503e-3742-40c2-9bbc-4e06b651e72b,tch_L2_20240409-140741_17,L1,l1pe,4,L
std_NZ7B-Hu3M_1717766046916_15,DPgX-27ge,0cd13854-29b8-4f1b-89c4-6bf50f061c89,392ff1a9-fce0-4f07-a2e1-670f05f3e5e2,tch_L2_20240409-140741_18,L1,l1pe,4,L
std_H2gZ-9kMd_1717766048272_13,4dKh-V9i9,e3fdbe31-7022-4799-ae2b-26f42079e47c,45b6c52d-d359-423e-8722-c63d8a52e532,tch_L3_20240409-140741_29,L1,l1pe,4,L
std_duc4-96kJ_1717766048924_16,fnNe-pmt3,5c31d6be-8db2-4ef4-b5ae-515bec68c935,8913b256-2f68-4db5-8b17-4424a0e04c90,tch_L7_20240409-140741_34,L1,l1pe,4,L
std_QvwA-93x4_1717766049032_14,bk69-b96M,9e18f1ff-2702-41e9-a9aa-916deff71382,2fad7252-6874-4ce1-967c-dc2ac97b3c52,tch_L3_20240409-140741_31,L1,l1pe,4,L
std_NZ7B-Hu3M_1717766049575_15,PA89-fg8g,66c452f4-5492-47c4-b716-69d033fc234a,a8b62900-1cdb-4b48-9987-fd96cbb24e46,tch_L3_20240409-140741_30,L1,l1pe,4,L
std_H2gZ-9kMd_1717766050365_13,2R32-9bfD,7321caba-2104-4dc1-b4a1-faaf982d3390,396f51ec-d34a-44c1-9bd5-15f8f59adae4,tch_L7_20240409-140741_35,L1,l1pe,4,L
std_duc4-96kJ_1717766051070_16,PRZj-qb9F,586b7c25-9554-4ef7-889f-79ee9b4d97e9,6d68c074-7d7b-4594-8a6a-f177041304b0,tch_L7_20240409-140741_36,L1,l1pe,4,L
std_NZ7B-Hu3M_1717766051615_15,epgi-4Dd4,27de2080-7066-4a50-9aac-f633312406d9,f6ffc4ed-6a86-4f68-8e19-5d08219cd062,tch_L8_20240409-140741_49,L1,l1pe,4,L
std_QvwA-93x4_1717766051570_14,FGhM-upsC,85ee09a1-132a-48f2-bfff-b8ea82effb8e,34383780-e662-4524-acbb-cbb767429078,tch_L8_20240409-140741_50,L1,l1pe,4,L
std_H2gZ-9kMd_1717766052965_13,KHx3-MY2u,2e41a20d-d497-4395-966f-b7813a3347aa,2269a9d1-b1d0-44d7-b527-42ce1823fb80,tch_L8_20240409-140741_51,L1,l1pe,4,L
std_duc4-96kJ_1717766053375_16,BwE2-aeXR,45822210-8683-4cf1-b8bb-7aae39b1e179,3518f597-f16d-44a5-afea-488e74287a13,tch_L9_20240409-140741_60,L1,l1pe,4,L
std_NZ7B-Hu3M_1717766053939_15,48c2-9AWy,7b12ed7b-adf3-40ed-83d5-e1e9a49abea3,bf040a5d-f261-41ec-853b-30d788a4f6cf,tch_M1_20240409-140741_69,L1,l1pe,4,L
std_QvwA-93x4_1717766053985_14,aDir-72P9,53d5ada8-be4f-4518-8e40-79ff8c91cb6a,dbc77b5a-9111-4f32-a5c6-1ce904ac7925,tch_M2_20240409-140741_71,L1,l1pe,4,L
std_H2gZ-9kMd_1717766055505_13,MCYy-86Hx,c354b579-4e13-41ae-a71f-e3fa30cde461,ba7643a8-2c92-442e-93c1-9f60d08eb118,tch_M3_20240409-140741_74,L1,l1pe,4,L
std_NZ7B-Hu3M_1717766056397_15,K2u8-YRwL,01952682-b751-456f-bff0-5deb7a70c29e,4c458020-587a-49fd-975e-273a6f8691bb,tch_M4_20240409-140741_79,L1,l1pe,4,L
std_QvwA-93x4_1717766056521_14,FKb6-ieo8,c6e0fe56-0b4a-4ee7-a320-03ddef49cfd6,c3aa5a4b-e9cc-4ba3-a1d7-9e7de1e802a7,tch_H2_20240409-140741_91,L1,l1pe,4,L
std_duc4-96kJ_1717766055769_16,7D2h-4EnF,a47ad690-9a3c-4625-8aed-90d2befd668c,90c0c8e7-74f8-4237-9e36-33a5c601f42a,tch_H1_20240409-140741_86,L1,l1pe,4,L
std_H2gZ-9kMd_1717766057423_13,3Wsv-2CjX,9328a844-a083-4f16-a842-dcc9486d6a03,cb55f35a-e100-40b9-b2f5-1d171b30a588,tch_H3_20240409-140741_92,L1,l1pe,4,L
std_QvwA-93x4_1717766058353_14,e9x9-8e68,db817d06-930a-452b-82cd-c25b89641f36,3fcbc6d3-c4c2-4e40-8b6d-b81c2a957807,tch_H3_20240409-140741_93,L1,l1pe,4,L
