tchtextuserjid,classcode,classid,invitationid,tch
t145_1607949618731_5,rqM4-989Q,fed90d0b-3e08-11eb-a47c-0242ac110003,70809c5e-307e-4129-90b2-a09dafab9655,t245_20201214-180403_5
t145_1607949614955_6,8hZp-x6Ad,1c9a168c-3e09-11eb-90a7-0242ac110003,fe089fe2-d024-42ac-a99b-579ef6cd2c3f,t245_20201214-180403_6
t145_1607949621110_3,y2FL-RKo3,c4c04f9c-3e08-11eb-a47c-0242ac110003,c010bb21-ff5f-4d4a-992a-ce1cb615103e,t245_20201214-180403_3
t145_1607949617833_7,i7eU-xUft,3f3cd13e-3e09-11eb-90a7-0242ac110003,c51c37c0-edec-4211-931f-09f7158f01a3,t245_20201214-180403_7
t145_1607949620759_4,Ybp6-3HFa,e19f5cbd-3e08-11eb-a47c-0242ac110003,3d05be38-8cf5-4242-a9ab-7f3072d8652a,t245_20201214-180403_4
t145_1607949625387_8,J9AN-Q7D2,5a59bb84-3e09-11eb-a47c-0242ac110003,8c7c5959-f42e-4914-8fdf-fb31312db7ad,t245_20201214-180403_8
t145_1607949629770_5,rqM4-989Q,fed90d0b-3e08-11eb-a47c-0242ac110003,c266003e-57c1-4ea3-8cbc-ced569f417b0,t245_20201214-180403_5
t145_1607949630749_6,8hZp-x6Ad,1c9a168c-3e09-11eb-90a7-0242ac110003,37406a1f-9d7b-4b90-a075-4d4e7f7fa250,t245_20201214-180403_6
t145_1607949635334_7,i7eU-xUft,3f3cd13e-3e09-11eb-90a7-0242ac110003,baf5e60e-b846-4f33-bbbc-948c585a0713,t245_20201214-180403_7
t145_1607949633736_3,y2FL-RKo3,c4c04f9c-3e08-11eb-a47c-0242ac110003,853e21cf-0817-46a9-ae65-74afff52ba04,t245_20201214-180403_3
t145_1607949637081_4,Ybp6-3HFa,e19f5cbd-3e08-11eb-a47c-0242ac110003,02d090b3-1e9c-4f81-96da-5c81006d69eb,t245_20201214-180403_4
t145_1607949643044_5,rqM4-989Q,fed90d0b-3e08-11eb-a47c-0242ac110003,8e9048db-51ff-4d08-a1b6-31f71cf4aa3e,t245_20201214-180403_5
t145_1607949640563_8,J9AN-Q7D2,5a59bb84-3e09-11eb-a47c-0242ac110003,6eb76fc4-6b51-4486-866a-ab0ffc28858d,t245_20201214-180403_8
t145_1607949646943_6,8hZp-x6Ad,1c9a168c-3e09-11eb-90a7-0242ac110003,125dbe44-fb85-4eef-b622-fa1367cebac0,t245_20201214-180403_6
t145_1607949648214_7,i7eU-xUft,3f3cd13e-3e09-11eb-90a7-0242ac110003,90bbc22b-93dd-4eab-adaf-80c95b3913fd,t245_20201214-180403_7
t145_1607949650427_3,y2FL-RKo3,c4c04f9c-3e08-11eb-a47c-0242ac110003,c4d90bd3-c793-4974-b97b-1de7b84bb34b,t245_20201214-180403_3
t145_1607949650879_4,Ybp6-3HFa,e19f5cbd-3e08-11eb-a47c-0242ac110003,ee8554a6-f021-45e9-b324-95c8388c8f23,t245_20201214-180403_4
t145_1607949653147_5,rqM4-989Q,fed90d0b-3e08-11eb-a47c-0242ac110003,5b4a60a2-492c-4e13-a596-2dfd9024b942,t245_20201214-180403_5
t145_1607949658149_8,J9AN-Q7D2,5a59bb84-3e09-11eb-a47c-0242ac110003,fc74f567-221e-4788-923c-f53caee06337,t245_20201214-180403_8
t145_1607949660310_6,8hZp-x6Ad,1c9a168c-3e09-11eb-90a7-0242ac110003,16bd3c88-45c1-4904-a465-84cdb3a77337,t245_20201214-180403_6
t145_1607949662597_4,Ybp6-3HFa,e19f5cbd-3e08-11eb-a47c-0242ac110003,461d3f75-2ffc-49c4-9e05-71e7938b1afa,t245_20201214-180403_4
t145_1607949662279_7,i7eU-xUft,3f3cd13e-3e09-11eb-90a7-0242ac110003,d2b0d516-4653-4677-b628-51a7005a37ea,t245_20201214-180403_7
t145_1607949668581_5,rqM4-989Q,fed90d0b-3e08-11eb-a47c-0242ac110003,af04a5ce-efbb-4833-a862-2e51befad805,t245_20201214-180403_5
t145_1607949671089_8,J9AN-Q7D2,5a59bb84-3e09-11eb-a47c-0242ac110003,f516026d-467e-4e27-8e6d-15cdc39154d7,t245_20201214-180403_8
t145_1607949672714_6,8hZp-x6Ad,1c9a168c-3e09-11eb-90a7-0242ac110003,0d781a4e-134c-4443-9a7c-afcad17b029c,t245_20201214-180403_6
t145_1607949673639_4,Ybp6-3HFa,e19f5cbd-3e08-11eb-a47c-0242ac110003,795e9aed-8dc6-432d-a268-a6ec4aedbb84,t245_20201214-180403_4
t145_1607949678612_7,i7eU-xUft,3f3cd13e-3e09-11eb-90a7-0242ac110003,bf0b38b6-160f-4e1d-8b4a-1a65dfa2a3b5,t245_20201214-180403_7
t145_1607949679326_9,QeTh-maUd,794c3fa5-3e09-11eb-a47c-0242ac110003,2203b15c-e175-4de7-8a1f-68069f029cb6,t245_20201214-180403_9
t145_1607949684071_5,rqM4-989Q,fed90d0b-3e08-11eb-a47c-0242ac110003,4c0e7219-c7c6-42f9-98f9-04fe948f7f73,t245_20201214-180403_5
t145_1607949684563_8,J9AN-Q7D2,5a59bb84-3e09-11eb-a47c-0242ac110003,28dacbed-4251-4c7a-ba52-1f3ef1636cdb,t245_20201214-180403_8
t145_1607949688766_7,i7eU-xUft,3f3cd13e-3e09-11eb-90a7-0242ac110003,16ee353c-9304-4144-9fcb-03572becd8bb,t245_20201214-180403_7
t145_1607949686843_6,8hZp-x6Ad,1c9a168c-3e09-11eb-90a7-0242ac110003,c8ebaf46-ffa9-4576-b755-552533648242,t245_20201214-180403_6
t145_1607949693886_9,QeTh-maUd,794c3fa5-3e09-11eb-a47c-0242ac110003,8968fcbb-a1e8-43ac-9d69-31ad7305f3c8,t245_20201214-180403_9
t145_1607949701014_7,i7eU-xUft,3f3cd13e-3e09-11eb-90a7-0242ac110003,379cb9d7-e7c6-476d-a987-e0bc8f04c75a,t245_20201214-180403_7
t145_1607949700580_8,J9AN-Q7D2,5a59bb84-3e09-11eb-a47c-0242ac110003,63f536e9-a6be-42f6-bfe2-3fe519567b32,t245_20201214-180403_8
t145_1607949704279_9,QeTh-maUd,794c3fa5-3e09-11eb-a47c-0242ac110003,68a2ceb6-6387-4a6c-ab50-b2c46fa8538e,t245_20201214-180403_9
t145_1607949700021_5,rqM4-989Q,fed90d0b-3e08-11eb-a47c-0242ac110003,852f9a85-7d5b-436c-8e88-6701f8b8c5f1,t245_20201214-180403_5
t145_1607949702201_6,8hZp-x6Ad,1c9a168c-3e09-11eb-90a7-0242ac110003,94df766d-a02e-40fb-b171-f00cea5adf62,t245_20201214-180403_6
t145_1607949712487_7,i7eU-xUft,3f3cd13e-3e09-11eb-90a7-0242ac110003,c5fb5334-90dc-401c-9720-4d781ac027c8,t245_20201214-180403_7
t145_1607949715855_5,rqM4-989Q,fed90d0b-3e08-11eb-a47c-0242ac110003,10388e7d-80b7-4fbc-b600-6c5a93b1cbcd,t245_20201214-180403_5
t145_1607949715300_9,QeTh-maUd,794c3fa5-3e09-11eb-a47c-0242ac110003,f67eb6c8-bf6c-4920-83f4-d95584bca733,t245_20201214-180403_9
t145_1607949719005_6,8hZp-x6Ad,1c9a168c-3e09-11eb-90a7-0242ac110003,8bb2405b-3832-4236-a577-b9789a0662de,t245_20201214-180403_6
t145_1607949714659_8,J9AN-Q7D2,5a59bb84-3e09-11eb-a47c-0242ac110003,4b06ebd3-7d7a-4a9a-9c8a-69c91ecf37f5,t245_20201214-180403_8
t145_1607949725854_7,i7eU-xUft,3f3cd13e-3e09-11eb-90a7-0242ac110003,73597ece-5554-4835-9c3e-1eb61464331b,t245_20201214-180403_7
t145_1607949729931_6,8hZp-x6Ad,1c9a168c-3e09-11eb-90a7-0242ac110003,48c2e680-3fe3-42bd-8f04-d0beae6dff52,t245_20201214-180403_6
t145_1607949727610_10,B7E3-2qGr,93fde66d-3e09-11eb-a47c-0242ac110003,585b6042-ee9f-4716-8e6a-9e6421b3ff55,t245_20201214-180403_10
t145_1607949729584_9,QeTh-maUd,794c3fa5-3e09-11eb-a47c-0242ac110003,c1bee44f-3253-4b15-a0f2-f3b1b1c6607d,t245_20201214-180403_9
t145_1607949728073_5,rqM4-989Q,fed90d0b-3e08-11eb-a47c-0242ac110003,7bf0427a-0cde-4815-ac7a-39be3aff726c,t245_20201214-180403_5
t145_1607949731792_8,J9AN-Q7D2,5a59bb84-3e09-11eb-a47c-0242ac110003,e02b27f4-fc5b-4b4d-bfa9-9638f3035a57,t245_20201214-180403_8
t145_1607949737035_7,i7eU-xUft,3f3cd13e-3e09-11eb-90a7-0242ac110003,4d159425-3a46-461c-9478-9c0180f0fc17,t245_20201214-180403_7
t145_1607949745907_9,QeTh-maUd,794c3fa5-3e09-11eb-a47c-0242ac110003,5a0ddef3-1b82-4d16-b0f8-31cee9b6753f,t245_20201214-180403_9
t145_1607949745380_10,B7E3-2qGr,93fde66d-3e09-11eb-a47c-0242ac110003,dd5f6a30-63c6-4033-a50c-415da536956a,t245_20201214-180403_10
t145_1607949742909_6,8hZp-x6Ad,1c9a168c-3e09-11eb-90a7-0242ac110003,00321fda-647d-4d2a-aa51-244e7a5d255e,t245_20201214-180403_6
t145_1607949745977_5,rqM4-989Q,fed90d0b-3e08-11eb-a47c-0242ac110003,c7ef6003-89e7-4d98-992e-786dbeb1ca3e,t245_20201214-180403_5
t145_1607949747803_8,J9AN-Q7D2,5a59bb84-3e09-11eb-a47c-0242ac110003,f8a4b41a-57d1-44d1-b06d-e62f299dcfc7,t245_20201214-180403_8
t145_1607949751986_7,i7eU-xUft,3f3cd13e-3e09-11eb-90a7-0242ac110003,869525ee-76f3-46f7-b508-f73479a85148,t245_20201214-180403_7
t145_1607949758374_10,B7E3-2qGr,93fde66d-3e09-11eb-a47c-0242ac110003,7f0d8480-4c0b-4910-b2f6-a350dcbca895,t245_20201214-180403_10
t145_1607949756969_9,QeTh-maUd,794c3fa5-3e09-11eb-a47c-0242ac110003,762f15fe-6e5d-4ac6-841e-ea6c638f70f3,t245_20201214-180403_9
t145_1607949766337_8,J9AN-Q7D2,5a59bb84-3e09-11eb-a47c-0242ac110003,71dec677-8fc9-46a9-b65a-477e68fa74b2,t245_20201214-180403_8
t145_1607949761102_6,8hZp-x6Ad,1c9a168c-3e09-11eb-90a7-0242ac110003,09bcb5dc-ee50-4535-9a66-35096a68f743,t245_20201214-180403_6
t145_1607949767087_7,i7eU-xUft,3f3cd13e-3e09-11eb-90a7-0242ac110003,61a6a4e1-d259-44bb-b0d1-e775a1d107af,t245_20201214-180403_7
t145_1607949775713_9,QeTh-maUd,794c3fa5-3e09-11eb-a47c-0242ac110003,1f7e5af8-df58-4105-984d-8ac5ba5783e5,t245_20201214-180403_9
t145_1607949772213_10,B7E3-2qGr,93fde66d-3e09-11eb-a47c-0242ac110003,f067c838-cf8d-4bb0-8552-3cee66cefbe2,t245_20201214-180403_10
t145_1607949780429_7,i7eU-xUft,3f3cd13e-3e09-11eb-90a7-0242ac110003,ac4998a0-bdcd-444c-a212-f7f57d2a3cee,t245_20201214-180403_7
t145_1607949778415_8,J9AN-Q7D2,5a59bb84-3e09-11eb-a47c-0242ac110003,a6fc084f-d25f-47e6-bff3-dd71a86b5dbb,t245_20201214-180403_8
t145_1607949778452_6,8hZp-x6Ad,1c9a168c-3e09-11eb-90a7-0242ac110003,33155d91-3033-4065-82cf-4695ccb576e9,t245_20201214-180403_6
t145_1607949784348_11,aUty-h4aj,b63227ee-3e09-11eb-a47c-0242ac110003,e2e9c6e4-fee9-4f8b-8992-dd4a6c9e6d71,t245_20201214-180403_11
t145_1607949786790_10,B7E3-2qGr,93fde66d-3e09-11eb-a47c-0242ac110003,b98a4702-4c10-4a8e-a500-fc8c3b98cbd4,t245_20201214-180403_10
t145_1607949786058_9,QeTh-maUd,794c3fa5-3e09-11eb-a47c-0242ac110003,341cbdd2-08d8-4456-9b47-e8f5d80cbe5a,t245_20201214-180403_9
t145_1607949793586_7,i7eU-xUft,3f3cd13e-3e09-11eb-90a7-0242ac110003,dcc2f658-22f4-49b4-adec-d7d422923975,t245_20201214-180403_7
t145_1607949796661_6,8hZp-x6Ad,1c9a168c-3e09-11eb-90a7-0242ac110003,c7c167e7-a55a-4d76-ac0c-f5edda4fd795,t245_20201214-180403_6
t145_1607949796593_8,J9AN-Q7D2,5a59bb84-3e09-11eb-a47c-0242ac110003,6d89a9d5-a1a7-4c0d-8a32-bf24f001c866,t245_20201214-180403_8
t145_1607949798897_11,aUty-h4aj,b63227ee-3e09-11eb-a47c-0242ac110003,b67fd65d-addc-43c6-9075-4f053e9b16e3,t245_20201214-180403_11
t145_1607949799907_10,B7E3-2qGr,93fde66d-3e09-11eb-a47c-0242ac110003,1d458f1c-1ccf-4814-9a98-edfbcac4ecfb,t245_20201214-180403_10
t145_1607949803365_9,QeTh-maUd,794c3fa5-3e09-11eb-a47c-0242ac110003,7bc29b08-a3c9-4ae3-985d-bba3f81901c6,t245_20201214-180403_9
t145_1607949806594_7,i7eU-xUft,3f3cd13e-3e09-11eb-90a7-0242ac110003,49c44762-027d-48f1-87d3-a90539d590b6,t245_20201214-180403_7
t145_1607949806831_6,8hZp-x6Ad,1c9a168c-3e09-11eb-90a7-0242ac110003,c27be451-953a-47b4-b204-cc7faf76d8aa,t245_20201214-180403_6
t145_1607949811574_11,aUty-h4aj,b63227ee-3e09-11eb-a47c-0242ac110003,b2acaa82-9fcd-4a26-93fb-59bab2dd6bf1,t245_20201214-180403_11
t145_1607949810492_8,J9AN-Q7D2,5a59bb84-3e09-11eb-a47c-0242ac110003,e7683dba-9328-4e44-b979-380842b2f5f8,t245_20201214-180403_8
t145_1607949811800_10,B7E3-2qGr,93fde66d-3e09-11eb-a47c-0242ac110003,d717ef47-38ac-468d-a311-61cf2efb2f2d,t245_20201214-180403_10
t145_1607949819727_9,QeTh-maUd,794c3fa5-3e09-11eb-a47c-0242ac110003,ce9d15f9-e69c-43c0-8de6-7d2ec60368b8,t245_20201214-180403_9
t145_1607949820407_7,i7eU-xUft,3f3cd13e-3e09-11eb-90a7-0242ac110003,37aa5141-dc57-4cc7-bc45-f7eedfd5cdb2,t245_20201214-180403_7
t145_1607949826838_8,J9AN-Q7D2,5a59bb84-3e09-11eb-a47c-0242ac110003,a6a02e99-d2bc-4734-8f4d-de0ff02a531f,t245_20201214-180403_8
t145_1607949825159_11,aUty-h4aj,b63227ee-3e09-11eb-a47c-0242ac110003,f69cfb5d-e74b-4fc3-94c0-f6f738976a80,t245_20201214-180403_11
t145_1607949828404_10,B7E3-2qGr,93fde66d-3e09-11eb-a47c-0242ac110003,31f8b4d8-9f38-4578-a349-b3a8130ef25f,t245_20201214-180403_10
t145_1607949834182_9,QeTh-maUd,794c3fa5-3e09-11eb-a47c-0242ac110003,c658f050-be01-43f1-a125-22a355c0bf81,t245_20201214-180403_9
t145_1607949837442_8,J9AN-Q7D2,5a59bb84-3e09-11eb-a47c-0242ac110003,86aa3010-f8ce-439d-93fd-6551c008a620,t245_20201214-180403_8
t145_1607949837156_7,i7eU-xUft,3f3cd13e-3e09-11eb-90a7-0242ac110003,f6ed2c79-d7bb-4a8c-9cd7-29d81976fa5a,t245_20201214-180403_7
t145_1607949837852_11,aUty-h4aj,b63227ee-3e09-11eb-a47c-0242ac110003,474ecba4-5222-4b8e-b01d-344aa2197bbb,t245_20201214-180403_11
t145_1607949842512_10,B7E3-2qGr,93fde66d-3e09-11eb-a47c-0242ac110003,5dc683a4-83ec-4922-ae24-b31bbb0c9157,t245_20201214-180403_10
t145_1607949838054_12,2e42-P4nG,d465056c-3e09-11eb-a47c-0242ac110003,df76ebb6-599d-441b-9cb2-e884c137a723,t245_20201214-180403_12
t145_1607949852062_8,J9AN-Q7D2,5a59bb84-3e09-11eb-a47c-0242ac110003,79d3c429-3b39-4056-96dd-501503d2809f,t245_20201214-180403_8
t145_1607949853818_11,aUty-h4aj,b63227ee-3e09-11eb-a47c-0242ac110003,b19defa7-044e-4756-a5ac-3b78bff40b16,t245_20201214-180403_11
t145_1607949849010_9,QeTh-maUd,794c3fa5-3e09-11eb-a47c-0242ac110003,99085947-6c7a-4b50-9ae3-69729c7d044a,t245_20201214-180403_9
t145_1607949853227_7,i7eU-xUft,3f3cd13e-3e09-11eb-90a7-0242ac110003,eba99a7f-4d4e-4150-8a27-07333a3af8cd,t245_20201214-180403_7
t145_1607949855882_12,2e42-P4nG,d465056c-3e09-11eb-a47c-0242ac110003,8f457412-c827-4d89-b4f2-87db19927692,t245_20201214-180403_12
t145_1607949855025_10,B7E3-2qGr,93fde66d-3e09-11eb-a47c-0242ac110003,a3dcfc23-de40-4262-be23-ee9e38dd59ec,t245_20201214-180403_10
t145_1607949864538_8,J9AN-Q7D2,5a59bb84-3e09-11eb-a47c-0242ac110003,8755be4c-f3b9-4ec6-9286-bd4e588b444e,t245_20201214-180403_8
t145_1607949865204_9,QeTh-maUd,794c3fa5-3e09-11eb-a47c-0242ac110003,a1561eef-9fd1-41e4-8f0e-85e53a2d5d2d,t245_20201214-180403_9
t145_1607949864875_11,aUty-h4aj,b63227ee-3e09-11eb-a47c-0242ac110003,6238b760-7f30-480d-b252-4f1cd788b593,t245_20201214-180403_11
t145_1607949871345_10,B7E3-2qGr,93fde66d-3e09-11eb-a47c-0242ac110003,162cf95b-9ad7-4064-a6ba-41c3cfdfaf93,t245_20201214-180403_10
t145_1607949869810_12,2e42-P4nG,d465056c-3e09-11eb-a47c-0242ac110003,167c9360-e3d7-4c2e-87b7-10acdb50048b,t245_20201214-180403_12
t145_1607949876207_8,J9AN-Q7D2,5a59bb84-3e09-11eb-a47c-0242ac110003,c8c274a3-f6e8-44d3-99e0-bd5da41754fb,t245_20201214-180403_8
t145_1607949876649_9,QeTh-maUd,794c3fa5-3e09-11eb-a47c-0242ac110003,4da43b9c-6da4-4fbd-bd8d-dd4a2e3a0e63,t245_20201214-180403_9
t145_1607949883812_13,C2hd-7n9y,f1011627-3e09-11eb-a47c-0242ac110003,66d07216-5314-44aa-a01b-d7e1e028f476,t245_20201214-180403_13
t145_1607949881229_11,aUty-h4aj,b63227ee-3e09-11eb-a47c-0242ac110003,4521b8de-0e01-43a6-83a0-ed45cc6d2bac,t245_20201214-180403_11
t145_1607949883286_10,B7E3-2qGr,93fde66d-3e09-11eb-a47c-0242ac110003,54bf4596-4957-46eb-b688-236e30ff0cc5,t245_20201214-180403_10
t145_1607949885951_12,2e42-P4nG,d465056c-3e09-11eb-a47c-0242ac110003,69f00542-6dda-4ef2-94e3-eb187a73d88b,t245_20201214-180403_12
t145_1607949893978_13,C2hd-7n9y,f1011627-3e09-11eb-a47c-0242ac110003,bf0d2ed6-464d-4507-80d4-44e2ff329a11,t245_20201214-180403_13
t145_1607949890777_8,J9AN-Q7D2,5a59bb84-3e09-11eb-a47c-0242ac110003,ef3cc086-8cbb-48fa-ba41-027010f1b264,t245_20201214-180403_8
t145_1607949891425_9,QeTh-maUd,794c3fa5-3e09-11eb-a47c-0242ac110003,df2c28b2-72df-4b54-93af-23df0001555b,t245_20201214-180403_9
t145_1607949897765_10,B7E3-2qGr,93fde66d-3e09-11eb-a47c-0242ac110003,adaba78e-23f0-4755-9f35-1e60c2f9b1c4,t245_20201214-180403_10
t145_1607949895604_11,aUty-h4aj,b63227ee-3e09-11eb-a47c-0242ac110003,50940d1d-9514-4d74-a455-716429597f9d,t245_20201214-180403_11
t145_1607949905345_8,J9AN-Q7D2,5a59bb84-3e09-11eb-a47c-0242ac110003,683d767d-bd78-454d-a506-c299ccfa1f7d,t245_20201214-180403_8
t145_1607949903223_12,2e42-P4nG,d465056c-3e09-11eb-a47c-0242ac110003,dc9b9bc1-afec-4c38-b87d-cb60f4dc419b,t245_20201214-180403_12
t145_1607949904343_13,C2hd-7n9y,f1011627-3e09-11eb-a47c-0242ac110003,7d79f9a3-d756-4373-be9f-922ec1f5bd77,t245_20201214-180403_13
t145_1607949908098_9,QeTh-maUd,794c3fa5-3e09-11eb-a47c-0242ac110003,051d0edf-c36c-477b-bc11-feb88b5c3486,t245_20201214-180403_9
t145_1607949908373_10,B7E3-2qGr,93fde66d-3e09-11eb-a47c-0242ac110003,e6ce9e8c-669c-4698-adf4-c054ae9d3df8,t245_20201214-180403_10
t145_1607949911531_11,aUty-h4aj,b63227ee-3e09-11eb-a47c-0242ac110003,61631e4f-ac44-4554-a49c-98e50344ff23,t245_20201214-180403_11
t145_1607949917403_12,2e42-P4nG,d465056c-3e09-11eb-a47c-0242ac110003,c2813313-19e6-46f3-8c23-a9b30e6eabd2,t245_20201214-180403_12
t145_1607949920451_13,C2hd-7n9y,f1011627-3e09-11eb-a47c-0242ac110003,3e2682b5-5de0-4d29-bd35-8184cc135f7a,t245_20201214-180403_13
t145_1607949924782_10,B7E3-2qGr,93fde66d-3e09-11eb-a47c-0242ac110003,aad20922-975a-4579-9017-1fe0af929871,t245_20201214-180403_10
t145_1607949921256_9,QeTh-maUd,794c3fa5-3e09-11eb-a47c-0242ac110003,c3b21714-0ccd-446b-ace9-768cc9571a73,t245_20201214-180403_9
t145_1607949929209_11,aUty-h4aj,b63227ee-3e09-11eb-a47c-0242ac110003,cad0dbe1-46ee-475e-bd25-be09fac85a46,t245_20201214-180403_11
t145_1607949930465_12,2e42-P4nG,d465056c-3e09-11eb-a47c-0242ac110003,9839c9e3-f2e5-4c3a-a41b-6881dd813777,t245_20201214-180403_12
t145_1607949932853_14,wqiQ-6jtJ,0c342120-3e0a-11eb-a47c-0242ac110003,e68a16de-91bf-4182-a480-84de0433487a,t245_20201214-180403_14
t145_1607949936332_13,C2hd-7n9y,f1011627-3e09-11eb-a47c-0242ac110003,bda90613-9aab-42cc-a189-81e9f488f860,t245_20201214-180403_13
t145_1607949938162_10,B7E3-2qGr,93fde66d-3e09-11eb-a47c-0242ac110003,2719acd7-0446-4258-b1d5-b1205b880562,t245_20201214-180403_10
t145_1607949938628_9,QeTh-maUd,794c3fa5-3e09-11eb-a47c-0242ac110003,d184d26c-95a1-43eb-875a-5ce91c657fb2,t245_20201214-180403_9
t145_1607949944768_11,aUty-h4aj,b63227ee-3e09-11eb-a47c-0242ac110003,26762050-d1b5-4c4b-9114-ba0d25320abf,t245_20201214-180403_11
t145_1607949950211_14,wqiQ-6jtJ,0c342120-3e0a-11eb-a47c-0242ac110003,3e3bd2b7-477a-424c-9511-d4ecb15ffdd6,t245_20201214-180403_14
t145_1607949947294_12,2e42-P4nG,d465056c-3e09-11eb-a47c-0242ac110003,5b018832-89d1-4065-8410-d5d473c48084,t245_20201214-180403_12
t145_1607949951882_13,C2hd-7n9y,f1011627-3e09-11eb-a47c-0242ac110003,a79adffb-d703-4d3a-96d9-ed8273f4e68d,t245_20201214-180403_13
t145_1607949955946_9,QeTh-maUd,794c3fa5-3e09-11eb-a47c-0242ac110003,756cb2a9-1e90-42c6-a522-1f79696547bc,t245_20201214-180403_9
t145_1607949953348_10,B7E3-2qGr,93fde66d-3e09-11eb-a47c-0242ac110003,ba37e5ba-a409-4c59-86f2-f8ea813a1a92,t245_20201214-180403_10
t145_1607949959788_11,aUty-h4aj,b63227ee-3e09-11eb-a47c-0242ac110003,9a3347f4-2869-40b7-be2d-affba735256a,t245_20201214-180403_11
t145_1607949965525_13,C2hd-7n9y,f1011627-3e09-11eb-a47c-0242ac110003,f981e8eb-7ad0-4602-8766-ebb22ca576a5,t245_20201214-180403_13
t145_1607949961843_14,wqiQ-6jtJ,0c342120-3e0a-11eb-a47c-0242ac110003,0335064c-eaa0-4532-8ebd-04a388b4f417,t245_20201214-180403_14
t145_1607949963462_12,2e42-P4nG,d465056c-3e09-11eb-a47c-0242ac110003,c7582e21-e7cf-495d-a2b4-c3f42498f243,t245_20201214-180403_12
t145_1607949972603_11,aUty-h4aj,b63227ee-3e09-11eb-a47c-0242ac110003,24dd2f24-425f-4c42-9cb8-f6fb56723813,t245_20201214-180403_11
t145_1607949970585_10,B7E3-2qGr,93fde66d-3e09-11eb-a47c-0242ac110003,e66d0ce2-c3c1-4f52-b63b-2e51872f3607,t245_20201214-180403_10
t145_1607949978697_13,C2hd-7n9y,f1011627-3e09-11eb-a47c-0242ac110003,ca83b15a-1701-449e-9a9a-ee867865f502,t245_20201214-180403_13
t145_1607949979506_14,wqiQ-6jtJ,0c342120-3e0a-11eb-a47c-0242ac110003,e6d8f8e0-5c9b-4676-8b6c-60c7dd0c21e5,t245_20201214-180403_14
t145_1607949984660_10,B7E3-2qGr,93fde66d-3e09-11eb-a47c-0242ac110003,92ff7cb6-b8c2-4802-8fb7-7d0aa1198aca,t245_20201214-180403_10
t145_1607949979988_12,2e42-P4nG,d465056c-3e09-11eb-a47c-0242ac110003,097c1c52-53f6-4ca2-8ab3-90e33d00b548,t245_20201214-180403_12
t145_1607949983738_11,aUty-h4aj,b63227ee-3e09-11eb-a47c-0242ac110003,74013d8b-189e-4937-be27-f96f9db00e6c,t245_20201214-180403_11
t145_1607949985261_15,XK97-Z47o,2be2a269-3e0a-11eb-90a7-0242ac110003,a3822a9c-d14e-4c9f-abff-0ae42d478d8f,t245_20201214-180403_15
t145_1607949991836_13,C2hd-7n9y,f1011627-3e09-11eb-a47c-0242ac110003,9e17928f-ed70-402f-94ae-3c5aaa0007af,t245_20201214-180403_13
t145_1607949995581_12,2e42-P4nG,d465056c-3e09-11eb-a47c-0242ac110003,db318f73-fa4a-4f85-aeca-bad7e68348df,t245_20201214-180403_12
t145_1607949992855_14,wqiQ-6jtJ,0c342120-3e0a-11eb-a47c-0242ac110003,0666e580-a98b-4c9c-b166-972333e04526,t245_20201214-180403_14
t145_1607949994797_10,B7E3-2qGr,93fde66d-3e09-11eb-a47c-0242ac110003,20e4cf0f-1bb4-4815-99e1-a47c5e2c5613,t245_20201214-180403_10
t145_1607950000811_15,XK97-Z47o,2be2a269-3e0a-11eb-90a7-0242ac110003,8709e01b-aff9-4b26-9ea3-ef971aaad1ad,t245_20201214-180403_15
t145_1607949999383_11,aUty-h4aj,b63227ee-3e09-11eb-a47c-0242ac110003,84771f74-919c-459f-9dc2-b7e4bb709ead,t245_20201214-180403_11
t145_1607950003317_13,C2hd-7n9y,f1011627-3e09-11eb-a47c-0242ac110003,9584ffff-082c-46f4-8e1d-13fc2da194ee,t245_20201214-180403_13
t145_1607950008682_14,wqiQ-6jtJ,0c342120-3e0a-11eb-a47c-0242ac110003,a3b179d4-23c6-45c8-9261-99a9d59a6e68,t245_20201214-180403_14
t145_1607950007227_12,2e42-P4nG,d465056c-3e09-11eb-a47c-0242ac110003,3ae3810c-ba4c-40f9-90b7-807b338c1e48,t245_20201214-180403_12
t145_1607950012033_15,XK97-Z47o,2be2a269-3e0a-11eb-90a7-0242ac110003,e9e2859b-e763-4c97-afdd-f49a6e429e62,t245_20201214-180403_15
t145_1607950015328_11,aUty-h4aj,b63227ee-3e09-11eb-a47c-0242ac110003,40d14e28-e2be-4911-b1aa-7b9ac1d4f2ca,t245_20201214-180403_11
t145_1607950017743_13,C2hd-7n9y,f1011627-3e09-11eb-a47c-0242ac110003,17a0de81-3f15-4c61-94dc-be27d6644e32,t245_20201214-180403_13
t145_1607950020694_12,2e42-P4nG,d465056c-3e09-11eb-a47c-0242ac110003,80815330-5bfb-4d2c-be14-775913e10b95,t245_20201214-180403_12
t145_1607950025436_16,7apa-6QRm,46b7aea1-3e0a-11eb-a47c-0242ac110003,d87113f9-f052-4495-a693-783810206d3f,t245_20201214-180403_16
t145_1607950019459_14,wqiQ-6jtJ,0c342120-3e0a-11eb-a47c-0242ac110003,835cbbaa-e02f-483b-873a-9a926e04330b,t245_20201214-180403_14
t145_1607950026049_11,aUty-h4aj,b63227ee-3e09-11eb-a47c-0242ac110003,c0523978-1e65-420a-b0b1-26d57219c1b1,t245_20201214-180403_11
