tchextuserjid,classcode,classid,invitationid,tch
t144_1607932647500_5,nbpy-6bHL,4f8fc50e-3de1-11eb-a47c-0242ac110003,d24d098f-a895-42e7-9da1-2fc12040a22f,t244_20201214-131956_5
t144_1607932647902_2,jrmV-soqo,f60ce183-3de0-11eb-90a7-0242ac110003,d4f7a7e1-d0fe-4887-ba86-7a9eff8e3950,t244_20201214-131956_2
t144_1607932654525_9,rReK-ach8,c4b98382-3de1-11eb-90a7-0242ac110003,652fc639-e080-4911-b89c-0e3d3c1a5bfb,t244_20201214-131956_9
t144_1607932652981_1,zH3y-6vP3,d6bbc351-3de0-11eb-a47c-0242ac110003,36adea52-0927-4f6a-a855-978831bad744,t244_20201214-131956_1
t144_1607932662437_8,8Q84-fxb9,a900f473-3de1-11eb-90a7-0242ac110003,5e9b757f-2cf8-45f9-b84f-f5fd04c06963,t244_20201214-131956_8
t144_1607932668616_7,yowh-fQkx,8d42c07d-3de1-11eb-90a7-0242ac110003,e0664cb5-77a6-4fdf-ab82-81fe08172ca8,t244_20201214-131956_7
t144_1607932663133_6,n3br-fjTL,6c368441-3de1-11eb-90a7-0242ac110003,1190c7eb-2d71-43c5-a96f-b77d811fcbd5,t244_20201214-131956_6
t144_1607932666057_3,y7cP-g9x4,1480bff0-3de1-11eb-a47c-0242ac110003,bdf394b2-b3b7-40eb-b289-709e4b3abe99,t244_20201214-131956_3
t144_1607932669661_4,3kAT-rR4m,33e93762-3de1-11eb-90a7-0242ac110003,ba7a7e5b-283e-4441-b584-bbb06cd8ca01,t244_20201214-131956_4
t144_1607932673157_2,jrmV-soqo,f60ce183-3de0-11eb-90a7-0242ac110003,db7053fb-52ae-448f-811c-c27167fe2fed,t244_20201214-131956_2
t144_1607932673854_9,rReK-ach8,c4b98382-3de1-11eb-90a7-0242ac110003,ad6cd030-503d-4056-8a3f-03454034873b,t244_20201214-131956_9
t144_1607932671667_5,nbpy-6bHL,4f8fc50e-3de1-11eb-a47c-0242ac110003,e4e9aafa-e0ec-4a6c-b3d0-1c96dbee3bb7,t244_20201214-131956_5
t144_1607932687169_10,6a28-4htK,e4571487-3de1-11eb-a47c-0242ac110003,f0ebea83-563a-485d-abc6-08d4d5eb63a0,t244_20201214-131956_10
t144_1607932683413_8,8Q84-fxb9,a900f473-3de1-11eb-90a7-0242ac110003,309ee8d3-3092-430c-9535-b9d4565335bf,t244_20201214-131956_8
t144_1607932688390_7,yowh-fQkx,8d42c07d-3de1-11eb-90a7-0242ac110003,33e25f6e-724f-42aa-9e67-0fe9bcffcd80,t244_20201214-131956_7
t144_1607932691932_4,3kAT-rR4m,33e93762-3de1-11eb-90a7-0242ac110003,06c37faa-a359-472d-975a-6713f03660ba,t244_20201214-131956_4
t144_1607932689562_6,n3br-fjTL,6c368441-3de1-11eb-90a7-0242ac110003,928d5a69-6381-4e99-b6a3-52b5a29775ee,t244_20201214-131956_6
t144_1607932690927_3,y7cP-g9x4,1480bff0-3de1-11eb-a47c-0242ac110003,cf11df13-a245-491a-888a-b871e920cfe6,t244_20201214-131956_3
t144_1607932695108_5,nbpy-6bHL,4f8fc50e-3de1-11eb-a47c-0242ac110003,afe619bc-9730-44b6-9b22-2627410b3548,t244_20201214-131956_5
t144_1607932694967_9,rReK-ach8,c4b98382-3de1-11eb-90a7-0242ac110003,84e335e0-9644-4c04-825a-f6a1794c30b6,t244_20201214-131956_9
t144_1607932693862_2,jrmV-soqo,f60ce183-3de0-11eb-90a7-0242ac110003,eb084cca-56cf-454b-b038-bf3c8794d67d,t244_20201214-131956_2
t144_1607932713366_6,n3br-fjTL,6c368441-3de1-11eb-90a7-0242ac110003,fa5de8d4-7989-4652-b229-7fd8bea1b604,t244_20201214-131956_6
t144_1607932707233_10,6a28-4htK,e4571487-3de1-11eb-a47c-0242ac110003,41d14944-215f-4099-aada-ea8ff7f1821d,t244_20201214-131956_10
t144_1607932713637_3,y7cP-g9x4,1480bff0-3de1-11eb-a47c-0242ac110003,08745778-4a13-4426-8f3a-9af836ac73fd,t244_20201214-131956_3
t144_1607932709786_8,8Q84-fxb9,a900f473-3de1-11eb-90a7-0242ac110003,5c713dfd-2351-47b4-9cbd-bd330d501a35,t244_20201214-131956_8
t144_1607932713279_4,3kAT-rR4m,33e93762-3de1-11eb-90a7-0242ac110003,5db5ac6c-4653-4244-89c5-fe364112e68b,t244_20201214-131956_4
t144_1607932714205_5,nbpy-6bHL,4f8fc50e-3de1-11eb-a47c-0242ac110003,fec3ee3b-8a6e-4b03-9f52-b4e951614cbc,t244_20201214-131956_5
t144_1607932712262_7,yowh-fQkx,8d42c07d-3de1-11eb-90a7-0242ac110003,fff824bc-bba4-4c36-ab49-216a614720cf,t244_20201214-131956_7
t144_1607932718088_9,rReK-ach8,c4b98382-3de1-11eb-90a7-0242ac110003,da78d46f-b601-4a7f-a9ec-933e6fdafde5,t244_20201214-131956_9
t144_1607932721389_2,jrmV-soqo,f60ce183-3de0-11eb-90a7-0242ac110003,9bea04ae-e815-4b5e-9341-17e80d33bc15,t244_20201214-131956_2
t144_1607932729127_11,zqK2-t7k8,00c0f20f-3de2-11eb-a47c-0242ac110003,d1c31703-97e9-43fc-915d-dd80c9baeb14,t244_20201214-131956_11
t144_1607932732513_6,n3br-fjTL,6c368441-3de1-11eb-90a7-0242ac110003,7cccf4e1-0261-493d-bef2-10a5f5834399,t244_20201214-131956_6
t144_1607932736188_8,8Q84-fxb9,a900f473-3de1-11eb-90a7-0242ac110003,c4f95f7c-f10c-45c5-9a12-c5e016a8752d,t244_20201214-131956_8
t144_1607932739185_7,yowh-fQkx,8d42c07d-3de1-11eb-90a7-0242ac110003,817fb4ea-5c76-410a-a94a-b7a8523a625f,t244_20201214-131956_7
t144_1607932736692_4,3kAT-rR4m,33e93762-3de1-11eb-90a7-0242ac110003,8ce846d3-16c1-45f9-8f56-238a17519072,t244_20201214-131956_4
t144_1607932734792_10,6a28-4htK,e4571487-3de1-11eb-a47c-0242ac110003,fa380233-6724-4b93-9659-fcb9703105c3,t244_20201214-131956_10
t144_1607932735512_3,y7cP-g9x4,1480bff0-3de1-11eb-a47c-0242ac110003,b3422e95-56f7-4c2f-8150-c358cba9b086,t244_20201214-131956_3
t144_1607932739706_9,rReK-ach8,c4b98382-3de1-11eb-90a7-0242ac110003,7041e4a9-b82d-4f38-87d4-57366b2a8722,t244_20201214-131956_9
t144_1607932738570_5,nbpy-6bHL,4f8fc50e-3de1-11eb-a47c-0242ac110003,1eeb47a7-e9fd-4ac1-a02c-6cf5bca4c0b5,t244_20201214-131956_5
t144_1607932756279_11,zqK2-t7k8,00c0f20f-3de2-11eb-a47c-0242ac110003,73971643-6f04-4240-8dee-69a435556222,t244_20201214-131956_11
t144_1607932757066_6,n3br-fjTL,6c368441-3de1-11eb-90a7-0242ac110003,4e49263d-9e22-41b3-9cef-4708de304840,t244_20201214-131956_6
t144_1607932759781_10,6a28-4htK,e4571487-3de1-11eb-a47c-0242ac110003,2215a9f1-2ee3-4c9c-9aef-e2493096cff3,t244_20201214-131956_10
t144_1607932760174_3,y7cP-g9x4,1480bff0-3de1-11eb-a47c-0242ac110003,65d54885-189d-4566-bc8b-7e982372a5f7,t244_20201214-131956_3
t144_1607932758103_8,8Q84-fxb9,a900f473-3de1-11eb-90a7-0242ac110003,7ff2a3d2-2f31-42c9-bd1c-ea1cc82b0ab7,t244_20201214-131956_8
t144_1607932759329_7,yowh-fQkx,8d42c07d-3de1-11eb-90a7-0242ac110003,4bb1c8de-d18f-4e8f-8239-f72aff57d409,t244_20201214-131956_7
t144_1607932759577_4,3kAT-rR4m,33e93762-3de1-11eb-90a7-0242ac110003,6fa689f2-c785-46fa-9aa5-6530e29442a0,t244_20201214-131956_4
t144_1607932764714_5,nbpy-6bHL,4f8fc50e-3de1-11eb-a47c-0242ac110003,1b1a71fc-12cb-44bc-8116-2f89d4044d83,t244_20201214-131956_5
t144_1607932764406_9,rReK-ach8,c4b98382-3de1-11eb-90a7-0242ac110003,d711c63c-ea69-4834-aa57-057923d28431,t244_20201214-131956_9
t144_1607932778419_11,zqK2-t7k8,00c0f20f-3de2-11eb-a47c-0242ac110003,bc86c499-0346-41c3-9760-bd8f81a1f879,t244_20201214-131956_11
t144_1607932779109_6,n3br-fjTL,6c368441-3de1-11eb-90a7-0242ac110003,0e2c1e54-ae41-44f7-8992-79bfb2ab1f38,t244_20201214-131956_6
t144_1607932780299_3,y7cP-g9x4,1480bff0-3de1-11eb-a47c-0242ac110003,43795be0-6133-4850-a024-10b3f1384fb1,t244_20201214-131956_3
t144_1607932783631_7,yowh-fQkx,8d42c07d-3de1-11eb-90a7-0242ac110003,fb23de3b-0835-43de-9ba6-524c475823b7,t244_20201214-131956_7
t144_1607932782124_12,3Pve-xf83,202b654d-3de2-11eb-90a7-0242ac110003,5219d34e-c2a7-425f-ac20-872dca5c340b,t244_20201214-131956_12
t144_1607932780014_10,6a28-4htK,e4571487-3de1-11eb-a47c-0242ac110003,6ffefadc-fbbf-404c-8ad4-ca20b80e6af6,t244_20201214-131956_10
t144_1607932783140_8,8Q84-fxb9,a900f473-3de1-11eb-90a7-0242ac110003,17086f62-ec2d-4f05-ac4d-93be72301890,t244_20201214-131956_8
t144_1607932784320_4,3kAT-rR4m,33e93762-3de1-11eb-90a7-0242ac110003,18e9f141-e201-4736-81ae-afdfc7cf8ed8,t244_20201214-131956_4
t144_1607932788106_5,nbpy-6bHL,4f8fc50e-3de1-11eb-a47c-0242ac110003,38ec6f81-0eef-4e6b-8e09-451e0017651d,t244_20201214-131956_5
t144_1607932788828_9,rReK-ach8,c4b98382-3de1-11eb-90a7-0242ac110003,6dd2fda2-1612-4549-ab0c-85ad68b78ab6,t244_20201214-131956_9
t144_1607932797355_11,zqK2-t7k8,00c0f20f-3de2-11eb-a47c-0242ac110003,fb790274-e74a-4f3a-8fd3-7ebd21e17617,t244_20201214-131956_11
t144_1607932801881_7,yowh-fQkx,8d42c07d-3de1-11eb-90a7-0242ac110003,e6e53476-509b-4ea3-91e7-148e6b83f359,t244_20201214-131956_7
t144_1607932800723_6,n3br-fjTL,6c368441-3de1-11eb-90a7-0242ac110003,ca99f74a-78e4-4043-97ed-3628a8ed1c3f,t244_20201214-131956_6
t144_1607932804657_12,3Pve-xf83,202b654d-3de2-11eb-90a7-0242ac110003,1de4b72a-4fdd-452a-b154-5e639b39124c,t244_20201214-131956_12
t144_1607932810182_4,3kAT-rR4m,33e93762-3de1-11eb-90a7-0242ac110003,fba77912-b52b-40e2-84a9-8b8eace2f905,t244_20201214-131956_4
t144_1607932804997_10,6a28-4htK,e4571487-3de1-11eb-a47c-0242ac110003,5493874f-40c3-4602-9713-64dcf1f2c609,t244_20201214-131956_10
t144_1607932808584_8,8Q84-fxb9,a900f473-3de1-11eb-90a7-0242ac110003,96ba45d8-5a44-4049-a70d-d063a276e0e1,t244_20201214-131956_8
t144_1607932815013_5,nbpy-6bHL,4f8fc50e-3de1-11eb-a47c-0242ac110003,3bddb074-37e2-44a6-9aa4-7be39613a6dc,t244_20201214-131956_5
t144_1607932815069_9,rReK-ach8,c4b98382-3de1-11eb-90a7-0242ac110003,cd3c0628-f4bc-476c-9567-24d1dec53295,t244_20201214-131956_9
t144_1607932819195_11,zqK2-t7k8,00c0f20f-3de2-11eb-a47c-0242ac110003,60ae05f8-6613-44af-99c7-0d87b8392a59,t244_20201214-131956_11
t144_1607932820833_7,yowh-fQkx,8d42c07d-3de1-11eb-90a7-0242ac110003,fa6a9244-52bf-4774-b5e8-b7c2631a3907,t244_20201214-131956_7
t144_1607932827018_6,n3br-fjTL,6c368441-3de1-11eb-90a7-0242ac110003,ae87566f-b7a0-4018-a1a4-c32376389d39,t244_20201214-131956_6
t144_1607932828604_12,3Pve-xf83,202b654d-3de2-11eb-90a7-0242ac110003,5c737846-fde2-4726-97dd-a0ed5657c2a4,t244_20201214-131956_12
t144_1607932831970_8,8Q84-fxb9,a900f473-3de1-11eb-90a7-0242ac110003,7089b378-03ca-41f9-8861-0d740b24ef39,t244_20201214-131956_8
t144_1607932830740_4,3kAT-rR4m,33e93762-3de1-11eb-90a7-0242ac110003,b02a69a4-debf-4113-963f-7ef290251640,t244_20201214-131956_4
t144_1607932836769_5,nbpy-6bHL,4f8fc50e-3de1-11eb-a47c-0242ac110003,9299c8d4-c6f7-400a-add8-b4dc31844c94,t244_20201214-131956_5
t144_1607932831891_10,6a28-4htK,e4571487-3de1-11eb-a47c-0242ac110003,14f421a1-2b52-4997-bf33-32e4b3d46542,t244_20201214-131956_10
t144_1607932836860_9,rReK-ach8,c4b98382-3de1-11eb-90a7-0242ac110003,c4f3272c-50b9-4205-8daf-085a2628cd7e,t244_20201214-131956_9
t144_1607932840320_13,Z897-KRK6,3fe2717d-3de2-11eb-90a7-0242ac110003,ed4f949e-0636-48c0-9cef-79a8b3e2c3c5,t244_20201214-131956_13
t144_1607932840753_11,zqK2-t7k8,00c0f20f-3de2-11eb-a47c-0242ac110003,3e090d7f-399f-45ce-9fc1-39c2a2577958,t244_20201214-131956_11
t144_1607932843497_7,yowh-fQkx,8d42c07d-3de1-11eb-90a7-0242ac110003,c5eee93f-86a8-4b7d-83fa-83640178e180,t244_20201214-131956_7
t144_1607932845364_6,n3br-fjTL,6c368441-3de1-11eb-90a7-0242ac110003,3d0a5043-c629-4aa2-9d80-1533814734b8,t244_20201214-131956_6
t144_1607932851954_12,3Pve-xf83,202b654d-3de2-11eb-90a7-0242ac110003,f162d7ba-bdf3-4e35-abf2-b94b74b01d65,t244_20201214-131956_12
t144_1607932854191_8,8Q84-fxb9,a900f473-3de1-11eb-90a7-0242ac110003,97c3d0a4-dc82-4ea2-99f0-75e6af5dc4d3,t244_20201214-131956_8
t144_1607932856727_5,nbpy-6bHL,4f8fc50e-3de1-11eb-a47c-0242ac110003,a399e8f0-4237-434d-a1cb-f4732f333d8e,t244_20201214-131956_5
t144_1607932858201_10,6a28-4htK,e4571487-3de1-11eb-a47c-0242ac110003,1c3a7c65-6822-402a-baf2-7a4c059ce449,t244_20201214-131956_10
t144_1607932861895_13,Z897-KRK6,3fe2717d-3de2-11eb-90a7-0242ac110003,b9197c70-3df2-426c-8328-f80538e9290c,t244_20201214-131956_13
t144_1607932858387_9,rReK-ach8,c4b98382-3de1-11eb-90a7-0242ac110003,79625f40-8f2c-4c14-aa00-4bb40ddeb7c9,t244_20201214-131956_9
t144_1607932863767_7,yowh-fQkx,8d42c07d-3de1-11eb-90a7-0242ac110003,166dc910-13ff-4c0b-9737-62718384edec,t244_20201214-131956_7
t144_1607932862855_11,zqK2-t7k8,00c0f20f-3de2-11eb-a47c-0242ac110003,07518921-ff44-4a1a-b21b-d64777960a68,t244_20201214-131956_11
t144_1607932865584_6,n3br-fjTL,6c368441-3de1-11eb-90a7-0242ac110003,e78b5ba9-92cb-456d-bcc0-5a7583dc056d,t244_20201214-131956_6
t144_1607932873942_12,3Pve-xf83,202b654d-3de2-11eb-90a7-0242ac110003,8ecc512f-0dc9-4604-afe6-d8c36a40c3f3,t244_20201214-131956_12
t144_1607932875232_8,8Q84-fxb9,a900f473-3de1-11eb-90a7-0242ac110003,e1333cf5-589c-4aac-86a6-8ecfe8bdafe1,t244_20201214-131956_8
t144_1607932880219_5,nbpy-6bHL,4f8fc50e-3de1-11eb-a47c-0242ac110003,385954cb-3e57-40cd-8857-1b51658f4a38,t244_20201214-131956_5
t144_1607932884202_14,btqW-3f7q,59e1de13-3de2-11eb-a47c-0242ac110003,c268bac4-ad23-4dd1-bdc0-bd348d10d753,t244_20201214-131956_14
t144_1607932883331_10,6a28-4htK,e4571487-3de1-11eb-a47c-0242ac110003,99483d73-88af-4f1f-9bf2-b0f45afa5bdf,t244_20201214-131956_10
t144_1607932884666_9,rReK-ach8,c4b98382-3de1-11eb-90a7-0242ac110003,869d5189-2fe5-49dc-a6ac-e5c300f2751e,t244_20201214-131956_9
t144_1607932887579_11,zqK2-t7k8,00c0f20f-3de2-11eb-a47c-0242ac110003,831a3998-728b-4e7b-8d98-bb175876761e,t244_20201214-131956_11
t144_1607932885882_7,yowh-fQkx,8d42c07d-3de1-11eb-90a7-0242ac110003,ab60bba1-23c9-4931-bee0-49e889bfca45,t244_20201214-131956_7
t144_1607932884557_13,Z897-KRK6,3fe2717d-3de2-11eb-90a7-0242ac110003,f10932d6-dd6e-4fcb-b683-9271deba3413,t244_20201214-131956_13
t144_1607932890380_6,n3br-fjTL,6c368441-3de1-11eb-90a7-0242ac110003,932340e7-f569-475c-be58-46c9dea38a7e,t244_20201214-131956_6
t144_1607932897072_12,3Pve-xf83,202b654d-3de2-11eb-90a7-0242ac110003,29847940-c05f-43f3-928a-83a6ac78d471,t244_20201214-131956_12
t144_1607932901610_8,8Q84-fxb9,a900f473-3de1-11eb-90a7-0242ac110003,9f4a54b2-8b74-4a09-9154-97869fe94a31,t244_20201214-131956_8
t144_1607932903410_14,btqW-3f7q,59e1de13-3de2-11eb-a47c-0242ac110003,73705a02-e143-43f6-a75e-5b42145269dd,t244_20201214-131956_14
t144_1607932905331_10,6a28-4htK,e4571487-3de1-11eb-a47c-0242ac110003,abaf9306-b015-46e6-9ec8-597faccae333,t244_20201214-131956_10
t144_1607932907599_11,zqK2-t7k8,00c0f20f-3de2-11eb-a47c-0242ac110003,f1195436-c5c1-4b4e-90db-c11261240ded,t244_20201214-131956_11
t144_1607932906291_9,rReK-ach8,c4b98382-3de1-11eb-90a7-0242ac110003,acfe2c6e-837d-411b-9b0b-6767a213dde2,t244_20201214-131956_9
t144_1607932912253_13,Z897-KRK6,3fe2717d-3de2-11eb-90a7-0242ac110003,a24321a5-1dd2-4e85-83bf-beda82648840,t244_20201214-131956_13
t144_1607932910137_7,yowh-fQkx,8d42c07d-3de1-11eb-90a7-0242ac110003,d9ca3a24-8e72-479f-9533-5b9a28398843,t244_20201214-131956_7
t144_1607932917598_12,3Pve-xf83,202b654d-3de2-11eb-90a7-0242ac110003,7d0626b0-7b46-4c44-9acc-32f5a80626b0,t244_20201214-131956_12
t144_1607932913689_6,n3br-fjTL,6c368441-3de1-11eb-90a7-0242ac110003,e229dca0-9b1f-4eef-8143-cf683ab9aad4,t244_20201214-131956_6
t144_1607932921847_8,8Q84-fxb9,a900f473-3de1-11eb-90a7-0242ac110003,8d5ba059-4222-42ca-b5ab-43d884fac5e2,t244_20201214-131956_8
t144_1607932926223_14,btqW-3f7q,59e1de13-3de2-11eb-a47c-0242ac110003,014b0768-1c82-40f0-97eb-56cac88a1e4d,t244_20201214-131956_14
t144_1607932928404_9,rReK-ach8,c4b98382-3de1-11eb-90a7-0242ac110003,ada9b40f-14dc-4dc7-88ec-da2230308cca,t244_20201214-131956_9
t144_1607932928203_11,zqK2-t7k8,00c0f20f-3de2-11eb-a47c-0242ac110003,729b9d08-eadb-44a8-b803-30b7dc3f7360,t244_20201214-131956_11
t144_1607932927528_10,6a28-4htK,e4571487-3de1-11eb-a47c-0242ac110003,21646f55-7873-4581-ac23-5dfb39702a95,t244_20201214-131956_10
t144_1607932933013_13,Z897-KRK6,3fe2717d-3de2-11eb-90a7-0242ac110003,411317aa-7bde-4393-9b28-20f8bd328b25,t244_20201214-131956_13
t144_1607932934756_7,yowh-fQkx,8d42c07d-3de1-11eb-90a7-0242ac110003,a264f7eb-2e02-4149-a5ce-56b5ed03a40a,t244_20201214-131956_7
t144_1607932938597_12,3Pve-xf83,202b654d-3de2-11eb-90a7-0242ac110003,360c4d43-a3a7-42f2-8de7-ffb2e31bdb6d,t244_20201214-131956_12
t144_1607932942971_15,dXkb-36UR,7b1b45b4-3de2-11eb-a47c-0242ac110003,956a96b9-df6e-43ca-8305-02ebe3f7e5de,t244_20201214-131956_15
t144_1607932943270_8,8Q84-fxb9,a900f473-3de1-11eb-90a7-0242ac110003,07078582-77e0-4ba5-9904-6c52b8cdb3fa,t244_20201214-131956_8
t144_1607932953087_10,6a28-4htK,e4571487-3de1-11eb-a47c-0242ac110003,52137083-1b60-4d13-a632-726ab0a65320,t244_20201214-131956_10
t144_1607932950297_9,rReK-ach8,c4b98382-3de1-11eb-90a7-0242ac110003,5f93b212-0d08-4be7-bdf8-fc1154dfdb94,t244_20201214-131956_9
t144_1607932950130_14,btqW-3f7q,59e1de13-3de2-11eb-a47c-0242ac110003,83ad9998-fb6e-41c5-815e-bdc80bff110e,t244_20201214-131956_14
t144_1607932953778_13,Z897-KRK6,3fe2717d-3de2-11eb-90a7-0242ac110003,b13ad489-dde6-4b53-a9c3-2b794c84a2b2,t244_20201214-131956_13
t144_1607932951700_11,zqK2-t7k8,00c0f20f-3de2-11eb-a47c-0242ac110003,d0511ec7-34d1-4a0c-ae13-c3142f179e15,t244_20201214-131956_11
t144_1607932956876_7,yowh-fQkx,8d42c07d-3de1-11eb-90a7-0242ac110003,35375b94-8f8f-4c1e-adfe-3001b5cae55f,t244_20201214-131956_7
t144_1607932963263_12,3Pve-xf83,202b654d-3de2-11eb-90a7-0242ac110003,bec74d2a-9d4f-47c7-ab76-c8bc52c6b04f,t244_20201214-131956_12
t144_1607932964916_15,dXkb-36UR,7b1b45b4-3de2-11eb-a47c-0242ac110003,2883139a-1327-4534-a404-9315afa1940c,t244_20201214-131956_15
t144_1607932969405_8,8Q84-fxb9,a900f473-3de1-11eb-90a7-0242ac110003,09c73ebe-f318-4630-8aa4-25396378ef1a,t244_20201214-131956_8
t144_1607932973413_9,rReK-ach8,c4b98382-3de1-11eb-90a7-0242ac110003,138043e3-a620-4d9a-b4b8-25d4c4e7ea54,t244_20201214-131956_9
t144_1607932973219_10,6a28-4htK,e4571487-3de1-11eb-a47c-0242ac110003,a41cccdc-981e-488a-81a1-a8d52bd3bac0,t244_20201214-131956_10
t144_1607932978739_11,zqK2-t7k8,00c0f20f-3de2-11eb-a47c-0242ac110003,d44cdf1c-c188-4c2d-b785-2534f452058c,t244_20201214-131956_11
t144_1607932977407_13,Z897-KRK6,3fe2717d-3de2-11eb-90a7-0242ac110003,43dba46e-a607-49b9-94fe-e9d739c38a8d,t244_20201214-131956_13
t144_1607932976788_14,btqW-3f7q,59e1de13-3de2-11eb-a47c-0242ac110003,e524face-9ac8-46ea-99e8-1cd0bd5a7453,t244_20201214-131956_14
t144_1607932987556_12,3Pve-xf83,202b654d-3de2-11eb-90a7-0242ac110003,ac08fb14-45d7-40eb-a905-82f744f64d9c,t244_20201214-131956_12
t144_1607932987818_15,dXkb-36UR,7b1b45b4-3de2-11eb-a47c-0242ac110003,fc5e0c5c-f7f6-49a5-83b0-b9a5a258e4b6,t244_20201214-131956_15
t144_1607932991137_8,8Q84-fxb9,a900f473-3de1-11eb-90a7-0242ac110003,43482d88-89b0-46cd-b5af-e58d5fbb4d62,t244_20201214-131956_8
t144_1607932994613_16,ZN7d-w8ax,999ba646-3de2-11eb-90a7-0242ac110003,e54d25a4-484b-47b5-87ed-ef5b90eb3eaf,t244_20201214-131956_16
t144_1607932998147_9,rReK-ach8,c4b98382-3de1-11eb-90a7-0242ac110003,9f17eee5-a114-4f67-b0a8-54efa37e2692,t244_20201214-131956_9
t144_1607932999116_10,6a28-4htK,e4571487-3de1-11eb-a47c-0242ac110003,d9aa7455-7b45-4999-9a39-cde69017bdf2,t244_20201214-131956_10
t144_1607933005147_14,btqW-3f7q,59e1de13-3de2-11eb-a47c-0242ac110003,3cd84866-7ad5-4145-a241-f6edef3b9c1a,t244_20201214-131956_14
t144_1607933000709_11,zqK2-t7k8,00c0f20f-3de2-11eb-a47c-0242ac110003,fe49803f-b363-4660-bbb8-c9565aa8c5ce,t244_20201214-131956_11
t144_1607933002489_13,Z897-KRK6,3fe2717d-3de2-11eb-90a7-0242ac110003,d8b6a59b-c2c9-491b-8249-84f7497caef0,t244_20201214-131956_13
t144_1607933020486_9,rReK-ach8,c4b98382-3de1-11eb-90a7-0242ac110003,6ffbafb7-be0e-4b43-b4d9-91dec4a836f1,t244_20201214-131956_9
t144_1607933029170_11,zqK2-t7k8,00c0f20f-3de2-11eb-a47c-0242ac110003,5582bd0a-30e8-4311-9aea-38602565fd5f,t244_20201214-131956_11
t144_1607933024455_10,6a28-4htK,e4571487-3de1-11eb-a47c-0242ac110003,ca90ef54-0805-4ad3-8810-579487f0843e,t244_20201214-131956_10
t144_1607933031575_12,3Pve-xf83,202b654d-3de2-11eb-90a7-0242ac110003,3a22099f-8713-49da-9e56-4e20ecb14416,t244_20201214-131956_12
t144_1607933029076_14,btqW-3f7q,59e1de13-3de2-11eb-a47c-0242ac110003,edab6b97-dd65-4b1d-a9e7-700b52c07228,t244_20201214-131956_14
t144_1607933029748_13,Z897-KRK6,3fe2717d-3de2-11eb-90a7-0242ac110003,8978b943-146e-4531-b1b8-297db1b45326,t244_20201214-131956_13
t144_1607933033567_17,tua4-TZac,b4712823-3de2-11eb-90a7-0242ac110003,1bde02f2-194c-4e64-a707-b45b218f271a,t244_20201214-131956_17
t144_1607933042350_8,8Q84-fxb9,a900f473-3de1-11eb-90a7-0242ac110003,ce12734e-d7c2-4d27-be02-c77963307811,t244_20201214-131956_8
t144_1607933039794_15,dXkb-36UR,7b1b45b4-3de2-11eb-a47c-0242ac110003,af403308-4b98-41ee-8ef6-e2a9d9d36896,t244_20201214-131956_15
t144_1607933039794_16,ZN7d-w8ax,999ba646-3de2-11eb-90a7-0242ac110003,f4556931-05e9-4694-bf7b-a9e33b96068e,t244_20201214-131956_16
t144_1607933050536_10,6a28-4htK,e4571487-3de1-11eb-a47c-0242ac110003,0f550cd9-f9d4-4a9d-82d2-83c91a46562a,t244_20201214-131956_10
t144_1607933046046_9,rReK-ach8,c4b98382-3de1-11eb-90a7-0242ac110003,09b2048e-4644-418f-9b96-2c571933f137,t244_20201214-131956_9
t144_1607933050196_11,zqK2-t7k8,00c0f20f-3de2-11eb-a47c-0242ac110003,f99a4712-183b-4d42-b055-d0a97ae1ec54,t244_20201214-131956_11
t144_1607933052157_12,3Pve-xf83,202b654d-3de2-11eb-90a7-0242ac110003,4b9bc2b2-1cae-4b97-9ea5-e1b9b421863d,t244_20201214-131956_12
t144_1607933053196_14,btqW-3f7q,59e1de13-3de2-11eb-a47c-0242ac110003,d15117d8-927d-4e21-9410-f02b9ac6b676,t244_20201214-131956_14
t144_1607933055424_13,Z897-KRK6,3fe2717d-3de2-11eb-90a7-0242ac110003,6ae7b7cc-0894-418f-84d7-ec120a427a81,t244_20201214-131956_13
t144_1607933061009_15,dXkb-36UR,7b1b45b4-3de2-11eb-a47c-0242ac110003,9ea5bf86-cf5d-4798-984c-299febd8078a,t244_20201214-131956_15
t144_1607933058524_17,tua4-TZac,b4712823-3de2-11eb-90a7-0242ac110003,4152ff7b-2d7f-465c-a6b3-880c15b30bf7,t244_20201214-131956_17
t144_1607933063739_16,ZN7d-w8ax,999ba646-3de2-11eb-90a7-0242ac110003,a040c9b5-7b40-4c44-99d3-2a8836fefe6a,t244_20201214-131956_16
t144_1607933069949_10,6a28-4htK,e4571487-3de1-11eb-a47c-0242ac110003,3148cd4f-d95a-48a2-99af-72e44cdaebfb,t244_20201214-131956_10
t144_1607933073050_11,zqK2-t7k8,00c0f20f-3de2-11eb-a47c-0242ac110003,60a1edd9-b921-4397-82be-fd800fe12bc3,t244_20201214-131956_11
t144_1607933071915_9,rReK-ach8,c4b98382-3de1-11eb-90a7-0242ac110003,0073562b-4fbf-4605-b391-c969e430d128,t244_20201214-131956_9
t144_1607933078271_14,btqW-3f7q,59e1de13-3de2-11eb-a47c-0242ac110003,06862950-8eaa-47c0-8184-39864f24097a,t244_20201214-131956_14
t144_1607933079826_13,Z897-KRK6,3fe2717d-3de2-11eb-90a7-0242ac110003,f997cd0c-352d-42fc-bd65-83ab5d6c27e3,t244_20201214-131956_13
