extuserid,class,classcode,bundleCount
tch_20220828-070412_79,Perf_class_20220828-070412_79,LE6W-Jau3,2
tch_20220828-070412_80,Perf_class_20220828-070412_80,DRjr-Gc7W,2
tch_20220828-070412_82,Perf_class_20220828-070412_82,AiL7-Uw3V,2
tch_20220828-070412_81,Perf_class_20220828-070412_81,ZvYr-F6f2,2
tch_20220828-070412_83,Perf_class_20220828-070412_83,3Rdw-t7hk,2
tch_20220828-070412_84,Perf_class_20220828-070412_84,Eq93-Hvhi,2
tch_20220828-070412_85,Perf_class_20220828-070412_85,RzYq-Aiti,2
tch_20220828-070412_86,Perf_class_20220828-070412_86,v2wo-wmKQ,2
tch_20220828-070412_87,Perf_class_20220828-070412_87,F673-yU6C,2
tch_20220828-070412_89,Perf_class_20220828-070412_89,Bz6t-fFBi,2
tch_20220828-070412_88,Perf_class_20220828-070412_88,Y98g-2fAY,2
tch_20220828-070412_90,Perf_class_20220828-070412_90,NBpQ-4mbi,2
tch_20220828-070412_91,Perf_class_20220828-070412_91,84H9-8aQC,2
tch_20220828-070412_92,Perf_class_20220828-070412_92,uJxr-a4y4,2
tch_20220828-070412_93,Perf_class_20220828-070412_93,k3Kx-vPsK,3
tch_20220828-070412_94,Perf_class_20220828-070412_94,dPjX-D8Zp,3
tch_20220828-070412_95,Perf_class_20220828-070412_95,4T2p-rMU3,3
tch_20220828-070412_96,Perf_class_20220828-070412_96,qdUQ-3ydC,3
tch_20220828-070412_97,Perf_class_20220828-070412_97,6aKJ-C3KV,3
tch_20220828-070412_98,Perf_class_20220828-070412_98,iHeR-Uzko,4
tch_20220828-070412_99,Perf_class_20220828-070412_99,DTWe-whCp,4
tch_20220828-070412_100,Perf_class_20220828-070412_100,R4RG-V6sP,4
tch_20220828-064852_1,Perf_class_20220828-064852_1,Hfhu-pVX4,0
tch_20220828-064852_2,Perf_class_20220828-064852_2,9MYd-M242,0
tch_20220828-064852_3,Perf_class_20220828-064852_3,6Yq4-e4J4,0
tch_20220828-064852_4,Perf_class_20220828-064852_4,dNvD-978w,0
tch_20220828-064852_5,Perf_class_20220828-064852_5,6akZ-tXxj,0
tch_20220828-064852_8,Perf_class_20220828-064852_8,U2jQ-9UeQ,0
tch_20220828-064852_9,Perf_class_20220828-064852_9,pJ7J-wp9f,0
tch_20220828-064852_10,Perf_class_20220828-064852_10,bAdr-8wZg,0
tch_20220828-064852_11,Perf_class_20220828-064852_11,jTaK-Wf7z,0
tch_20220828-064852_12,Perf_class_20220828-064852_12,VCvP-7HaK,0
tch_20220828-064852_13,Perf_class_20220828-064852_13,RGMk-qZLq,1
tch_20220828-064852_15,Perf_class_20220828-064852_15,Z87k-y28R,1
tch_20220828-064852_14,Perf_class_20220828-064852_14,4p3p-2oLW,1
tch_20220828-064852_16,Perf_class_20220828-064852_16,76od-nMuW,1
tch_20220828-064852_17,Perf_class_20220828-064852_17,rKEL-FyY6,1
tch_20220828-064852_18,Perf_class_20220828-064852_18,K42c-N48Z,1
tch_20220828-064852_19,Perf_class_20220828-064852_19,r7M8-ULX7,1
tch_20220828-064852_20,Perf_class_20220828-064852_20,t4s9-3EeQ,1
tch_20220828-064852_21,Perf_class_20220828-064852_21,j6T9-276Z,1
tch_20220828-064852_22,Perf_class_20220828-064852_22,HzRn-64g6,1
tch_20220828-064852_23,Perf_class_20220828-064852_23,W63v-pL86,2
tch_20220828-064852_24,Perf_class_20220828-064852_24,b8d7-CnZ3,2
tch_20220828-064852_25,Perf_class_20220828-064852_25,m3Jc-D3wq,2
tch_20220828-064852_26,Perf_class_20220828-064852_26,4LgJ-j9v3,2
tch_20220828-064852_27,Perf_class_20220828-064852_27,8f64-8TzF,2
tch_20220828-064852_28,Perf_class_20220828-064852_28,73Me-6g4K,2
tch_20220828-064852_29,Perf_class_20220828-064852_29,4FP2-4wUx,2
tch_20220828-064852_31,Perf_class_20220828-064852_31,CZLH-fAsX,2
tch_20220828-064852_30,Perf_class_20220828-064852_30,Jz9P-WTN6,2
tch_20220828-064852_33,Perf_class_20220828-064852_33,8xi7-J38Q,2
tch_20220828-064852_32,Perf_class_20220828-064852_32,feWL-t7DT,2
tch_20220828-064852_35,Perf_class_20220828-064852_35,2JU7-J6Hg,2
tch_20220828-064852_34,Perf_class_20220828-064852_34,YFpA-mqts,2
tch_20220828-064852_36,Perf_class_20220828-064852_36,XKAX-zr6p,2
tch_20220828-064852_37,Perf_class_20220828-064852_37,ygEH-Jir9,2
tch_20220828-064852_38,Perf_class_20220828-064852_38,JQFL-68UR,2
tch_20220828-064852_39,Perf_class_20220828-064852_39,pWe8-u6Jd,2
tch_20220828-064852_40,Perf_class_20220828-064852_40,4C74-wJFt,2
tch_20220828-064852_41,Perf_class_20220828-064852_41,nNHM-2Qsi,2
tch_20220828-064852_42,Perf_class_20220828-064852_42,4LTL-vjMK,2
tch_20220828-064852_43,Perf_class_20220828-064852_43,DwUr-4379,2
tch_20220828-064852_44,Perf_class_20220828-064852_44,6ZCg-74wA,2
tch_20220828-064852_45,Perf_class_20220828-064852_45,oguY-M39k,3
tch_20220828-064852_46,Perf_class_20220828-064852_46,9ZzE-jfed,3
tch_20220828-064852_47,Perf_class_20220828-064852_47,94N7-svV9,3
tch_20220828-064852_48,Perf_class_20220828-064852_48,ATVf-g4Qs,3
tch_20220828-064852_49,Perf_class_20220828-064852_49,J7xK-Qr24,3
tch_20220828-064852_50,Perf_class_20220828-064852_50,aw63-smHY,4
tch_20220828-064852_51,Perf_class_20220828-064852_51,T2tu-8fzK,4
tch_20220828-064852_52,Perf_class_20220828-064852_52,cp3P-V42s,4
tch_20220828-064852_53,Perf_class_20220828-064852_53,6R3J-LxXF,0
tch_20220828-064852_54,Perf_class_20220828-064852_54,gVXx-wi8i,0
tch_20220828-064852_55,Perf_class_20220828-064852_55,6CwR-9ms3,0
tch_20220828-064852_56,Perf_class_20220828-064852_56,7cDP-BAc8,0
tch_20220828-064852_57,Perf_class_20220828-064852_57,67u8-yDo4,0
tch_20220828-064852_58,Perf_class_20220828-064852_58,YaD6-udMp,0
tch_20220828-064852_59,Perf_class_20220828-064852_59,hyo2-7mNt,0
tch_20220828-064852_61,Perf_class_20220828-064852_61,3wWg-RGXi,0
tch_20220828-064852_60,Perf_class_20220828-064852_60,QNmc-kjV3,0
tch_20220828-064852_62,Perf_class_20220828-064852_62,oR6y-Hf2P,0
tch_20220828-064852_63,Perf_class_20220828-064852_63,FiCW-7u8b,1
tch_20220828-064852_64,Perf_class_20220828-064852_64,8Dns-KX82,1
tch_20220828-064852_65,Perf_class_20220828-064852_65,gNjh-8n32,1
tch_20220828-064852_66,Perf_class_20220828-064852_66,3o9j-cusm,1
tch_20220828-064852_67,Perf_class_20220828-064852_67,PL7e-7vC6,1
tch_20220828-064852_69,Perf_class_20220828-064852_69,hH3M-V4BN,1
tch_20220828-064852_68,Perf_class_20220828-064852_68,cL7H-hZEb,1
tch_20220828-064852_70,Perf_class_20220828-064852_70,dQsp-46f4,1
tch_20220828-064852_71,Perf_class_20220828-064852_71,VDpq-BdbQ,1
tch_20220828-064852_72,Perf_class_20220828-064852_72,q79p-723o,1
tch_20220828-064852_73,Perf_class_20220828-064852_73,6YUj-6Qbz,2
tch_20220828-064852_74,Perf_class_20220828-064852_74,963e-C82i,2
tch_20220828-064852_75,Perf_class_20220828-064852_75,Npye-XQBr,2
tch_20220828-064852_76,Perf_class_20220828-064852_76,kd7C-6D9k,2
tch_20220828-064852_77,Perf_class_20220828-064852_77,bfW9-wXKj,2
tch_20220828-064852_78,Perf_class_20220828-064852_78,nTi2-82z6,2
tch_20220828-064852_79,Perf_class_20220828-064852_79,ufL9-7Ptf,2
tch_20220828-064852_80,Perf_class_20220828-064852_80,i9Gz-uCF9,2
tch_20220828-064852_81,Perf_class_20220828-064852_81,jpyb-8dMH,2
tch_20220828-064852_82,Perf_class_20220828-064852_82,rpRZ-mRwB,2
tch_20220828-064852_83,Perf_class_20220828-064852_83,YteC-aUZX,2
tch_20220828-064852_84,Perf_class_20220828-064852_84,RF9m-xz94,2
tch_20220828-064852_85,Perf_class_20220828-064852_85,23AK-3ZN9,2
tch_20220828-064852_87,Perf_class_20220828-064852_87,TaJk-o2sn,2
tch_20220828-064852_86,Perf_class_20220828-064852_86,C63L-H9wG,2
tch_20220828-064852_89,Perf_class_20220828-064852_89,PDzM-Td6u,2
tch_20220828-064852_88,Perf_class_20220828-064852_88,n2vo-xGQp,2
tch_20220828-064852_90,Perf_class_20220828-064852_90,9Ytj-ZUMH,2
tch_20220828-064852_91,Perf_class_20220828-064852_91,zwhe-Yo6C,2
tch_20220828-064852_93,Perf_class_20220828-064852_93,6TPN-cf4v,2
tch_20220828-064852_92,Perf_class_20220828-064852_92,2NC7-EXhe,2
tch_20220828-064852_94,Perf_class_20220828-064852_94,RBZ6-h2b3,2
tch_20220828-064852_95,Perf_class_20220828-064852_95,6yER-6M2o,3
tch_20220828-064852_96,Perf_class_20220828-064852_96,jucD-M8Rg,3
tch_20220828-064852_97,Perf_class_20220828-064852_97,7PDB-ZQBG,3
tch_20220828-064852_98,Perf_class_20220828-064852_98,nWEs-cHmz,3
tch_20220828-064852_99,Perf_class_20220828-064852_99,hDm2-PUo3,3
tch_20220828-064852_100,Perf_class_20220828-064852_100,sWoY-W2B4,4
tch_20220828-051522_1,Perf_class_20220828-051522_1,JaRo-c98Q,4
tch_20220828-051522_2,Perf_class_20220828-051522_2,og89-Aq3X,4
tch_20220828-051522_4,Perf_class_20220828-051522_4,QmJY-GA46,0
tch_20220828-051522_3,Perf_class_20220828-051522_3,9N6v-2qZr,0
tch_20220828-051522_6,Perf_class_20220828-051522_6,8Vw7-Usp7,0
tch_20220828-051522_5,Perf_class_20220828-051522_5,4tzc-RwVe,0
tch_20220828-051522_8,Perf_class_20220828-051522_8,2taE-bUAK,0
tch_20220828-051522_7,Perf_class_20220828-051522_7,7nq4-AKht,0
tch_20220828-051522_9,Perf_class_20220828-051522_9,aeY7-AWpT,0
tch_20220828-051522_10,Perf_class_20220828-051522_10,L69s-At9a,0
tch_20220828-051522_11,Perf_class_20220828-051522_11,FtGe-v64A,0
tch_20220828-051522_12,Perf_class_20220828-051522_12,2Ue3-HQyX,0
tch_20220828-051522_13,Perf_class_20220828-051522_13,vaK2-y8Wn,1
tch_20220828-051522_14,Perf_class_20220828-051522_14,Bq4i-qogV,1
tch_20220828-051522_15,Perf_class_20220828-051522_15,3Y7M-m7tZ,1
tch_20220828-051522_16,Perf_class_20220828-051522_16,4LQD-rjcP,1
tch_20220828-051522_17,Perf_class_20220828-051522_17,dkJM-a6pL,1
tch_20220828-051522_18,Perf_class_20220828-051522_18,UCQD-MqV3,1
tch_20220828-051522_19,Perf_class_20220828-051522_19,EaoG-F9hc,1
tch_20220828-051522_20,Perf_class_20220828-051522_20,xyV9-D8zj,1
tch_20220828-051522_21,Perf_class_20220828-051522_21,2cPq-N2HY,1
tch_20220828-051522_22,Perf_class_20220828-051522_22,v23d-pjbZ,1
tch_20220828-051522_23,Perf_class_20220828-051522_23,Uv84-EfCW,2
tch_20220828-051522_24,Perf_class_20220828-051522_24,YzLp-NnX2,2
tch_20220828-051522_25,Perf_class_20220828-051522_25,hzaM-N63p,2
tch_20220828-051522_26,Perf_class_20220828-051522_26,4thn-YF48,2
tch_20220828-051522_27,Perf_class_20220828-051522_27,p8hE-9r32,2
tch_20220828-051522_28,Perf_class_20220828-051522_28,7rvQ-4giC,2
tch_20220828-051522_29,Perf_class_20220828-051522_29,arD7-jDy4,2
tch_20220828-051522_30,Perf_class_20220828-051522_30,Ua3M-36Cc,2
tch_20220828-051522_31,Perf_class_20220828-051522_31,gAb9-x434,2
tch_20220828-051522_32,Perf_class_20220828-051522_32,p6Gy-kcR7,2
tch_20220828-051522_33,Perf_class_20220828-051522_33,pMRL-8tAG,2
tch_20220828-051522_34,Perf_class_20220828-051522_34,arHt-o9Ad,2
tch_20220828-051522_36,Perf_class_20220828-051522_36,igoc-YtNk,2
tch_20220828-051522_35,Perf_class_20220828-051522_35,F29Q-Z737,2
tch_20220828-051522_37,Perf_class_20220828-051522_37,QwWZ-o6vq,2
tch_20220828-051522_38,Perf_class_20220828-051522_38,7NQf-gr46,2
tch_20220828-051522_39,Perf_class_20220828-051522_39,2kGx-oYxF,2
tch_20220828-051522_40,Perf_class_20220828-051522_40,xpRW-4fnZ,2
tch_20220828-051522_41,Perf_class_20220828-051522_41,4H49-3ta6,2
tch_20220828-051522_42,Perf_class_20220828-051522_42,n89P-kxXv,2
tch_20220828-051522_43,Perf_class_20220828-051522_43,N8PR-KPAr,2
tch_20220828-051522_44,Perf_class_20220828-051522_44,7LJ3-q3Vz,2
tch_20220828-051522_45,Perf_class_20220828-051522_45,tc46-GX69,3
tch_20220828-051522_46,Perf_class_20220828-051522_46,7dvR-s7Yd,3
tch_20220828-051522_47,Perf_class_20220828-051522_47,6L2b-vQ4a,3
tch_20220828-051522_48,Perf_class_20220828-051522_48,UMF7-CMbc,3
tch_20220828-051522_49,Perf_class_20220828-051522_49,8rZ4-doj4,3
tch_20220828-051522_50,Perf_class_20220828-051522_50,w9ad-g4MK,4
tch_20220828-051522_51,Perf_class_20220828-051522_51,avZ6-M8Hm,4
tch_20220828-051522_52,Perf_class_20220828-051522_52,V8n8-YCRf,4
tch_20220828-051522_53,Perf_class_20220828-051522_53,b2Km-J7cY,0
tch_20220828-051522_54,Perf_class_20220828-051522_54,8G3X-6iWw,0
tch_20220828-051522_55,Perf_class_20220828-051522_55,m6KC-s7YP,0
tch_20220828-051522_57,Perf_class_20220828-051522_57,YHPo-x4Ew,0
tch_20220828-051522_56,Perf_class_20220828-051522_56,LFcF-8N7T,0
tch_20220828-051522_58,Perf_class_20220828-051522_58,7NWF-sNZR,0
tch_20220828-051522_60,Perf_class_20220828-051522_60,YREi-694L,0
tch_20220828-051522_59,Perf_class_20220828-051522_59,QyhF-souZ,0
tch_20220828-051522_61,Perf_class_20220828-051522_61,8B3N-3y4D,0
tch_20220828-051522_62,Perf_class_20220828-051522_62,C923-Dfro,0
tch_20220828-051522_63,Perf_class_20220828-051522_63,HG8h-9VdE,1
tch_20220828-051522_64,Perf_class_20220828-051522_64,oZDN-QvTh,1
tch_20220828-051522_65,Perf_class_20220828-051522_65,8s3x-h9rg,1
tch_20220828-051522_66,Perf_class_20220828-051522_66,Qyco-Mm2b,1
tch_20220828-051522_67,Perf_class_20220828-051522_67,jRm8-n2v6,1
tch_20220828-051522_68,Perf_class_20220828-051522_68,UVw2-Bc64,1
tch_20220828-051522_69,Perf_class_20220828-051522_69,3noV-4Zaj,1
tch_20220828-051522_70,Perf_class_20220828-051522_70,4uBw-z6VQ,1
tch_20220828-051522_71,Perf_class_20220828-051522_71,c2ae-6w3w,1
tch_20220828-051522_72,Perf_class_20220828-051522_72,4Li7-82K8,1
tch_20220828-051522_73,Perf_class_20220828-051522_73,r4N7-fEu2,2
tch_20220828-051522_74,Perf_class_20220828-051522_74,8hd7-aZWE,2
tch_20220828-051522_75,Perf_class_20220828-051522_75,fR4W-8e32,2
tch_20220828-051522_76,Perf_class_20220828-051522_76,dh8T-Jq9Q,2
tch_20220828-051522_77,Perf_class_20220828-051522_77,PW3H-y4bJ,2
tch_20220828-051522_78,Perf_class_20220828-051522_78,vhti-84XD,2
tch_20220828-051522_79,Perf_class_20220828-051522_79,Wjtj-8nXk,2
tch_20220828-051522_80,Perf_class_20220828-051522_80,48LG-4KDR,2
tch_20220828-051522_81,Perf_class_20220828-051522_81,t2qC-srg4,2
tch_20220828-051522_83,Perf_class_20220828-051522_83,HqVZ-D3TC,2
tch_20220828-051522_82,Perf_class_20220828-051522_82,Ej9N-UsFw,2
tch_20220828-051522_84,Perf_class_20220828-051522_84,gHnA-426Y,2
tch_20220828-051522_85,Perf_class_20220828-051522_85,vC93-84K2,2
tch_20220828-051522_86,Perf_class_20220828-051522_86,UVrY-xUE7,2
tch_20220828-051522_87,Perf_class_20220828-051522_87,o3A8-iped,2
tch_20220828-051522_89,Perf_class_20220828-051522_89,y62j-3md2,2
tch_20220828-051522_88,Perf_class_20220828-051522_88,QYsH-F3oQ,2
tch_20220828-051522_90,Perf_class_20220828-051522_90,xd32-4P8u,2
tch_20220828-051522_91,Perf_class_20220828-051522_91,ixw3-98G9,2
tch_20220828-051522_93,Perf_class_20220828-051522_93,E432-psrp,2
tch_20220828-051522_92,Perf_class_20220828-051522_92,4ckp-n8u2,2
tch_20220828-051522_94,Perf_class_20220828-051522_94,zmPF-YrD4,2
tch_20220828-051522_95,Perf_class_20220828-051522_95,MwhP-Kuy9,3
tch_20220828-051522_96,Perf_class_20220828-051522_96,VRZe-9L7L,3
tch_20220828-051522_97,Perf_class_20220828-051522_97,b42Z-dsY6,3
tch_20220828-051522_98,Perf_class_20220828-051522_98,ZDNs-z2r3,3
tch_20220828-051522_99,Perf_class_20220828-051522_99,BcRd-KgtL,3
tch_20220828-051522_100,Perf_class_20220828-051522_100,fPmR-TuFj,4
tch_20220828-050243_1,Perf_class_20220828-050243_1,mLi2-Pg76,4
tch_20220828-050243_2,Perf_class_20220828-050243_2,zp79-fPn4,4
tch_20220828-050243_3,Perf_class_20220828-050243_3,xXKZ-A8hj,0
tch_20220828-050243_4,Perf_class_20220828-050243_4,pBwg-3kDi,0
tch_20220828-050243_5,Perf_class_20220828-050243_5,M9TM-tpKs,0
tch_20220828-050243_6,Perf_class_20220828-050243_6,8Hcj-923X,0
tch_20220828-050243_7,Perf_class_20220828-050243_7,qUYa-374n,0
tch_20220828-050243_8,Perf_class_20220828-050243_8,49yk-CkL6,0
tch_20220828-050243_10,Perf_class_20220828-050243_10,ynUi-9GAG,0
tch_20220828-050243_9,Perf_class_20220828-050243_9,bFKu-LYsZ,0
tch_20220828-050243_11,Perf_class_20220828-050243_11,i9Qw-Khf2,0
tch_20220828-050243_12,Perf_class_20220828-050243_12,4TMi-MKs8,0
tch_20220828-050243_13,Perf_class_20220828-050243_13,6tVv-d63T,1
tch_20220828-050243_15,Perf_class_20220828-050243_15,t3Yf-Couh,1
tch_20220828-050243_14,Perf_class_20220828-050243_14,2g7w-sZBY,1
tch_20220828-050243_16,Perf_class_20220828-050243_16,X4xH-eD8j,1
tch_20220828-050243_17,Perf_class_20220828-050243_17,cdX8-bjWR,1
tch_20220828-050243_18,Perf_class_20220828-050243_18,fh8f-edRz,1
tch_20220828-050243_19,Perf_class_20220828-050243_19,8QRk-T78B,1
tch_20220828-050243_20,Perf_class_20220828-050243_20,26oL-tu2Z,1
tch_20220828-050243_22,Perf_class_20220828-050243_22,unik-jd4U,1
tch_20220828-050243_21,Perf_class_20220828-050243_21,YK84-W9iD,1
tch_20220828-050243_23,Perf_class_20220828-050243_23,Zx8e-Pgaq,2
tch_20220828-050243_24,Perf_class_20220828-050243_24,rUZp-YhBo,2
tch_20220828-050243_25,Perf_class_20220828-050243_25,347G-xUN2,2
tch_20220828-050243_26,Perf_class_20220828-050243_26,Gj9N-UxjU,2
tch_20220828-050243_27,Perf_class_20220828-050243_27,7Pn6-uPFu,2
tch_20220828-050243_29,Perf_class_20220828-050243_29,zULP-qKyv,2
tch_20220828-050243_28,Perf_class_20220828-050243_28,9Cv2-84E6,2
tch_20220828-050243_30,Perf_class_20220828-050243_30,8CFh-8j4N,2
tch_20220828-050243_31,Perf_class_20220828-050243_31,jXTH-mN84,2
tch_20220828-050243_32,Perf_class_20220828-050243_32,7Yv2-n6kH,2
tch_20220828-050243_33,Perf_class_20220828-050243_33,34m6-HEb4,2
tch_20220828-050243_34,Perf_class_20220828-050243_34,LDzp-fMGw,2
tch_20220828-050243_35,Perf_class_20220828-050243_35,KyHm-nC8w,2
tch_20220828-050243_36,Perf_class_20220828-050243_36,fmTY-W469,2
tch_20220828-050243_37,Perf_class_20220828-050243_37,Tk4A-9bny,2
tch_20220828-050243_38,Perf_class_20220828-050243_38,wA2b-Dt2q,2
tch_20220828-050243_39,Perf_class_20220828-050243_39,asZ3-T262,2
tch_20220828-050243_40,Perf_class_20220828-050243_40,FNJx-n32P,2
tch_20220828-050243_41,Perf_class_20220828-050243_41,Y9az-gcqz,2
tch_20220828-050243_42,Perf_class_20220828-050243_42,eq32-kNEY,2
tch_20220828-050243_43,Perf_class_20220828-050243_43,jC6z-7dH7,2
tch_20220828-050243_44,Perf_class_20220828-050243_44,xh96-jFzp,2
tch_20220828-050243_45,Perf_class_20220828-050243_45,6Ye3-PyB6,3
tch_20220828-050243_46,Perf_class_20220828-050243_46,LeTh-6Fma,3
tch_20220828-050243_47,Perf_class_20220828-050243_47,QLZM-oe2a,3
tch_20220828-050243_48,Perf_class_20220828-050243_48,DAU3-6GA6,3
tch_20220828-050243_49,Perf_class_20220828-050243_49,7H9j-MH83,3
tch_20220828-050243_51,Perf_class_20220828-050243_51,4GWk-8N2K,4
tch_20220828-050243_50,Perf_class_20220828-050243_50,RxAR-Qb2f,4
tch_20220828-050243_52,Perf_class_20220828-050243_52,9u4X-Wjy2,4
tch_20220828-050243_53,Perf_class_20220828-050243_53,Uy4G-RnRW,0
tch_20220828-050243_54,Perf_class_20220828-050243_54,6pft-GdDt,0
tch_20220828-050243_55,Perf_class_20220828-050243_55,8HZD-4xZG,0
tch_20220828-050243_56,Perf_class_20220828-050243_56,7Fux-tj83,0
tch_20220828-050243_57,Perf_class_20220828-050243_57,mT3J-BDb8,0
tch_20220828-050243_58,Perf_class_20220828-050243_58,4XHp-JKa2,0
tch_20220828-050243_60,Perf_class_20220828-050243_60,wY4V-97U3,0
tch_20220828-050243_59,Perf_class_20220828-050243_59,NWrU-YKwa,0
tch_20220828-050243_61,Perf_class_20220828-050243_61,Mq7i-BcrZ,0
tch_20220828-050243_62,Perf_class_20220828-050243_62,WvYa-Ji4n,0
tch_20220828-050243_63,Perf_class_20220828-050243_63,vXM2-qMnP,1
tch_20220828-050243_64,Perf_class_20220828-050243_64,6prK-fChp,1
tch_20220828-050243_65,Perf_class_20220828-050243_65,7cka-qeL8,1
tch_20220828-050243_66,Perf_class_20220828-050243_66,29u6-VWTU,1
tch_20220828-050243_67,Perf_class_20220828-050243_67,7zTM-8673,1
tch_20220828-050243_68,Perf_class_20220828-050243_68,Tnfj-343D,1
tch_20220828-050243_69,Perf_class_20220828-050243_69,kzN7-yroE,1
tch_20220828-050243_70,Perf_class_20220828-050243_70,jJ7F-pXK9,1
tch_20220828-050243_71,Perf_class_20220828-050243_71,LaGx-zDB7,1
tch_20220828-050243_73,Perf_class_20220828-050243_73,8d4P-BnzH,1
tch_20220828-050243_72,Perf_class_20220828-050243_72,yAcD-wBcA,2
tch_20220828-050243_74,Perf_class_20220828-050243_74,Vj4a-kfpC,2
tch_20220828-050243_75,Perf_class_20220828-050243_75,UB4x-UnmX,2
tch_20220828-050243_76,Perf_class_20220828-050243_76,Qx3F-B3vK,2
tch_20220828-050243_77,Perf_class_20220828-050243_77,vPqj-uKmc,2
tch_20220828-050243_78,Perf_class_20220828-050243_78,A6ts-o4az,2
tch_20220828-050243_79,Perf_class_20220828-050243_79,9WZ9-8L7Z,2
tch_20220828-050243_80,Perf_class_20220828-050243_80,oj6x-mgLq,2
tch_20220828-050243_81,Perf_class_20220828-050243_81,GZ9n-6qFq,2
tch_20220828-050243_82,Perf_class_20220828-050243_82,gTWm-Xuv9,2
tch_20220828-050243_83,Perf_class_20220828-050243_83,WrbU-wKJF,2
tch_20220828-050243_84,Perf_class_20220828-050243_84,eYUs-iXfD,2
tch_20220828-050243_85,Perf_class_20220828-050243_85,RZKZ-k73u,2
tch_20220828-050243_86,Perf_class_20220828-050243_86,za9t-TU8a,2
tch_20220828-050243_87,Perf_class_20220828-050243_87,T6L7-KW3Z,2
tch_20220828-050243_88,Perf_class_20220828-050243_88,h79C-w2G9,2
tch_20220828-050243_89,Perf_class_20220828-050243_89,fnki-JnaC,2
tch_20220828-050243_90,Perf_class_20220828-050243_90,8Qw9-z9G3,2
tch_20220828-050243_91,Perf_class_20220828-050243_91,7fD7-ZT68,2
tch_20220828-050243_92,Perf_class_20220828-050243_92,qW3Y-2M2f,2
tch_20220828-050243_93,Perf_class_20220828-050243_93,b3Q8-c73H,2
tch_20220828-050243_94,Perf_class_20220828-050243_94,u3P4-7H2b,2
tch_20220828-050243_95,Perf_class_20220828-050243_95,k3Y7-6B2z,3
tch_20220828-050243_96,Perf_class_20220828-050243_96,A923-z7HL,3
tch_20220828-050243_98,Perf_class_20220828-050243_98,A24m-YfyK,3
tch_20220828-050243_97,Perf_class_20220828-050243_97,rd87-M36Y,3
tch_20220828-050243_99,Perf_class_20220828-050243_99,8mpZ-TV7w,3
tch_20220828-050243_100,Perf_class_20220828-050243_100,Lt4z-vM62,4
tch_20220828-045049_1,Perf_class_20220828-045049_1,6c3i-BzqC,4
tch_20220828-045049_2,Perf_class_20220828-045049_2,6qFp-md34,4
tch_20220828-045049_3,Perf_class_20220828-045049_3,LiZW-yTpK,0
tch_20220828-045049_4,Perf_class_20220828-045049_4,qEvH-G698,0
tch_20220828-045049_5,Perf_class_20220828-045049_5,vpUJ-gxA6,0
tch_20220828-045049_6,Perf_class_20220828-045049_6,M6Co-bHiW,0
tch_20220828-045049_7,Perf_class_20220828-045049_7,RaBq-W2u3,0
tch_20220828-045049_8,Perf_class_20220828-045049_8,hE4z-7H8D,0
tch_20220828-045049_9,Perf_class_20220828-045049_9,Y6zt-Xazo,0
tch_20220828-045049_10,Perf_class_20220828-045049_10,Ukd4-36Wj,0
tch_20220828-045049_11,Perf_class_20220828-045049_11,k327-wuTB,0
tch_20220828-045049_12,Perf_class_20220828-045049_12,wfj7-9ygX,0
tch_20220828-045049_13,Perf_class_20220828-045049_13,fKoa-BPCs,1
tch_20220828-045049_14,Perf_class_20220828-045049_14,U98q-Hc8o,1
tch_20220828-045049_15,Perf_class_20220828-045049_15,ueF8-eF3B,1
tch_20220828-045049_16,Perf_class_20220828-045049_16,C4h2-fnpb,1
tch_20220828-045049_18,Perf_class_20220828-045049_18,zVsf-LzHP,1
tch_20220828-045049_17,Perf_class_20220828-045049_17,vpBF-47DC,1
tch_20220828-045049_19,Perf_class_20220828-045049_19,aDoX-ZhZk,1
tch_20220828-045049_20,Perf_class_20220828-045049_20,7Tof-EHRg,1
tch_20220828-045049_21,Perf_class_20220828-045049_21,Wyxy-93o4,1
tch_20220828-045049_22,Perf_class_20220828-045049_22,RrXt-xY9T,1
tch_20220828-045049_23,Perf_class_20220828-045049_23,FRhy-vZ4v,2
tch_20220828-045049_24,Perf_class_20220828-045049_24,J6KC-9B8r,2
tch_20220828-045049_25,Perf_class_20220828-045049_25,8uC2-RrgC,2
tch_20220828-045049_26,Perf_class_20220828-045049_26,QR83-r8A4,2
tch_20220828-045049_27,Perf_class_20220828-045049_27,hB4y-CQUq,2
tch_20220828-045049_28,Perf_class_20220828-045049_28,pqVU-GTrm,2
tch_20220828-045049_29,Perf_class_20220828-045049_29,ozec-9W63,2
tch_20220828-045049_30,Perf_class_20220828-045049_30,PLuB-9Y97,2
tch_20220828-045049_31,Perf_class_20220828-045049_31,9gJo-86V8,2
tch_20220828-045049_32,Perf_class_20220828-045049_32,37Eh-c326,2
tch_20220828-045049_33,Perf_class_20220828-045049_33,832A-94Xe,2
tch_20220828-045049_34,Perf_class_20220828-045049_34,VXoY-ZWDo,2
tch_20220828-045049_35,Perf_class_20220828-045049_35,mko3-Ttjr,2
tch_20220828-045049_36,Perf_class_20220828-045049_36,m9n6-MGu2,2
tch_20220828-045049_38,Perf_class_20220828-045049_38,pv34-KB2M,2
tch_20220828-045049_37,Perf_class_20220828-045049_37,hVkU-29K4,2
tch_20220828-045049_39,Perf_class_20220828-045049_39,A938-KP6k,2
tch_20220828-045049_40,Perf_class_20220828-045049_40,uky9-nX68,2
