tchextuserid,studentuserid1,stdextuserid,classcode
tch_20220803-140944_71,db842559-b9e7-4b69-8980-46925b4b60b5,std_1659631202711_371,QvPg-47HE
tch_20220803-140944_74,c1d03a42-045e-48d5-a8ea-ae8bb085d88b,std_1659631208741_374,uPfJ-Kq8Y
tch_20220803-140944_80,add64673-190f-4d11-bd72-e519bb9a51e5,std_1659631215198_380,Ehc8-9URY
tch_20220803-140944_77,f75ccfbd-6cee-4bd6-8b7a-73983abc4546,std_1659631213019_377,bDwe-v37N
tch_20220803-140944_75,3bb93c00-a0e7-41f3-b305-4e9e0fbb3672,std_1659631221754_375,3872-89TF
tch_20220803-140944_73,f4bf703c-a02d-4b1d-956d-95baa54e7b9d,std_1659631221528_373,W2rs-LuiM
tch_20220803-140944_78,c643df16-88c8-4a89-9b89-33164ba76588,std_1659631224042_378,G47Y-2y9z
tch_20220803-140944_76,b67c8050-67a7-48b6-a530-fd1b807a83fd,std_1659631227492_376,Xwk7-mhJp
tch_20220803-140944_81,8267cc3a-bfc1-4722-91a6-5c9ffbd5bfd2,std_1659631225204_381,TmyU-dRq2
tch_20220803-140944_79,6217b6c0-7bb9-470d-83ea-feb93f028daf,std_1659631229905_379,df26-Ui8v
tch_20220803-140944_72,e5455ee4-0b6a-421c-97e2-70e598b20c38,std_1659631230324_372,YPkX-iGYL
tch_20220803-140944_82,6cdd398c-8f28-418a-b01b-0a68168e62ed,std_1659631235208_382,3r4y-o8cL
tch_20220803-140944_74,9f21269b-fe33-4c63-aefc-db406db83cc7,std_1659631235696_374,uPfJ-Kq8Y
tch_20220803-140944_80,a2078ad3-0107-42a1-9a48-3e85f9f21ced,std_1659631239057_380,Ehc8-9URY
tch_20220803-140944_77,7fe273c0-8572-42d8-a89b-670bf36b88c3,std_1659631240927_377,bDwe-v37N
tch_20220803-140944_76,3d1eff80-ffaf-42bf-8e11-76908f979a52,std_1659631250557_376,Xwk7-mhJp
tch_20220803-140944_83,4acf6436-a491-43ca-8bf2-0ffc26b9bd89,std_1659631245214_383,n36t-Hcoe
tch_20220803-140944_75,d19e1ba5-93ac-472b-8095-ff32674a8dee,std_1659631249635_375,3872-89TF
tch_20220803-140944_78,c298447a-23ba-4eca-9569-9331e16483ca,std_1659631250498_378,G47Y-2y9z
tch_20220803-140944_81,b732ecdb-9a1a-4008-b9a1-379dc6823be2,std_1659631254141_381,TmyU-dRq2
tch_20220803-140944_79,7f50a349-e7ce-4753-92ed-31c2a50195a9,std_1659631255773_379,df26-Ui8v
tch_20220803-140944_84,f934742e-e327-44c1-9bb7-1bf8c0ba3c5b,std_1659631255219_384,6QG6-h9Zs
tch_20220803-140944_82,ecb65fbd-6c58-49a0-91c2-51849ed43f38,std_1659631260891_382,3r4y-o8cL
tch_20220803-140944_77,099f336a-30f9-479b-a0e0-a535c50c9ec3,std_1659631268954_377,bDwe-v37N
tch_20220803-140944_80,67adfdd3-4c2f-45e4-b13f-88c513480f53,std_1659631266730_380,Ehc8-9URY
tch_20220803-140944_85,d8ec81f7-adbd-4fbb-b4bd-468d24c7e29a,std_1659631265224_385,XY2H-qH4U
tch_20220803-140944_78,5b6325cb-1c7f-4cc3-a166-6e05f75a1516,std_1659631278985_378,G47Y-2y9z
tch_20220803-140944_86,ae953f52-c12b-49d7-80d7-d2884245e57c,std_1659631275230_386,CjJu-CctL
tch_20220803-140944_83,bca984ee-1e62-4d5d-926f-5a85057f1abf,std_1659631275479_383,n36t-Hcoe
tch_20220803-140944_79,527d741b-1132-46aa-af8e-3416e631248d,std_1659631281777_379,df26-Ui8v
tch_20220803-140944_84,3c6cc8b7-7a66-4381-87fe-92d6a131426f,std_1659631282740_384,6QG6-h9Zs
tch_20220803-140944_81,ace3036f-3df2-4177-8dc7-949241ca821a,std_1659631279974_381,TmyU-dRq2
tch_20220803-140944_87,f3d95463-733d-4a2c-9dee-922d363f90a1,std_1659631285234_387,2cPv-hNL8
tch_20220803-140944_82,75670f72-89ee-48d3-9545-7654c82a7ac6,std_1659631288679_382,3r4y-o8cL
tch_20220803-140944_88,e06810d5-5221-400f-acf6-b2e89275e039,std_1659631295240_388,JQEN-8g6E
tch_20220803-140944_80,9602cc1c-0e49-4259-9f30-86f3633fccec,std_1659631294637_380,Ehc8-9URY
tch_20220803-140944_85,e3599615-c5d4-4fdb-b47e-e77f7cb9c2ff,std_1659631296478_385,XY2H-qH4U
tch_20220803-140944_86,29f2d222-f868-4688-a7e5-ae1fb37e6dca,std_1659631302678_386,CjJu-CctL
tch_20220803-140944_89,cd385c9a-5569-438f-8068-60e0970e487c,std_1659631305246_389,YaMX-oLwq
tch_20220803-140944_84,40e1afc6-7471-4ecd-9535-9d3ea9e50943,std_1659631308819_384,6QG6-h9Zs
tch_20220803-140944_83,beead745-f90e-4a11-893b-fb7b4e56d391,std_1659631305366_383,n36t-Hcoe
tch_20220803-140944_81,dfad3718-e9d2-48d3-a368-e510efce7f46,std_1659631309760_381,TmyU-dRq2
tch_20220803-140944_88,f3d5ad69-3633-49c7-a2f3-9e3e283b53e3,std_1659631317763_388,JQEN-8g6E
tch_20220803-140944_87,607b9bb7-0c84-480a-bd6c-e46ed43ba2b2,std_1659631313885_387,2cPv-hNL8
tch_20220803-140944_82,4d2da0e4-67f8-419b-8f1e-379e76eacb57,std_1659631314942_382,3r4y-o8cL
tch_20220803-140944_90,d77b9152-84cb-4cc0-884f-7d35558200c8,std_1659631315250_390,B789-cgA8
tch_20220803-140944_91,1124022b-b487-4b6d-96c5-a01cd0f92134,std_1659631325255_391,x2MN-2v24
tch_20220803-140944_89,cd54c73a-94f6-4311-8902-d980fa1a311c,std_1659631330596_389,YaMX-oLwq
tch_20220803-140944_85,64c832dc-bcd3-4d86-b9eb-2a60d9a795f2,std_1659631325895_385,XY2H-qH4U
tch_20220803-140944_86,e073d0fb-dae5-4d70-a7d2-050002d6974a,std_1659631329405_386,CjJu-CctL
tch_20220803-140944_84,e2d835dd-b450-4f0f-a0d4-1ee7230923e9,std_1659631332906_384,6QG6-h9Zs
tch_20220803-140944_83,ec4add5b-90f5-4fca-94ac-db725b0c1cb3,std_1659631333268_383,n36t-Hcoe
tch_20220803-140944_92,38edb89f-f6cc-4224-a690-7b71b726bce8,std_1659631335261_392,uLk6-vcTE
tch_20220803-140944_93,74b9219b-3c17-4442-aec4-0fec6f07e3c6,std_1659631345266_393,aG68-x48A
tch_20220803-140944_90,af3db99e-a166-424e-9a8a-d3d9073d9d88,std_1659631343116_390,B789-cgA8
tch_20220803-140944_88,de43ac31-3cc4-4b62-a55c-7e3286fe1150,std_1659631341009_388,JQEN-8g6E
tch_20220803-140944_87,a926f102-6ef6-43f6-abbf-9336c263e42f,std_1659631341124_387,2cPv-hNL8
tch_20220803-140944_85,408a1a95-4bc1-4634-84a5-f256392e876f,std_1659631355117_385,XY2H-qH4U
tch_20220803-140944_94,ef8e11bd-57f7-47cf-b2bb-90e68565e24f,std_1659631355272_394,4xGK-y3oj
tch_20220803-140944_91,a9b9d808-0a5e-45e6-adef-231ea38e8d1c,std_1659631351147_391,x2MN-2v24
tch_20220803-140944_89,7de205ef-4913-4bd6-91d0-9f072181f54a,std_1659631354432_389,YaMX-oLwq
tch_20220803-140944_86,317f40bf-a47c-4f53-916f-bd6f3c772f3d,std_1659631359862_386,CjJu-CctL
tch_20220803-140944_92,5b34da49-8df8-4be8-8e49-3ae62aed0987,std_1659631361597_392,uLk6-vcTE
tch_20220803-140944_93,c68a2042-cbcd-4a43-a6db-f9c1dca824aa,std_1659631368047_393,aG68-x48A
tch_20220803-140944_95,e43bd5d1-08eb-4ce1-8063-a21d4efec119,std_1659631365278_395,7R8n-sXA9
tch_20220803-140944_90,55af250b-cdf8-4fd0-977e-8e33cb640c9a,std_1659631368791_390,B789-cgA8
tch_20220803-140944_88,28c4f6ee-b002-4304-9fa9-925f6a8d2a61,std_1659631369793_388,JQEN-8g6E
tch_20220803-140944_87,25dfc0c2-9815-4145-8e3c-9c11007b1b37,std_1659631370415_387,2cPv-hNL8
tch_20220803-140944_96,9ed73ae2-775b-445b-94ed-05da971eadfd,std_1659631375283_396,K9D7-QFZX
tch_20220803-140944_89,13447b0e-79da-4261-b21e-33d0e37b1a32,std_1659631381448_389,YaMX-oLwq
tch_20220803-140944_91,7db02a88-e79b-4431-80d5-ac91954a94f9,std_1659631380839_391,x2MN-2v24
tch_20220803-140944_94,e80a8702-e1ee-45db-97dc-1b486c79306f,std_1659631380275_394,4xGK-y3oj
tch_20220803-140944_92,67f90847-4415-4ed4-8e12-34a14ffb8b23,std_1659631387906_392,uLk6-vcTE
tch_20220803-140944_97,9cc75b4b-fb1c-446e-b952-7f77722e7012,std_1659631385288_397,hbHV-hETK
tch_20220803-140944_93,a5dd5b01-7159-4942-8726-55168a79dcdf,std_1659631389866_393,aG68-x48A
tch_20220803-140944_95,97da5c12-5b12-47f3-9752-ea76db13c5eb,std_1659631394471_395,7R8n-sXA9
tch_20220803-140944_98,b83f31ce-66ed-4b3d-9a9b-ca00bd82de0d,std_1659631395294_398,24it-Er2K
tch_20220803-140944_90,83157b91-5644-409a-acfd-3b0d59db707a,std_1659631394636_390,B789-cgA8
tch_20220803-140944_96,73afb624-d007-4ae9-af79-60f81bec2571,std_1659631402269_396,K9D7-QFZX
tch_20220803-140944_99,d89a0ff2-56cb-4e30-86b6-040a4cd28f1f,std_1659631405298_399,xewD-9AeE
tch_20220803-140944_91,015b54d5-9bd1-46da-915a-91772e76b0e5,std_1659631407595_391,x2MN-2v24
tch_20220803-140944_94,768da9f6-2fea-4154-a419-4b39969f0e76,std_1659631409306_394,4xGK-y3oj
tch_20220803-140944_92,fe49844b-e7c1-4843-84ac-584711df4176,std_1659631413136_392,uLk6-vcTE
tch_20220803-140944_97,65a0e060-db64-4533-8ac4-d89f78998e57,std_1659631413602_397,hbHV-hETK
tch_20220803-140944_93,dcc8a4ce-3d62-466d-928b-18a6414c252e,std_1659631418576_393,aG68-x48A
tch_20220803-140944_100,2e935519-556d-4897-a72a-037a3a89ab1b,std_1659631415716_400,mwK4-FQxH
tch_20220803-140944_95,06f2876c-099c-431c-95f9-c5137fff5a78,std_1659631423530_395,7R8n-sXA9
tch_20220803-140944_98,aff4db41-115f-44a5-9a22-3564aa057a19,std_1659631423739_398,24it-Er2K
tch_20220804-124140_1,d2e8af80-4367-4eb5-97ce-396f037a0e3f,std_1659631425721_401,8Y2f-2AVU
tch_20220803-140944_99,b9331740-83cb-4818-860b-d7e24a7614f5,std_1659631430300_399,xewD-9AeE
tch_20220803-140944_96,6efe57da-6f31-4834-a9e8-43a132dcdecf,std_1659631428511_396,K9D7-QFZX
tch_20220804-124140_2,250dd792-d646-4225-b385-1e1e1acdb775,std_1659631435727_402,ZhuY-4FnR
tch_20220803-140944_94,9b775a0c-7ffb-43b9-8cc7-4c16026c1331,std_1659631438941_394,4xGK-y3oj
tch_20220803-140944_97,b9abf083-4856-40d5-b12b-8307517cb6ae,std_1659631441553_397,hbHV-hETK
tch_20220803-140944_100,2d5b162e-c73a-4b5f-a96b-2b5126852e7c,std_1659631446029_400,mwK4-FQxH
tch_20220803-140944_98,64aebab1-0b7e-4faf-bdd8-9e21edb90f9d,std_1659631450725_398,24it-Er2K
tch_20220804-124140_3,5d75188f-6b18-4b25-b12f-0542bbd62520,std_1659631445732_403,vVCt-BYEt
tch_20220803-140944_95,dbce360d-ee51-4442-a175-5c0bdc1179b2,std_1659631450451_395,7R8n-sXA9
tch_20220804-124140_1,56719b65-1ae9-4490-b6fa-6ef4b181771f,std_1659631452680_401,8Y2f-2AVU
tch_20220804-124140_4,ace5823a-438d-4914-879f-c30ec4620f7f,std_1659631455737_404,Ufx3-jnKH
tch_20220803-140944_96,83007996-3d94-4f6a-8511-fa1ee72271c1,std_1659631455415_396,K9D7-QFZX
tch_20220803-140944_99,97ed4394-5583-4d17-83f0-08efe6c066ea,std_1659631455088_399,xewD-9AeE
tch_20220804-124140_2,677d5ed8-e09b-4bf5-bb97-b2bbceb8e471,std_1659631462683_402,ZhuY-4FnR
tch_20220804-124140_5,a241001c-129d-4a49-a9a0-d617203c85ee,std_1659631465743_405,Zgn3-cRQ8
tch_20220803-140944_97,f5f204b3-2ef2-434e-bf0b-0cb01bd12ee8,std_1659631469088_397,hbHV-hETK
tch_20220803-140944_100,1b015eca-711f-42bb-8e1c-7f29ab001404,std_1659631472628_400,mwK4-FQxH
tch_20220804-124140_3,f29ff88d-a7a9-44ef-91a0-c308e42ac26d,std_1659631473967_403,vVCt-BYEt
tch_20220803-140944_98,bfbf94d9-7634-4ad8-8e6c-a836647633aa,std_1659631473859_398,24it-Er2K
tch_20220804-124140_1,d1dbac9a-b2bc-4cef-83c6-894ad8916ccb,std_1659631477062_401,8Y2f-2AVU
tch_20220804-124140_6,40b0631d-3a82-4f63-888c-7b661b36a5d7,std_1659631475749_406,2N4d-CGbr
tch_20220804-124140_4,e1b3b31e-b78a-4147-a0a8-2d7076afaaf5,std_1659631481533_404,Ufx3-jnKH
tch_20220803-140944_99,e30fc0ca-a51f-41cb-b223-db41be388218,std_1659631483173_399,xewD-9AeE
tch_20220804-124140_2,5665ceac-861b-45f8-aafe-2af0a0591614,std_1659631488931_402,ZhuY-4FnR
tch_20220804-124140_7,8b9a6d7e-74ef-480b-bf63-37a72a30c5cc,std_1659631485754_407,6EKb-yBra
tch_20220804-124140_5,2fe80e09-e29a-44ea-9853-789599d8dfa0,std_1659631494145_405,Zgn3-cRQ8
tch_20220804-124140_3,4f791b5e-e000-4b64-8d62-a0b4bc15a38c,std_1659631500669_403,vVCt-BYEt
tch_20220804-124140_8,2cae02ac-4f98-4181-a816-140c2b7aa6d0,std_1659631495760_408,c9Yq-enhw
tch_20220803-140944_100,a3197415-a5fb-490c-95cf-ee788df3631a,std_1659631500051_400,mwK4-FQxH
tch_20220804-124140_1,2e4dbacf-4e32-4bb8-bd61-aa6a34f0cdc8,std_1659631503535_401,8Y2f-2AVU
tch_20220804-124140_4,8a60d192-b91d-48ed-9965-3f130529610e,std_1659631504865_404,Ufx3-jnKH
tch_20220804-124140_9,2c7702ba-b578-4012-b99b-50439104ffda,std_1659631505765_409,t7yU-mukN
tch_20220804-124140_6,8cee909c-f04c-4d5f-a3d1-d17df4d877f4,std_1659631504260_406,2N4d-CGbr
tch_20220804-124140_7,c36dfd20-2f14-425b-a0f5-325cd4c55e76,std_1659631516655_407,6EKb-yBra
tch_20220804-124140_2,be877337-25ed-4b98-bdc4-6c025e3798b9,std_1659631515531_402,ZhuY-4FnR
tch_20220804-124140_5,2ccdddf6-101b-44e1-8bd9-de3cc05d06ae,std_1659631517801_405,Zgn3-cRQ8
tch_20220804-124140_10,ccbad195-5407-4baa-a666-26b156e9bfc2,std_1659631515771_410,Kexm-x98a
tch_20220804-124140_3,9bdb1092-b56a-4a08-ab4f-276a8b5355e4,std_1659631523336_403,vVCt-BYEt
tch_20220804-124140_8,a891ee0d-d8bc-4187-9e90-cae8de0d0eff,std_1659631523827_408,c9Yq-enhw
tch_20220804-124140_11,32d3bd5f-aade-45c3-a46e-653ad88c0fc8,std_1659631525775_411,y678-b2KD
tch_20220804-124140_4,0d18017c-8f70-43f3-b032-bf83b06a4e54,std_1659631529556_404,Ufx3-jnKH
tch_20220804-124140_6,27b53951-ac5c-44f9-bccd-712bcd4a21b4,std_1659631532304_406,2N4d-CGbr
tch_20220804-124140_9,eadc8b94-bdf4-4b8c-9b1f-a971d1cc43e1,std_1659631530327_409,t7yU-mukN
tch_20220804-124140_12,212b40ec-1804-4bdc-8a29-601d554b377e,std_1659631535780_412,qZrb-V9VN
tch_20220804-124140_7,df84ebf1-24dc-49bd-931b-595c2994b75a,std_1659631540317_407,6EKb-yBra
tch_20220804-124140_10,8649d7ee-b399-4607-8e4e-08dc4779bf74,std_1659631544861_410,Kexm-x98a
tch_20220804-124140_13,19c719cc-b1fd-4711-bad0-069aa8223d2f,std_1659631545787_413,jtWJ-4o3i
tch_20220804-124140_5,505fb3fa-1cd9-4d65-aefd-e6ff46af29c6,std_1659631544261_405,Zgn3-cRQ8
tch_20220804-124140_8,e8562fbc-100a-4547-8f5e-28c31f5879b3,std_1659631551796_408,c9Yq-enhw
tch_20220804-124140_11,f9de4e05-fca3-42a9-a35b-18feac93b2b8,std_1659631553729_411,y678-b2KD
tch_20220804-124140_14,ecaea55f-3504-464f-b725-542655514a36,std_1659631555792_414,2uhV-7keL
tch_20220804-124140_6,24dfc39f-f2d8-4a7e-b875-2fd3d291fb8c,std_1659631559910_406,2N4d-CGbr
tch_20220804-124140_12,0aa6765b-28cf-4bc2-bb06-5a91d652a15d,std_1659631562138_412,qZrb-V9VN
tch_20220804-124140_9,3c78fde9-9e20-47b2-90af-3edb819a6249,std_1659631560256_409,t7yU-mukN
tch_20220804-124140_7,72f624e2-2f43-4305-856e-948903bda3c2,std_1659631563089_407,6EKb-yBra
tch_20220804-124140_15,d85a5a4f-efb7-4eec-9482-7e469644a05f,std_1659631565797_415,du67-3W68
tch_20220804-124140_10,5f78f694-ca28-41ce-bbac-e37dd1b07dfe,std_1659631569323_410,Kexm-x98a
tch_20220804-124140_13,76c3d771-6d68-40f0-952e-030e2054fc84,std_1659631569563_413,jtWJ-4o3i
tch_20220804-124140_11,e47c345b-b1c0-4d88-bfe4-a9b8d781855c,std_1659631577659_411,y678-b2KD
tch_20220804-124140_8,ffe51fb8-ac82-4524-b31e-4b9f59c17ff1,std_1659631577215_408,c9Yq-enhw
tch_20220804-124140_16,d45da197-621b-4d25-a745-f116fabf4618,std_1659631575803_416,VaJg-MrnC
tch_20220804-124140_14,fdf9941f-9a84-4c4a-948d-3ab73f83099d,std_1659631580992_414,2uhV-7keL
tch_20220804-124140_17,48c59dd1-be80-430f-b63c-ee584dd3ad36,std_1659631585808_417,2mfr-PJUo
tch_20220804-124140_9,ed34f8cc-708b-4cd5-9361-5beb9f53f6fc,std_1659631589941_409,t7yU-mukN
tch_20220804-124140_12,05d44bf5-e0ac-4891-a23e-79db5ab801df,std_1659631587509_412,qZrb-V9VN
tch_20220804-124140_18,49f4051c-8e21-48b3-8f63-7da6a3bbf703,std_1659631595812_418,mZuB-y287
tch_20220804-124140_13,1f4540dc-9ce1-4d65-bfff-f018aebfe78a,std_1659631597436_413,jtWJ-4o3i
tch_20220804-124140_15,cedd80ab-6a55-4744-b80b-405dce9f0747,std_1659631594615_415,du67-3W68
tch_20220804-124140_10,f96f1369-c8ed-46d1-bb2f-6f32e7b799a8,std_1659631595755_410,Kexm-x98a
tch_20220804-124140_11,2d360754-abd2-430e-8e54-de5f41f8da43,std_1659631601751_411,y678-b2KD
tch_20220804-124140_16,fc73b8d0-fec2-4a4a-bb31-45ec5533ecfa,std_1659631603381_416,VaJg-MrnC
tch_20220804-124140_19,b73d0b99-ff86-4589-b1df-571b0e5e1bf9,std_1659631605818_419,8zG6-9pLM
tch_20220804-124140_17,5a0d63d2-ff66-4d5f-bf06-d89926a6cb8a,std_1659631612122_417,2mfr-PJUo
tch_20220804-124140_14,97c8ebf9-0912-455e-876b-7fd6c01cb300,std_1659631611380_414,2uhV-7keL
tch_20220804-124140_12,7b603cc7-79e0-4425-ab3b-87174cc4a67a,std_1659631615467_412,qZrb-V9VN
tch_20220804-124140_20,ea544487-71e8-4a01-b60e-3d7aee061a09,std_1659631615824_420,Evem-Fi3j
tch_20220804-124140_15,5bb3ddd7-c7b4-48e9-bc42-0f86f93d41b5,std_1659631621043_415,du67-3W68
tch_20220804-124140_18,bed11159-6ae0-4588-9631-8737f29ed30a,std_1659631619676_418,mZuB-y287
tch_20220804-124140_13,d0a2d684-ff80-4a3a-984c-6c29d577a119,std_1659631620823_413,jtWJ-4o3i
tch_20220804-124140_16,67e17659-79e9-44b5-af52-766b40dc0423,std_1659631628696_416,VaJg-MrnC
tch_20220804-124140_21,e3ca97bd-ab32-4674-a802-facd33fc2f9e,std_1659631625829_421,Yx2G-iouJ
tch_20220804-124140_22,ca908c0f-1f69-4aa4-b733-a5658c8a7b25,std_1659631635833_422,movD-Yeyc
tch_20220804-124140_19,bac8d093-3848-4b40-9a10-1a856878e7d6,std_1659631633800_419,8zG6-9pLM
tch_20220804-124140_17,1ab6443d-7cbf-4a5a-9263-bdc33ba96a93,std_1659631636051_417,2mfr-PJUo
tch_20220804-124140_14,05502050-37cb-4b25-9c67-c7d8ec914e3e,std_1659631641250_414,2uhV-7keL
tch_20220804-124140_18,1c8c66ef-0fd6-49ee-9378-ca40b9cd9bb1,std_1659631645405_418,mZuB-y287
tch_20220804-124140_15,25d113f5-3a52-4994-9286-3710edabde8b,std_1659631645395_415,du67-3W68
tch_20220804-124140_23,dd5c56f8-3a97-43ad-b922-cddc5ae2fca8,std_1659631645840_423,n6Q6-w4qW
tch_20220804-124140_20,564076c6-90fa-4414-8c21-40a3a1bdee04,std_1659631642627_420,Evem-Fi3j
tch_20220804-124140_24,e97c3cf0-0906-49f0-954e-c9dc48a1832a,std_1659631655845_424,q7Lj-8Ena
tch_20220804-124140_16,ae355535-7548-40dc-b47f-f28bbf467aa6,std_1659631653706_416,VaJg-MrnC
tch_20220804-124140_21,8a33b97a-96f1-451b-928e-1b5d84471b47,std_1659631656956_421,Yx2G-iouJ
tch_20220804-124140_22,1080d16d-35d7-438a-92e5-0b28df307c27,std_1659631659128_422,movD-Yeyc
tch_20220804-124140_17,aeec4f80-ce0c-4ae5-9f1f-9a7eb23c4b43,std_1659631663717_417,2mfr-PJUo
tch_20220804-124140_19,a3d53187-59c5-4783-b724-9bf0a493fe21,std_1659631660853_419,8zG6-9pLM
tch_20220804-124140_25,e80fdb49-7566-4526-96ad-bd9fcc8639b4,std_1659631665851_425,sc8t-mu83
tch_20220804-124140_20,2586858d-a3fe-42b8-890a-92bd6f7d8753,std_1659631671601_420,Evem-Fi3j
tch_20220804-124140_18,9fad773e-83e5-45cd-a90b-bb41b32e0030,std_1659631670806_418,mZuB-y287
tch_20220804-124140_23,6a6f9696-fd7f-4fe4-a169-c347df321390,std_1659631671476_423,n6Q6-w4qW
tch_20220804-124140_24,f8b6380a-7b2a-440b-8875-9bddfacf4064,std_1659631680107_424,q7Lj-8Ena
tch_20220804-124140_26,13b724ce-e028-4449-8f71-7eb3e9c12f4f,std_1659631675856_426,4CPx-3648
tch_20220804-124140_21,9e2ced0f-0103-473b-a790-5a3391163cdc,std_1659631684370_421,Yx2G-iouJ
tch_20220804-124140_27,8b1f55fa-dc86-466f-b4e6-814459df11a0,std_1659631685861_427,9egE-9UdZ
tch_20220804-124140_22,5dba82dd-c336-47ea-aebe-6f3f17239ba2,std_1659631685950_422,movD-Yeyc
tch_20220804-124140_19,c2baea4e-df77-46c1-b09b-561c072c9cde,std_1659631688400_419,8zG6-9pLM
tch_20220804-124140_28,93029dac-7cbb-48cb-9c20-b04946829526,std_1659631695910_428,xm9y-Po4u
tch_20220804-124140_25,bc745d4d-0156-469a-9e8a-2103fc9f45ef,std_1659631693929_425,sc8t-mu83
tch_20220804-124140_20,4e3ef46e-89c3-4d5b-9e66-def2d586ce23,std_1659631697839_420,Evem-Fi3j
tch_20220804-124140_23,6be2255c-37be-40f7-a89b-ae93bdfd1a36,std_1659631701271_423,n6Q6-w4qW
tch_20220804-124140_24,d35a76c1-0b83-44b6-892f-ca992cda74a4,std_1659631703623_424,q7Lj-8Ena
tch_20220804-124140_26,84e0481e-b5bb-49bc-bab7-dd12c18d1653,std_1659631705224_426,4CPx-3648
tch_20220804-124140_21,85237c09-55f2-4a64-b08f-5d99c7650151,std_1659631709427_421,Yx2G-iouJ
tch_20220804-124140_29,b6ed0c74-c8e8-4bf5-8dc6-fb2e937c23ce,std_1659631705872_429,Xy3J-Bh4y
tch_20220804-124140_27,d9ba593b-6b58-4e24-9272-0c31d0282684,std_1659631710997_427,9egE-9UdZ
tch_20220804-124140_22,a6c5aba8-7933-4df3-985e-a9df2e10eda0,std_1659631711359_422,movD-Yeyc
tch_20220804-124140_30,901ce5a2-a0cd-470d-9842-174fdcbd3142,std_1659631715876_430,tYZB-43kU
tch_20220804-124140_28,a1cb2854-d6ec-4c20-b868-4bde0afe7fac,std_1659631722874_428,xm9y-Po4u
tch_20220804-124140_25,40df5278-8469-46cd-8e9a-f4efd0f9de5d,std_1659631723324_425,sc8t-mu83
tch_20220804-124140_31,6ea62816-8cdb-4436-9343-30514514b220,std_1659631725883_431,nG7C-vEeJ
tch_20220804-124140_23,f4aba88f-8210-4407-91de-89f71abbdb48,std_1659631727643_423,n6Q6-w4qW
tch_20220804-124140_29,87c215e2-7f86-4060-a726-58a221178f69,std_1659631734760_429,Xy3J-Bh4y
tch_20220804-124140_24,ea66adbb-cd89-46ba-b1bd-9c0cfba881fa,std_1659631731182_424,q7Lj-8Ena
tch_20220804-124140_26,ce25aece-9c9a-41ea-9147-a18d8dfb43d5,std_1659631732565_426,4CPx-3648
tch_20220804-124140_27,66de623f-5bb7-43b7-991d-6ae55a7b2c0f,std_1659631735296_427,9egE-9UdZ
tch_20220804-124140_32,274c7787-bd40-469f-b92c-566c374a8ecc,std_1659631735888_432,GoT2-tEMh
tch_20220804-124140_30,ca17b756-7e7e-4df4-9268-70ee502c3fb6,std_1659631741796_430,tYZB-43kU
tch_20220804-124140_33,99e2a565-e5cc-4e62-a024-3a8789e86be5,std_1659631745892_433,uEVu-b7Em
tch_20220804-124140_28,76432250-a358-43a1-bcb3-c9b648fc5bc9,std_1659631747760_428,xm9y-Po4u
tch_20220804-124140_25,ad1b8cfb-1257-4497-b1e0-8231d26d5395,std_1659631749944_425,sc8t-mu83
tch_20220804-124140_31,d9162383-0798-479d-ad19-2e8859866fb1,std_1659631753770_431,nG7C-vEeJ
tch_20220804-124140_34,8ae62cbe-67ee-427a-aca3-f618898588b9,std_1659631755898_434,fhog-7hJ7
tch_20220804-124140_29,3640d35c-f086-4e5e-9554-79c1ad543aa8,std_1659631757626_429,Xy3J-Bh4y
tch_20220804-124140_27,eefea7ad-0c57-4078-bc7f-3fdecbd44354,std_1659631762725_427,9egE-9UdZ
tch_20220804-124140_26,92189a93-c7d0-4475-9bdc-adba29d8d180,std_1659631759409_426,4CPx-3648
tch_20220804-124140_35,9370aafe-1f80-4af1-a0cf-be24662d3b53,std_1659631765904_435,UTdR-2qwR
tch_20220804-124140_30,e0de4891-315c-4990-8519-2d42b5589b74,std_1659631764617_430,tYZB-43kU
tch_20220804-124140_32,a8dc2d76-dca8-4c02-861d-2ecf969d6da2,std_1659631763626_432,GoT2-tEMh
tch_20220804-124140_33,bcfd4603-70b1-4f67-98e7-f48f16de8ad9,std_1659631769912_433,uEVu-b7Em
tch_20220804-124140_28,32bcb858-ecb7-4fae-b79d-819cf235e5df,std_1659631776282_428,xm9y-Po4u
tch_20220804-124140_34,2e269072-b1d4-4025-886d-94a101e4cc70,std_1659631782104_434,fhog-7hJ7
tch_20220804-124140_31,80c8cf04-90c5-4c84-8b86-aabbe6624461,std_1659631779364_431,nG7C-vEeJ
tch_20220804-124140_36,2471cddd-0c06-4a5b-b803-99efb9e839be,std_1659631775909_436,esyq-gRda
tch_20220804-124140_37,50955bbd-ead3-4fec-a7fd-25f197e17b06,std_1659631785913_437,3ks6-7LEe
tch_20220804-124140_29,0d791c64-3408-4a09-ae94-e94617b7a6cf,std_1659631784032_429,Xy3J-Bh4y
tch_20220804-124140_35,4796bba2-0533-4ca6-97ab-c3cab70c6889,std_1659631791920_435,UTdR-2qwR
tch_20220804-124140_30,f75176ff-038e-4f44-ac88-655de8e703f7,std_1659631791939_430,tYZB-43kU
tch_20220804-124140_32,e4716614-8d65-4322-a569-168826bf3215,std_1659631793524_432,GoT2-tEMh
tch_20220804-124140_38,8834585d-be2d-44dc-86e0-14eded0c53d2,std_1659631795919_438,dr6Q-28FK
