teacher,classname1,classname2,classcode,classidtoupdate
tch_20240221-110728_807,class_120924_1-110728_807,className2,yWGY-47n3,eeb534c1-7800-4fcb-a2df-f2eb7543ecec
tch_20240221-110728_808,class_120924_1-110728_808,className2,vutY-LEig,452100ec-fb2f-4945-a3b0-62e23e759b5c
tch_20240221-110728_809,class_120924_1-110728_809,className2,N3G4-B894,8dcd27d1-028a-4bb4-aab2-84c923a6329c
tch_20240221-110728_810,class_120924_1-110728_810,className2,FDf6-NQD9,f080d94d-d0af-476b-b90a-a96d32b24a17
tch_20240221-110728_811,class_120924_1-110728_811,className2,dM42-fME4,868ff5c3-e71b-4423-910c-18e1fce69ccd
tch_20240221-110728_812,class_120924_1-110728_812,className2,zKGi-7B6r,499b3faa-50dc-4855-92ed-91e0336b86f2
tch_20240221-110728_813,class_120924_1-110728_813,className2,tMmF-qa4h,a4dd252e-5474-4801-8062-93db7718ce0a
tch_20240221-110728_814,class_120924_1-110728_814,className2,P9yk-Yn3X,1b8ecd52-9aa8-413c-a16a-a540b3015525
tch_20240221-110728_815,class_120924_1-110728_815,className2,sKGu-gw8z,0b5dcf8f-d6a2-4245-a074-d9e96307e9ac
tch_20240221-110728_816,class_120924_1-110728_816,className2,7sEU-Jz72,73167646-21b8-4765-b83d-f2e827b4777d
tch_20240221-110728_817,class_120924_1-110728_817,className2,Z3Re-s6MA,ebc758d7-0610-496c-9d08-a9dac1eb3c4b
tch_20240221-110728_818,class_120924_1-110728_818,className2,CGjW-6uDg,d211f6fb-8cf2-4e3c-afe8-890373643305
tch_20240221-110728_819,class_120924_1-110728_819,className2,PLp9-CBrW,53c7b935-03ed-4aa0-a116-4f5fcd01aa01
tch_20240221-110728_820,class_120924_1-110728_820,className2,YkWX-a463,91928ab8-a69f-4398-8a6c-69443f307468
tch_20240221-110728_821,class_120924_1-110728_821,className2,gDk2-R27c,57341cac-76f0-424d-86bf-0fdeb3e95aac
tch_20240221-110728_822,class_120924_1-110728_822,className2,yU7c-3BZC,bf7e565b-fac9-49ff-8723-920aa91253b6
tch_20240221-110728_823,class_120924_1-110728_823,className2,oifq-K4uE,96f74536-46f4-4960-bd83-c32c87fe17fa
tch_20240221-110728_824,class_120924_1-110728_824,className2,Ls6u-butK,6d82bfae-cc64-4756-ab70-2d3b6c580741
tch_20240221-110728_825,class_120924_1-110728_825,className2,DjZ7-wpJc,d30915b9-ff3c-4130-8664-303539c7f26d
tch_20240221-110728_826,class_120924_1-110728_826,className2,iu7C-3bP8,eea14887-1a26-49f7-9cd8-9bfbbf5300ea
tch_20240221-110728_827,class_120924_1-110728_827,className2,FZVo-c6HD,29e77e23-6450-4a0b-ac36-8a4b438994d1
tch_20240221-110728_828,class_120924_1-110728_828,className2,MsKQ-UwuY,6d1d360d-3f48-408a-a480-886d336c3999
tch_20240221-110728_829,class_120924_1-110728_829,className2,MKA9-Ez6R,c5bb9e71-d046-45f4-bf4f-43b11162163d
tch_20240221-110728_830,class_120924_1-110728_830,className2,sQwH-cUVB,0692b4d4-2b94-4efd-83a3-a96bce2c36cd
tch_20240221-110728_831,class_120924_1-110728_831,className2,6pgA-kafv,0d3aaaf5-7074-49ff-a8e9-29e92b81828e
tch_20240221-110728_832,class_120924_1-110728_832,className2,PB64-8r63,f8b50740-700d-4b69-abe8-41e4a27dc3fe
tch_20240221-110728_833,class_120924_1-110728_833,className2,b9Wt-jx4j,30828f0f-1a74-40ba-b2be-e835c48341bb
tch_20240221-110728_834,class_120924_1-110728_834,className2,mdnm-BAXG,b42c4abb-0a32-40d0-812d-e42b5d06f819
tch_20240221-110728_835,class_120924_1-110728_835,className2,28i6-9423,114c1fb0-da59-4c0f-9d03-e6494b6f871b
tch_20240221-110728_836,class_120924_1-110728_836,className2,tETy-p2ZM,133d46f3-7893-45ff-bd33-10462c0fb89f
tch_20240221-110728_837,class_120924_1-110728_837,className2,ajor-U79w,b4f28287-d8c0-4dc7-86aa-320d039099ff
tch_20240221-110728_838,class_120924_1-110728_838,className2,7p43-68wW,652d19ab-cad5-465a-8a53-b39831c2a808
tch_20240221-110728_839,class_120924_1-110728_839,className2,A2Za-89L7,a1d62622-46c1-4788-b57e-9a9caa291087
tch_20240221-110728_840,class_120924_1-110728_840,className2,J8si-9YAh,a9c2e5e1-ff13-4590-b662-22009e95d9bd
tch_20240221-110728_841,class_120924_1-110728_841,className2,J4Br-ax9T,cce154df-773a-4540-9f41-109a0c60fc38
tch_20240221-110728_842,class_120924_1-110728_842,className2,Zxf6-8UNF,9b52c502-6873-464c-b048-f99f2e9d4d1d
tch_20240221-110728_843,class_120924_1-110728_843,className2,3ofN-Va32,23f79799-f53a-4ed9-a717-c0b81a550659
tch_20240221-110728_844,class_120924_1-110728_844,className2,JAk6-2tBL,6d2ae9e9-663d-49b0-b238-279ba8823bac
tch_20240221-110728_845,class_120924_1-110728_845,className2,uAbq-6pdL,0bd9d3bb-3c0d-4de3-b715-e1d75553eaa6
tch_20240221-110728_846,class_120924_1-110728_846,className2,jABj-ydWY,35949c97-ae2c-4315-ade8-05658544c122
tch_20240221-110728_847,class_120924_1-110728_847,className2,H6jT-QUtq,90fd3fd8-7431-4830-8f3c-35e5969cb0b4
tch_20240221-110728_848,class_120924_1-110728_848,className2,HDYU-kfUK,d3952db8-ddb6-4d2c-a240-44c9a6fc027c
tch_20240221-110728_849,class_120924_1-110728_849,className2,vBq2-aY8U,96b805ba-73b4-4699-a5e6-1ca05c0ce3fd
tch_20240221-110728_850,class_120924_1-110728_850,className2,BE4X-ArGo,7a23c5c3-0c47-4a5b-88dd-95a1dfa02713
tch_20240221-110728_851,class_120924_1-110728_851,className2,ZALs-NWFn,8074c9c2-5f75-4866-8af4-48e402c63164
tch_20240221-110728_852,class_120924_1-110728_852,className2,R46Y-tYV7,fb931397-286e-4d53-8858-7d45268b7f6b
tch_20240221-110728_853,class_120924_1-110728_853,className2,CDEX-4w7x,e814e2db-e916-4caf-8f1c-13cc26c51909
tch_20240221-110728_854,class_120924_1-110728_854,className2,st6F-NEzP,1903f5f2-e549-4253-9419-3e94190a674f
tch_20240221-110728_855,class_120924_1-110728_855,className2,W7m9-EQFz,fd783a30-3b12-43c1-8131-a70311815d23
tch_20240221-110728_856,class_120924_1-110728_856,className2,Q4G8-EYJo,5b8673b7-a302-43d3-a0b9-82ed40f04ecb
tch_20240221-110728_857,class_120924_1-110728_857,className2,9ByQ-grHP,c0f17bda-61d8-4781-9949-68ccfcb62be8
tch_20240221-110728_858,class_120924_1-110728_858,className2,tqG2-c2QY,0e8b2b08-719c-4590-a977-c6a6584b9930
tch_20240221-110728_859,class_120924_1-110728_859,className2,32iT-GdBG,7d2d4a59-090d-47d8-b7e1-d7692c9b4af6
tch_20240221-110728_860,class_120924_1-110728_860,className2,h9K4-9NEK,755045ed-1fa3-40a0-b960-b2052fd5629f
tch_20240221-110728_861,class_120924_1-110728_861,className2,7A8k-LPK9,50ea71b3-7de0-48ab-8bbb-ba8d1d78dae0
tch_20240221-110728_862,class_120924_1-110728_862,className2,jDF6-Ko4T,a897b460-6e39-4a3b-a56a-78422242a351
tch_20240221-110728_863,class_120924_1-110728_863,className2,mcM7-fhJe,0e63b8f8-5724-4ec0-aac9-94b2195f8ee1
tch_20240221-110728_864,class_120924_1-110728_864,className2,z9VH-kUAo,d5283c47-9469-4cec-8f6c-a080008fc759
tch_20240221-110728_865,class_120924_1-110728_865,className2,VAw3-sU8B,5e6c2bb8-cab4-4828-aeb7-a5d30702acad
tch_20240221-110728_866,class_120924_1-110728_866,className2,xy6G-TXHC,2b590841-b755-4a34-a63c-618e9bb37550
tch_20240221-110728_867,class_120924_1-110728_867,className2,RxWD-fiwH,2a210474-ea21-4eca-a6a7-045145050570
tch_20240221-110728_868,class_120924_1-110728_868,className2,a682-pB6C,93c10a52-af1c-47d2-a258-aacdb1aa6df5
tch_20240221-110728_869,class_120924_1-110728_869,className2,E84p-aKDH,e8108b0d-fcda-4453-b5b9-b83eaeb52d5b
tch_20240221-110728_870,class_120924_1-110728_870,className2,Q6yg-Q6tb,06bb3633-f568-4dac-8198-a8e060f462b4
tch_20240221-110728_871,class_120924_1-110728_871,className2,GdWx-jxDX,cb722599-02a5-4f44-a28c-f152e0bc201e
tch_20240221-110728_872,class_120924_1-110728_872,className2,j8sz-i2Tv,db04adbf-9801-4b96-8fc7-e750c6e55ce0
tch_20240221-110728_873,class_120924_1-110728_873,className2,9VM4-62yD,0a4ee9a1-6b35-44de-a9d9-a100ce869c4b
tch_20240221-110728_874,class_120924_1-110728_874,className2,aoB6-Abc3,5cc7d906-b3fc-4787-b701-f9149581febf
tch_20240221-110728_875,class_120924_1-110728_875,className2,928W-YFfm,1fc24cd0-5bd5-41bb-86c7-5f4a700bee91
tch_20240221-110728_876,class_120924_1-110728_876,className2,wBYL-2px6,2b7a5f04-3edf-4931-a6ec-745f10ddaa17
tch_20240221-110728_877,class_120924_1-110728_877,className2,C2bH-kYtQ,779441ad-bead-45b5-9022-beae3166176b
tch_20240221-110728_878,class_120924_1-110728_878,className2,k6aQ-EULQ,8afcf59c-f0ad-4339-ad39-1771f75fa174
tch_20240221-110728_879,class_120924_1-110728_879,className2,4T9Q-M98a,311b6461-cc7a-49eb-a4bf-476e6274cd2f
tch_20240221-110728_880,class_120924_1-110728_880,className2,d7g7-V2Kn,7ebac82d-8ffd-47c9-88de-067745e1f040
tch_20240221-110728_881,class_120924_1-110728_881,className2,gi6h-3Nf7,335de4d4-dff1-4c92-80a2-3e7d041d6d9a
tch_20240221-110728_882,class_120924_1-110728_882,className2,h4z7-pYqE,8c7da727-549c-4ddc-8e2d-7fb3647d2ca9
tch_20240221-110728_883,class_120924_1-110728_883,className2,mwCj-bTJd,f81e9fab-e7e1-4311-8197-203916aa6bd5
tch_20240221-110728_884,class_120924_1-110728_884,className2,YJon-4x6K,efd1434f-c36e-41a7-a433-2e927bc57431
tch_20240221-110728_885,class_120924_1-110728_885,className2,2LUm-sQg2,7d7b55b3-cd0e-4aea-8605-328065e85873
tch_20240221-110728_886,class_120924_1-110728_886,className2,9m6K-Fh7J,5bba9978-c026-4c77-88db-53f1b467a524
tch_20240221-110728_887,class_120924_1-110728_887,className2,6A8h-LFoi,d02cc552-30c3-4f08-bc3a-75400c39f44b
tch_20240221-110728_888,class_120924_1-110728_888,className2,mp8y-Q6c7,9a641eb0-47c9-44c2-8c10-a77ea7c10cb7
tch_20240221-110728_889,class_120924_1-110728_889,className2,h9u6-siK3,3d3f0538-8d9c-4233-983f-136c773c72f8
tch_20240221-110728_890,class_120924_1-110728_890,className2,C9G4-Yv9r,30ec65b7-698f-4f91-b164-bf7b5b27a97c
tch_20240221-110728_891,class_120924_1-110728_891,className2,7PNQ-23a2,5d018b82-c4e6-4992-bf63-94b33cba4d75
tch_20240221-110728_892,class_120924_1-110728_892,className2,F7WF-3y9c,8ecdc1c7-5ae8-4d6b-982e-22a415c37b4f
tch_20240221-110728_893,class_120924_1-110728_893,className2,m8Re-yg3x,36c309e9-ca06-4798-875c-3550c410febf
tch_20240221-110728_894,class_120924_1-110728_894,className2,t43J-97Y8,8baaf92b-f5b5-4628-a37d-dc5dbed29d6c
tch_20240221-110728_895,class_120924_1-110728_895,className2,4T3J-74Np,9517c428-4517-4b44-a04e-7fe5e830fa9d
tch_20240221-110728_896,class_120924_1-110728_896,className2,tN3R-Phyc,b7c960d8-a952-4c89-8eb6-8f4cbdc9e127
tch_20240221-110728_897,class_120924_1-110728_897,className2,3PNR-t2Lr,4c2c2183-b488-4b5a-826e-7bf7feecf5b2
tch_20240221-110728_898,class_120924_1-110728_898,className2,9BsH-WM6z,9ab1d459-3f18-48f7-89bb-a9509701ab38
tch_20240221-110728_906,class_120924_1-110728_906,className2,Ausq-a323,8cd8b8f5-4958-480d-8c96-b89cb5955258
tch_20240221-110728_907,class_120924_1-110728_907,className2,R6LN-876z,2bea4f96-c419-4aaa-a83c-85c2e6671932
tch_20240221-110728_908,class_120924_1-110728_908,className2,i87A-9uMG,007ce663-f9fb-4cb6-a811-846b5e87a791
tch_20240221-110728_909,class_120924_1-110728_909,className2,6Uzx-A2iD,7a68a73c-cc84-4085-8424-ecf28961607c
tch_20240221-110728_910,class_120924_1-110728_910,className2,NWTp-aBrE,3b0f5b44-0976-4444-be22-c98a2baa8481
tch_20240221-110728_911,class_120924_1-110728_911,className2,uk8G-t8mX,88856f60-3bac-4755-9b09-e00a0505925a
tch_20240221-110728_912,class_120924_1-110728_912,className2,upe9-427p,91c7ee16-5f7c-4d70-963c-322873ba53f1
tch_20240221-110728_913,class_120924_1-110728_913,className2,Q7hC-ijg2,2a2d0eee-b36c-43f0-bf9e-ac1e6dd55627
tch_20240221-110728_914,class_120924_1-110728_914,className2,fQ4H-2JsC,de37e716-1194-4b3e-a57b-78874688363a
tch_20240221-110728_915,class_120924_1-110728_915,className2,3soD-F9ak,e6b0511f-678b-4084-9097-cbb190932ce1
tch_20240221-110728_916,class_120924_1-110728_916,className2,u76f-spUR,21240392-c6ec-485e-93b5-8e179a261636
tch_20240221-110728_917,class_120924_1-110728_917,className2,Lu4a-DmaB,1d2f01c1-b927-44ac-87ea-85c4580e59bd
tch_20240221-110728_918,class_120924_1-110728_918,className2,7qyW-P7tg,f4859536-8c60-4838-9f6a-03f015129cd2
tch_20240221-110728_919,class_120924_1-110728_919,className2,hBJj-Gn87,bb102965-a5a5-48ce-a30b-84a7bea8d844
tch_20240221-110728_920,class_120924_1-110728_920,className2,76qG-TmuG,e8aee73e-f60c-44b4-8be2-6015d1af10a7
tch_20240221-110728_921,class_120924_1-110728_921,className2,ybxu-94Hy,a48841f1-04e4-4510-a905-460fcb106226
tch_20240221-110728_922,class_120924_1-110728_922,className2,wEXT-sPBx,1f751b7f-a57f-41b1-ad20-6f167215ecbd
tch_20240221-110728_923,class_120924_1-110728_923,className2,uN4w-2kZi,dcd6b8d7-ca73-4b04-907b-28c59f00905f
tch_20240221-110728_924,class_120924_1-110728_924,className2,6v3c-qr29,e58e0b21-d9b1-4b47-bf85-992bba33e0c2
tch_20240221-110728_925,class_120924_1-110728_925,className2,2oR8-xnej,2d5d8989-69e6-43ff-a4b0-9b073f663da8
tch_20240221-110728_926,class_120924_1-110728_926,className2,7APY-owjG,d03bd5e2-acd8-43bd-9fa5-93bc85153047
tch_20240221-110728_927,class_120924_1-110728_927,className2,kJgw-zmJX,7e5d0441-ce2f-4f80-b5d9-b109874db802
tch_20240221-110728_928,class_120924_1-110728_928,className2,9F2i-WhvB,2c93eb3f-368c-47b7-b8a9-63a76f6fd5fe
tch_20240221-110728_929,class_120924_1-110728_929,className2,WV6g-VPBq,5c5af78d-81b3-4623-865f-a31f4fc40f82
tch_20240221-110728_930,class_120924_1-110728_930,className2,FiLU-qTFh,6026ed22-ea1b-4130-a2b0-5df7b8314d3b
tch_20240221-110728_931,class_120924_1-110728_931,className2,NyjG-Pes2,22da759f-1319-4e5e-b6e5-2d0525dbc6ef
tch_20240221-110728_932,class_120924_1-110728_932,className2,qBDT-LNCo,405bedf4-7dbf-4aa6-85fa-cc39e16f2305
tch_20240221-110728_933,class_120924_1-110728_933,className2,eHxm-f46k,6136f65d-4943-4407-85bd-e7bbe2faa83f
tch_20240221-110728_934,class_120924_1-110728_934,className2,aH6b-72z3,347e983d-7159-4248-88f9-ba7a7a524049
tch_20240221-110728_935,class_120924_1-110728_935,className2,Dbc8-6DnB,ff4030f2-3b29-43d8-860e-b11fd9d87124
tch_20240221-110728_936,class_120924_1-110728_936,className2,wcCm-4uqd,70a82f69-8128-432f-b35b-8b262be021a4
tch_20240221-110728_937,class_120924_1-110728_937,className2,84sd-EJPJ,964d873f-9240-45be-94c0-17d777664cab
tch_20240221-110728_938,class_120924_1-110728_938,className2,Dpbw-jpW9,2addab4d-21e9-4c3a-8ee0-7469d261a573
tch_20240221-110728_939,class_120924_1-110728_939,className2,ChNj-XxFZ,dbe0543e-66eb-4259-a845-fe04db9b9744
tch_20240221-110728_940,class_120924_1-110728_940,className2,aHxV-WeHr,899d6809-66ba-4c60-ba69-e0a5f3e64d62
tch_20240221-110728_941,class_120924_1-110728_941,className2,h97h-6GVJ,83ddbea5-9631-43bd-ae94-95c4cb5f9772
tch_20240221-110728_942,class_120924_1-110728_942,className2,8JRa-cj9m,e59826fd-714c-405f-b1dc-13761fa56997
tch_20240221-110728_943,class_120924_1-110728_943,className2,qKCo-9UZ3,c0424598-6b0c-4bf9-b3ec-56116f09f48c
tch_20240221-110728_944,class_120924_1-110728_944,className2,upDp-en4H,95d331b5-5a87-499c-9fb0-4e494b5fbb01
tch_20240221-110728_945,class_120924_1-110728_945,className2,XbgV-7Hdv,aa4e7fb7-0ee7-43ee-884c-bb2a654f6002
tch_20240221-110728_946,class_120924_1-110728_946,className2,Zdkf-NgP9,5137d275-2144-4a8b-9c52-7334f253e453
tch_20240221-110728_947,class_120924_1-110728_947,className2,apG7-s4t2,c0a3ab0f-c0f1-497d-a14e-3f55055c2b84
tch_20240221-110728_948,class_120924_1-110728_948,className2,LfGd-bCxN,ce4e65ff-f945-4c01-92aa-9c0e5a8b8055
tch_20240221-110728_949,class_120924_1-110728_949,className2,2pM4-n76p,72eac840-fb8f-4ac2-91fc-cfe1ef80a516
tch_20240221-110728_950,class_120924_1-110728_950,className2,cDZ7-P6Ed,43e3d01f-8c74-433b-95a7-62917c93ccc5
tch_20240221-110728_951,class_120924_1-110728_951,className2,tYP8-aRc2,06f313a9-843d-4048-bd44-a219627db167
tch_20240221-110728_952,class_120924_1-110728_952,className2,QWU3-okmz,5dea3be7-90f0-4694-b36b-fa6a0ee9f934
tch_20240221-110728_953,class_120924_1-110728_953,className2,8z9T-8a4x,c4bcd2df-b86a-4ff0-a093-755af10e4515
tch_20240221-110728_954,class_120924_1-110728_954,className2,Azg9-79nW,202c56d9-ff3f-40f3-9110-d33ecac3af6d
tch_20240221-110728_955,class_120924_1-110728_955,className2,hKxz-XdN3,20cb261e-7eae-4879-9cfc-76b8d818b153
tch_20240221-110728_956,class_120924_1-110728_956,className2,86ni-T3KC,e853dffa-7f07-45b5-b750-fde170866615
tch_20240221-110728_957,class_120924_1-110728_957,className2,GYt4-nC4P,580d5c42-fd7f-47c0-a4f9-3bea37d5b67b
tch_20240221-110728_958,class_120924_1-110728_958,className2,ej28-AkPm,210e5522-01a2-4c45-8830-eb4d059b2f60
tch_20240221-110728_959,class_120924_1-110728_959,className2,k6D8-CBbC,487c0f2d-274c-4083-9cc5-b52620f83fb7
tch_20240221-110728_960,class_120924_1-110728_960,className2,hM73-KiaV,ac0aa371-32ab-4f0e-8be0-24d6b1ac7d7b
tch_20240221-110728_961,class_120924_1-110728_961,className2,Q9sy-f9N8,abaaec9c-2e2d-4237-8190-f92414f35900
tch_20240221-110728_962,class_120924_1-110728_962,className2,URYn-Yuj3,f26b498f-beee-45c2-a1ab-d18b86f91306
tch_20240221-110728_963,class_120924_1-110728_963,className2,jTX6-Tds3,7fa3a372-7685-4373-8414-492c7368a213
tch_20240221-110728_964,class_120924_1-110728_964,className2,932k-tzmY,370ee05e-c86f-4125-b362-9b7d5c637356
tch_20240221-110728_965,class_120924_1-110728_965,className2,WYoQ-7XzD,d451cc6c-e8ae-4036-8a95-93d59ec67b8d
tch_20240221-110728_966,class_120924_1-110728_966,className2,347a-9yAh,50049bae-a224-4267-b4c2-0997528866ec
tch_20240221-110728_967,class_120924_1-110728_967,className2,6nzN-e398,11809680-4aeb-43b2-95be-2d1e5a7716c4
tch_20240221-110728_968,class_120924_1-110728_968,className2,B6Dh-7XRQ,bd8c0759-7b4e-475f-8c2a-6ba3ad9ba02d
tch_20240221-110728_969,class_120924_1-110728_969,className2,M346-qHXE,451795f8-f895-4984-809b-401d6eb6dbc2
tch_20240221-110728_970,class_120924_1-110728_970,className2,6v38-7b4A,e43de909-f5b3-4633-85fd-d5c2128568ec
tch_20240221-110728_971,class_120924_1-110728_971,className2,2FY4-D3VA,ce75e430-40ad-405f-a6b9-c3a806992eaf
tch_20240221-110728_972,class_120924_1-110728_972,className2,mt28-kYgT,abebffb8-3e88-4709-8885-f663215b1f7d
tch_20240221-110728_973,class_120924_1-110728_973,className2,xVg8-cAum,6f96033f-3c74-4f7b-bce8-9ec7019c7e53
tch_20240221-110728_974,class_120924_1-110728_974,className2,NL6M-CNrh,1cbdd6f6-7c8e-4dfa-bb6c-6c4d8d10f06b
tch_20240221-110728_975,class_120924_1-110728_975,className2,FC89-Yqe6,a23056f4-8982-428a-b23a-6279e4c46528
tch_20240221-110728_976,class_120924_1-110728_976,className2,D924-237o,2820b5e7-8a9d-4093-9400-d65e2862ff3d
tch_20240221-110728_977,class_120924_1-110728_977,className2,maHT-CKdt,7c385fd9-3ef1-4a79-a282-215485ead80d
tch_20240221-110728_978,class_120924_1-110728_978,className2,ups4-MP48,f7a08d73-e105-4921-8e31-95b146a57d8c
tch_20240221-110728_979,class_120924_1-110728_979,className2,AR8F-dA9X,c5964186-94b6-452f-8b52-32938363c02c
tch_20240221-110728_980,class_120924_1-110728_980,className2,hnqN-jk4n,0fec0954-ca01-4960-9e3d-9b3330409737
tch_20240221-110728_981,class_120924_1-110728_981,className2,k2R7-f34g,2dd4b141-194a-4479-8ac2-eef16518dd75
tch_20240221-110728_982,class_120924_1-110728_982,className2,vATB-3iVK,ac73f594-1aa0-42a2-a6c2-d9ddab802aea
tch_20240221-110728_983,class_120924_1-110728_983,className2,zt8b-29Ei,bb880b00-5e49-4782-836d-7a3a714735a1
tch_20240221-110728_984,class_120924_1-110728_984,className2,Jr64-PJ7m,4b9eee49-cd45-4798-a404-c82d992ef39a
tch_20240221-110728_985,class_120924_1-110728_985,className2,3BVt-24PJ,0ee94f0d-d4f2-40f1-a429-65b039c232aa
tch_20240221-110728_986,class_120924_1-110728_986,className2,93Ev-KuoT,5cb2e484-b5d3-4467-87e0-71274a818717
tch_20240221-110728_987,class_120924_1-110728_987,className2,EYW2-opmY,ab1cd021-91f9-4a68-bb68-2327336de420
tch_20240221-110728_988,class_120924_1-110728_988,className2,gE6o-Tr6i,4776bd77-b6cd-422c-b1d0-2514170b2603
tch_20240221-110728_989,class_120924_1-110728_989,className2,fDK4-X6Wz,0b6f76c2-642f-4625-9779-69b81942edc4
tch_20240221-110728_990,class_120924_1-110728_990,className2,MTLK-AjrA,368b8b7f-9f99-4bc8-956a-779ba47c3e6b
tch_20240221-110728_991,class_120924_1-110728_991,className2,du3Q-vJQ7,42d89772-bb0a-478a-8e9a-2b632be1ad65
tch_20240221-110728_992,class_120924_1-110728_992,className2,A8Yp-CV23,2edcffdb-eae1-43f7-ac91-78b2a1e1da6c
tch_20240221-110728_993,class_120924_1-110728_993,className2,D2gC-Qy9U,800f7ee5-b53e-4323-aab8-e06852c1169e
tch_20240221-110728_994,class_120924_1-110728_994,className2,cY2N-8iXM,f87e7dff-f4b3-4846-b3f9-12537bd84612
tch_20240221-110728_995,class_120924_1-110728_995,className2,N69M-hv9N,155bec80-7085-4fa9-b00e-9bc6b949d107
tch_20240221-110728_996,class_120924_1-110728_996,className2,WxXC-2Ear,2961b2ea-7bf1-49c8-9c7d-79958c50ee16
tch_20240221-110728_997,class_120924_1-110728_997,className2,8gu3-zyGf,522cbfd0-f85d-48d9-9667-08601647a6c2
tch_20240221-110728_998,class_120924_1-110728_998,className2,U9Cr-4Qy3,ee7a5536-b5e4-4ede-9cc2-7d9fbc377252
tch_20240221-110728_999,class_120924_1-110728_999,className2,ViTV-rtW6,11b76dec-69ff-4a34-a9e3-cccb275c5e35
tch_20240221-110728_1000,class_120924_1-110728_1000,className2,y4Pz-kek9,950b1730-9c76-4bde-8a69-7fa702711ed9
tch_20240221-110728_1001,class_120924_1-110728_1001,className2,saoW-37FZ,4a7da32b-f921-43df-9e51-25035a4ab675
tch_20240221-110728_1002,class_120924_1-110728_1002,className2,yMaQ-qpUj,2e3f575d-a916-40eb-930d-8c3ac5e36605
tch_20240221-110728_1003,class_120924_1-110728_1003,className2,3e9R-YB3i,b72eb97d-9c27-41ea-a963-1e45349a377d
tch_20240221-110728_1004,class_120924_1-110728_1004,className2,Ck7r-K6r4,8528986c-c646-458d-96ef-aa166aedab73
tch_20240221-110728_1005,class_120924_1-110728_1005,className2,4CA9-g2LU,dab5ab42-fd7c-41b2-98b8-e9814a3ac952
tch_20240221-110728_1006,class_120924_1-110728_1006,className2,6HBo-K32G,b4b0f6fc-e6ef-42e9-a9de-68ffd05c9074
tch_20240221-110728_1007,class_120924_1-110728_1007,className2,tgD9-23x2,9bdf3a65-fef8-43d0-8fd4-eb62912748ef
tch_20240221-110728_1008,class_120924_1-110728_1008,className2,V3Pq-Gf8d,2afe8d29-8491-4209-a68f-547c87cf1c98
tch_20240221-110728_1009,class_120924_1-110728_1009,className2,AxQm-3c6z,9c989d00-d7d3-447b-a45b-076ae7118b0b
tch_20240221-110728_1010,class_120924_1-110728_1010,className2,TmoT-8r9X,1c1f207d-65a8-4041-ab81-45448fce479e
tch_20240221-110728_1011,class_120924_1-110728_1011,className2,g89K-XMom,e91aed00-6579-4058-aab0-ca08352ef47f
tch_20240221-110728_1012,class_120924_1-110728_1012,className2,bwoP-Yi2U,19fe1e74-1c2c-4b0d-a713-762deda9e4a5
tch_20240221-110728_1013,class_120924_1-110728_1013,className2,c6N9-2M42,6edfb3e1-ce4d-49c1-afb7-8ee22b08578e
tch_20240221-110728_1014,class_120924_1-110728_1014,className2,H7k4-rH97,477614e7-3e44-45b7-990b-e045ea976113
tch_20240221-110728_1015,class_120924_1-110728_1015,className2,ayGv-6XrE,e3a840bd-7579-44c1-9ec3-083ec89e222e
tch_20240221-110728_1016,class_120924_1-110728_1016,className2,2v3r-V64B,2d74c0c8-bf2c-4aaa-a48c-a859e794c625
tch_20240221-110728_1017,class_120924_1-110728_1017,className2,678c-3jRa,ebf21c0f-3b83-4175-aeca-c9ef45134107
tch_20240221-110728_1018,class_120924_1-110728_1018,className2,b4vd-mjTJ,ef40425b-930c-490e-8439-fa12095c2e9f
tch_20240221-110728_1019,class_120924_1-110728_1019,className2,hu83-a8xn,dc9f8d7f-e25e-4972-bfa7-f4b09c05c908
tch_20240221-110728_1020,class_120924_1-110728_1020,className2,ckE6-8Zny,2d165d74-82ff-4d51-99f9-0ad7bf0bb601
tch_20240221-110728_1021,class_120924_1-110728_1021,className2,Ab74-eQJo,6e45ca20-51a2-48e4-bd66-70081f095c25
tch_20240221-110728_1022,class_120924_1-110728_1022,className2,BEWe-GtTG,414752bb-b5fe-434d-8449-859891cbb4c8
tch_20240221-110728_1023,class_120924_1-110728_1023,className2,6gj4-8joN,b761e722-a668-4a68-9748-9d635baafe48
tch_20240221-110728_1024,class_120924_1-110728_1024,className2,jcoC-Eb9K,274e0e7a-e032-4ff4-87d1-6b647c5f7c9c
tch_20240221-110728_1025,class_120924_1-110728_1025,className2,pW7X-wbFW,0fefc070-12f7-412a-b858-9332eaedbe63
tch_20240221-110728_1026,class_120924_1-110728_1026,className2,k9ZR-EFez,18ab0bef-6561-412d-ae94-a9ffee23905d
tch_20240221-110728_1027,class_120924_1-110728_1027,className2,64YP-8fqN,1c08e7c5-3c49-4b97-a587-5bc096d48a88
tch_20240221-110728_1028,class_120924_1-110728_1028,className2,JWZV-3YNq,0d29b8d5-4476-4af1-b97b-9f4d55b397ed
tch_20240221-110728_1029,class_120924_1-110728_1029,className2,N64W-8d89,bbb8e859-510e-40dd-9d5d-84432bfa5800
tch_20240221-110728_1030,class_120924_1-110728_1030,className2,n8k7-nutf,d33985fc-6b37-4e9b-8790-1e22d3531ec6
tch_20240221-110728_1031,class_120924_1-110728_1031,className2,vio2-yadv,99a58b5c-f19a-4250-bbe0-99bc0d9180cb
