extuserid,studentuserid1,studentext,classcode
tch_20230818-233633_209,3b52de34-0097-4629-84c1-417fa92eba84,std_1692434109218_209,4U2h-XM93
tch_20230818-233633_195,99fc2c28-e310-4255-9593-11ecb3cf67b3,std_1692434107170_195,8KoU-C9Yv
tch_20230818-233633_203,d783e9e5-354e-4ff6-ab16-caa5577618d7,std_1692434115271_203,kPGw-Ze9j
tch_20230818-233633_216,a990d025-d3c4-4bef-be0b-e0e5263c0cf3,std_1692434112755_216,gNbM-9ZM2
tch_20230818-233633_210,4548c2fe-2c57-4631-b3d2-ef96ade95ff3,std_1692434113282_210,GW82-A97D
tch_20230818-233633_196,dc8f367a-bdc0-4a4b-bc4c-864f72772bdf,std_1692434115949_196,T4Gy-Fz2Z
tch_20230818-233633_204,3ba26503-3629-4e18-a987-49ac25dcd131,std_1692434122631_204,RMZ7-8WBg
tch_20230818-233633_205,4bf4628a-9502-429f-a033-6ad2df836833,std_1692434121798_205,3g4T-QXG6
tch_20230818-233633_218,41323927-94d9-4a4b-a40e-f0acce74808a,std_1692434120763_218,27mE-KLUT
tch_20230818-233633_197,b85af833-6218-4991-91ad-8e81d0b6fe88,std_1692434117738_197,rh7A-f2Fu
tch_20230818-233633_212,bf658732-5f58-4fe7-867d-a190afcace70,std_1692434122153_212,nuLN-C4q9
tch_20230818-233633_217,52658aca-2519-47e5-ac34-949e891aa1d8,std_1692434116758_217,9mVr-2m3M
tch_20230818-233633_211,844fe983-b20e-4d2e-9f0e-2fa776a928f5,std_1692434120856_211,uP7p-ioft
tch_20230818-233633_200,1d960bc8-9a83-45a7-ba58-1e6f8b9b4078,std_1692434125832_200,BsdD-Aioe
tch_20230818-233633_199,4f230ea7-f5bb-4b41-a1cb-ba08ae5a4f0c,std_1692434127788_199,UPiM-48Nn
tch_20230818-233633_198,72e85f0a-9bb5-497d-8d31-e7e6edc02634,std_1692434123123_198,hT7d-MHVM
tch_20230818-233633_206,9f38fbc5-66f1-496e-9637-1980b97eb0db,std_1692434127339_206,mZA8-3gj7
tch_20230818-233633_219,31ab3e03-55fe-4f34-95ff-bf4a20c91eeb,std_1692434124768_219,qunM-RhVj
tch_20230818-233633_213,3a11547b-ec34-4280-ade7-25d1f45360b4,std_1692434124214_213,r8w4-hBkG
tch_20230818-233633_201,a6d03069-ccdd-4218-b0a1-e9cb644fb697,std_1692434130001_201,JQ6H-Byet
tch_20230818-233633_220,81d45fa7-425d-466b-a29b-2220be524660,std_1692434128771_220,pJEq-zqt2
tch_20230818-233633_208,0675514c-0c3a-4330-bd20-c3b80dcb43eb,std_1692434132357_208,N4MK-BM2n
tch_20230818-233633_202,9aca7679-0e7a-4c94-8d09-e8689e16b699,std_1692434136354_202,tZ8p-6uX7
tch_20230818-233633_207,ac2e6d05-bf19-4fde-93d8-cb8f96906a5e,std_1692434131177_207,4s6w-yrnh
tch_20230818-233633_215,60b3c412-c126-40a6-9f54-161f880ea6bf,std_1692434135789_215,bvXa-9RA6
tch_20230818-233633_214,e801ff96-5800-445e-b5e1-b882da62cf28,std_1692434135559_214,3uQW-kZei
tch_20230818-233633_222,1ed57bd6-e160-41be-bada-8fac198b7e3c,std_1692434136777_222,Qn7K-tLzW
tch_20230818-233633_221,1868e983-fb97-4a10-a28f-a608c9e5b010,std_1692434132775_221,36XA-tT8s
tch_20230818-233633_209,fdd51a11-93b2-487a-b11c-674af22fc216,std_1692434137252_209,4U2h-XM93
tch_20230818-233633_210,42b47249-64fb-4ab9-8f95-27f5dfe1f9f6,std_1692434141109_210,GW82-A97D
tch_20230818-233633_223,d761b433-7cc8-455a-b6b4-03a6a63ab10c,std_1692434140786_223,cfny-c69E
tch_20230818-233633_203,dd9c6dc7-7fc0-4eda-b56c-36f379e0e986,std_1692434139707_203,kPGw-Ze9j
tch_20230818-233633_216,53fe88a8-70f4-4412-a36a-2ae12014b83b,std_1692434140141_216,gNbM-9ZM2
tch_20230818-233633_212,9fc5422e-985d-4565-943f-6546e7c7e894,std_1692434146356_212,nuLN-C4q9
tch_20230818-233633_224,78bff090-a9b5-450e-b1db-df9bcdae3ff7,std_1692434144789_224,7vJF-764x
tch_20230818-233633_204,a034cd15-2e1d-4d7d-be09-7847949104bd,std_1692434144756_204,RMZ7-8WBg
tch_20230818-233633_225,62cf51e9-c8a7-4963-8e37-46ca3500a425,std_1692434148790_225,4xjL-YFgF
tch_20230818-233633_217,0d06d120-c77c-4878-85be-606bc4151f42,std_1692434146777_217,9mVr-2m3M
tch_20230818-233633_205,04c5f394-20b0-428a-a8d0-7d4847880062,std_1692434145729_205,3g4T-QXG6
tch_20230818-233633_218,ced38778-e05c-4fe5-9b36-6012070454bc,std_1692434145917_218,27mE-KLUT
tch_20230818-233633_211,6664d7c2-0963-4f5c-9424-4dbc6d65b554,std_1692434149809_211,uP7p-ioft
tch_20230818-233633_206,19952d9f-85d0-4f7f-9f12-2317a72445f1,std_1692434151364_206,mZA8-3gj7
tch_20230818-233633_227,af4c5516-ed59-4077-9efa-87fd0b131b35,std_1692434156798_227,TD76-M9w9
tch_20230818-233633_219,775dccdf-ac99-47b9-9ac4-921e80403e84,std_1692434154428_219,qunM-RhVj
tch_20230818-233633_226,d0b45279-6601-4abe-a88c-d8f3ad7b6251,std_1692434152797_226,7VBY-fV7i
tch_20230818-233633_213,65d8180a-0e76-4c72-97ed-e91cf0c7d80d,std_1692434154448_213,r8w4-hBkG
tch_20230818-233633_220,0b9d1516-9713-4bf7-87ce-0f3cb5449b9b,std_1692434156450_220,pJEq-zqt2
tch_20230818-233633_221,68331604-5fe9-468d-adc6-639f0c4bb619,std_1692434161478_221,36XA-tT8s
tch_20230818-233633_208,567aff4f-9b69-416c-8cb6-2cf7ad7de762,std_1692434158286_208,N4MK-BM2n
tch_20230818-233633_207,ff7e7dca-b073-4789-b385-0b68eac2d5de,std_1692434160164_207,4s6w-yrnh
tch_20230818-233633_222,0f4e5c9b-f225-4848-9720-a4fe2b992033,std_1692434161352_222,Qn7K-tLzW
tch_20230818-233633_228,018e64ad-0b92-4e91-82f6-df1dd0c1fb54,std_1692434160806_228,cd2v-76rm
tch_20230818-233633_210,a49f6dfa-496b-490a-868b-0187f0079259,std_1692434165221_210,GW82-A97D
tch_20230818-233633_215,5fb2bb2e-4d2a-4b2c-b96f-cbd408a26876,std_1692434160814_215,bvXa-9RA6
tch_20230818-233633_214,96fbb506-f127-4bfc-83c2-bc2645d5a908,std_1692434161037_214,3uQW-kZei
tch_20230818-233633_223,566216ab-b95f-4d16-a137-a69bed462a63,std_1692434166775_223,cfny-c69E
tch_20230818-233633_230,3c45b2f8-d1d4-409f-90b2-a3a58aab2f12,std_1692434168812_230,4X4V-2Re9
tch_20230818-233633_209,901b0f20-a689-4dea-a9c3-663563e7b786,std_1692434164384_209,4U2h-XM93
tch_20230818-233633_229,4a86f1d2-eb02-4bef-bd71-9991f6b26358,std_1692434164808_229,Qzem-A4Z6
tch_20230818-233633_224,d79de3ac-9ad4-4728-8c8e-38af7f572040,std_1692434169476_224,7vJF-764x
tch_20230818-233633_216,7fb7eb64-3495-4471-9589-b04dfbeb4871,std_1692434169118_216,gNbM-9ZM2
tch_20230818-233633_217,6f527e72-5e4c-451c-9e2e-ef64da62d92b,std_1692434172228_217,9mVr-2m3M
tch_20230818-233633_212,3d9561c2-1557-4cc4-9021-b835d09dda24,std_1692434169244_212,nuLN-C4q9
tch_20230818-233633_218,26299714-58d7-4ad9-a42f-4c7bec09c419,std_1692434172337_218,27mE-KLUT
tch_20230818-233633_232,e32e79c4-62a9-4c33-9160-2423da11305a,std_1692434176819_232,Yxuf-LHLH
tch_20230818-233633_211,5997b3ce-0238-47f1-a4b8-496920a3fa0b,std_1692434174099_211,uP7p-ioft
tch_20230818-233633_231,0426df21-2c97-44ec-bca6-2f6b55c78ada,std_1692434172816_231,EvJd-UTvQ
tch_20230818-233633_225,a783e2b8-f1c9-4b15-ab61-9260ff33bb62,std_1692434171964_225,4xjL-YFgF
tch_20230818-233633_220,59bd39af-aae8-4f48-b251-8e7f21a792a9,std_1692434183528_220,pJEq-zqt2
tch_20230818-233633_233,c7491640-dde4-4439-8ae2-4a474879008a,std_1692434180823_233,ZhbL-aJRh
tch_20230818-233633_219,1f686ca3-4481-43f8-ab90-dbb76eff1f06,std_1692434182044_219,qunM-RhVj
tch_20230818-233633_213,dead0aaa-9213-41a9-9c33-aa9a95edc350,std_1692434183520_213,r8w4-hBkG
tch_20230818-233633_227,cdeaeda4-7cf9-4494-8603-beeb0643458e,std_1692434180736_227,TD76-M9w9
tch_20230818-233633_226,957db9fe-716e-4e16-a17d-2e85c66fc835,std_1692434182662_226,7VBY-fV7i
tch_20230818-233633_221,31c85209-8149-43d2-9798-4132b52df0c4,std_1692434184475_221,36XA-tT8s
tch_20230818-233633_222,1f1dadeb-7515-4c41-b342-6a4fa8e266a6,std_1692434189080_222,Qn7K-tLzW
tch_20230818-233633_214,087d603f-9d2e-4210-843f-daeb1f117b2d,std_1692434191306_214,3uQW-kZei
tch_20230818-233633_234,86c90bc4-a83a-4caa-98b3-163636cb8db8,std_1692434184825_234,8ahm-sjgF
tch_20230818-233633_230,84c7eff8-293c-4a99-bb71-9759b3857f2a,std_1692434193356_230,4X4V-2Re9
tch_20230818-233633_228,798fc6e3-9f08-4a10-ae2b-e61badae7325,std_1692434189550_228,cd2v-76rm
tch_20230818-233633_215,4d7937a1-b7e8-4ea7-893a-ebe8127d75a4,std_1692434191281_215,bvXa-9RA6
tch_20230818-233633_229,eb965b59-9621-4a4b-ae58-00c04db0c810,std_1692434193587_229,Qzem-A4Z6
tch_20230818-233633_235,96a90bd5-2b79-4e36-9e32-246d7fd8a096,std_1692434188830_235,j7oz-vegJ
tch_20230818-233633_224,e82ea366-9986-4b2a-8e56-ae99874d02df,std_1692434194047_224,7vJF-764x
tch_20230818-233633_236,05f705d2-6b89-4150-b2a5-de8b22b9df9d,std_1692434192833_236,6gbs-LxfF
tch_20230818-233633_216,95e1ed9c-9755-4c3c-9fb6-00eba6133aa9,std_1692434194738_216,gNbM-9ZM2
tch_20230818-233633_237,ec226ac9-ee0c-401e-bd3f-a69d09ef2378,std_1692434196838_237,78yk-4cwb
tch_20230818-233633_223,f56840f5-ade2-4882-92da-e4a48810c34a,std_1692434192835_223,cfny-c69E
tch_20230818-233633_218,7088310b-1bac-44d2-ad1d-48656b26f165,std_1692434197840_218,27mE-KLUT
tch_20230818-233633_231,7714dab1-a142-4825-80cf-9e3b2c226a87,std_1692434201773_231,EvJd-UTvQ
tch_20230818-233633_217,b5c14a5f-66fc-441a-9894-74c8ec6800f2,std_1692434197632_217,9mVr-2m3M
tch_20230818-233633_225,c9e6240e-7574-4c9b-ba76-b4e930909208,std_1692434203100_225,4xjL-YFgF
tch_20230818-233633_238,5c27075a-5d3a-4de7-b4c7-3f2ddc70df72,std_1692434200841_238,sc9t-iFj7
tch_20230818-233633_232,c875a2f9-41ea-4cfc-a8aa-f096b544385f,std_1692434200545_232,Yxuf-LHLH
tch_20230818-233633_239,cadadc71-4181-4ce7-b120-6cf4ec0c895e,std_1692434204844_239,92U6-YF6x
tch_20230818-233633_240,89556629-a713-4299-9177-6c82b7492e00,std_1692434208850_240,KEqF-Dqba
tch_20230818-233633_233,2da77d82-e82e-4527-bec3-b6f9c817fcf7,std_1692434206421_233,ZhbL-aJRh
tch_20230818-233633_220,d2d6d5ed-550d-4b5d-b709-61e1f8ad3511,std_1692434206283_220,pJEq-zqt2
tch_20230818-233633_219,8cf589de-a0a9-4d5e-bd16-d52423f9e07e,std_1692434208775_219,qunM-RhVj
tch_20230818-233633_227,fe1e5fe9-9882-4036-b2b1-fd365c0b2058,std_1692434209047_227,TD76-M9w9
tch_20230818-233633_226,f3457ebc-6694-413e-8b01-5af091d65382,std_1692434209414_226,7VBY-fV7i
tch_20230818-233633_221,e5d0a150-3979-4670-a3dd-c6031d10c7c0,std_1692434210252_221,36XA-tT8s
tch_20230818-233633_241,0244fa53-2ba7-4deb-8565-4a0903572f52,std_1692434212854_241,GFsZ-CFLW
tch_20230818-233633_222,8afbb9b5-d09f-4cc6-8e22-d9cbb84d2e7a,std_1692434212940_222,Qn7K-tLzW
tch_20230818-233633_228,66cde4a2-7085-4274-a9cb-05c5632237cf,std_1692434216146_228,cd2v-76rm
tch_20230818-233633_234,c3fc2ac4-5619-4176-9e64-a175cd94d291,std_1692434213889_234,8ahm-sjgF
tch_20230818-233633_230,219c3031-28f3-47a2-9f3d-7578256d5438,std_1692434216049_230,4X4V-2Re9
tch_20230818-233633_224,badf1174-a76e-4c5c-88ca-460ff8463f15,std_1692434219099_224,7vJF-764x
tch_20230818-233633_229,a5138c56-598c-42a4-b821-0ccfc754c5e8,std_1692434218424_229,Qzem-A4Z6
tch_20230818-233633_242,7f2a3ce5-43f8-4461-9408-7a43150e7fe1,std_1692434216858_242,BM8d-shtP
tch_20230818-233633_235,12a02be5-e6c4-4c1a-90f1-32ad17bf678c,std_1692434218585_235,j7oz-vegJ
tch_20230818-233633_243,a249f60b-0769-4508-a7fb-1ad83cae4899,std_1692434220861_243,nD2H-CW2A
tch_20230818-233633_236,a5337999-209d-46b4-8154-88eac80de26d,std_1692434220441_236,6gbs-LxfF
tch_20230818-233633_223,f1ee703f-4863-413e-bcd4-4fcd5e705d8a,std_1692434223859_223,cfny-c69E
tch_20230818-233633_231,1effee4b-f337-4736-be98-f50cae450050,std_1692434225391_231,EvJd-UTvQ
tch_20230818-233633_237,2fd7597e-4498-4cc3-99f9-206e3a6dd0e9,std_1692434223489_237,78yk-4cwb
tch_20230818-233633_244,bbf7b12d-c87e-44b1-bdf1-c6d009b3fed9,std_1692434224866_244,74gv-iexQ
tch_20230818-233633_232,bd5e9620-818c-4517-a97b-8f4cc7ae47d7,std_1692434228930_232,Yxuf-LHLH
tch_20230818-233633_225,ec1afa18-93c8-409f-a6ec-5c80397f6445,std_1692434228003_225,4xjL-YFgF
tch_20230818-233633_238,0850745a-c25a-4441-844b-0cba45b564b0,std_1692434228432_238,sc9t-iFj7
tch_20230818-233633_245,bc44c299-cb50-47d8-b4fa-5664fe96973d,std_1692434228868_245,ZVTV-tHmb
tch_20230818-233633_240,dd80dc7c-08cd-4403-9376-7dbffb2922eb,std_1692434232332_240,KEqF-Dqba
tch_20230818-233633_239,96c8d647-dfa2-424d-9670-e13fd331fe8e,std_1692434231774_239,92U6-YF6x
tch_20230818-233633_233,9ac31da1-b5c8-40e9-a44a-83d6516b55fe,std_1692434232505_233,ZhbL-aJRh
tch_20230818-233633_246,a9c5683e-6cbc-487b-bb42-fb17c2cda369,std_1692434232873_246,N8oK-QhY7
tch_20230818-233633_247,5529dda4-0462-4e79-88d3-eb62a2e87c72,std_1692434236877_247,6QWp-2s38
tch_20230818-233633_227,4d135627-acf7-4207-b502-baec1022b097,std_1692434235024_227,TD76-M9w9
tch_20230818-233633_228,45181359-c824-44a0-91cd-df012173b2f1,std_1692434240297_228,cd2v-76rm
tch_20230818-233633_241,eaf2993c-3ddb-4feb-b4b1-35f47695d8ce,std_1692434239848_241,GFsZ-CFLW
tch_20230818-233633_234,8a7d8419-3bd2-42c1-a5a1-f8060db3a995,std_1692434240818_234,8ahm-sjgF
tch_20230818-233633_230,d139c50a-5cca-4094-8481-573ca09751cb,std_1692434242361_230,4X4V-2Re9
tch_20230818-233633_248,c62100f3-bb1e-46d9-b06e-6a5d54a5f9a2,std_1692434240882_248,fo8q-kjTZ
tch_20230818-233633_226,bed0f874-aace-47cd-b7e9-2c030d574d7d,std_1692434238141_226,7VBY-fV7i
tch_20230818-233633_249,265937ce-e47d-4310-9239-da58cc5dc239,std_1692434244889_249,inmL-sWwU
tch_20230818-233633_242,9b88d38b-d4c7-4fcd-ad36-1ea41b4e17d6,std_1692434244690_242,BM8d-shtP
tch_20230818-233633_235,36d01095-ef1d-4f8f-9df4-38d659d20d89,std_1692434246847_235,j7oz-vegJ
tch_20230818-233633_243,99086a9b-db4b-4e39-9e4b-5b87e9be51df,std_1692434246924_243,nD2H-CW2A
tch_20230818-233633_231,c4e2432f-0342-4b56-a135-9d5b678d4826,std_1692434250742_231,EvJd-UTvQ
tch_20230818-233633_229,22abca96-5d06-4066-b7fa-51ecc1b2e4ae,std_1692434244327_229,Qzem-A4Z6
tch_20230818-233633_236,e995843f-5038-4526-97bf-da578ee79c6b,std_1692434247412_236,6gbs-LxfF
tch_20230818-233633_237,7c313a04-b7d7-4793-aa3d-aec1d5bf5013,std_1692434251010_237,78yk-4cwb
tch_20230818-233633_250,1efb4332-2ec5-429c-82a2-9ee0077259a2,std_1692434248897_250,qBhT-a7Tv
tch_20230818-233633_244,520ba342-6780-472a-8770-842ebb3565cb,std_1692434251263_244,74gv-iexQ
tch_20230818-233633_232,91a85d80-df66-4889-b34a-8ba29a055e7b,std_1692434254524_232,Yxuf-LHLH
tch_20230818-233633_238,ffc31850-f945-4aa6-b33c-02d60496cdf6,std_1692434256054_238,sc9t-iFj7
tch_20230818-233633_239,95d3a27b-08c4-4df9-ba30-3e5139cac1e5,std_1692434258571_239,92U6-YF6x
tch_20230818-233633_245,cdb83e7c-fbcf-44e9-9196-115bc40d7306,std_1692434256638_245,ZVTV-tHmb
tch_20230818-233633_240,c95cf875-a871-4ea2-be52-75be5f4bfc9c,std_1692434258479_240,KEqF-Dqba
tch_20230818-233633_246,2ddecf91-f785-4b40-807c-2e1b50c595af,std_1692434260114_246,N8oK-QhY7
tch_20230818-233633_233,3ee8fe07-e809-4e12-8d5e-734c68f84cbc,std_1692434259372_233,ZhbL-aJRh
tch_20230818-233633_234,dcc477ae-1ffd-4178-a03a-10b239071b68,std_1692434265532_234,8ahm-sjgF
tch_20230818-233633_247,298d79ac-e90e-4676-9925-6ec68979ed47,std_1692434263056_247,6QWp-2s38
tch_20230818-233633_248,da817962-6ad0-401d-a890-33c0386e7a2c,std_1692434266438_248,fo8q-kjTZ
tch_20230818-233633_241,674da05f-c6be-4573-b1f2-1ef6541ea8d3,std_1692434264551_241,GFsZ-CFLW
tch_20230818-233633_243,eb7cd3df-7692-4209-889e-a598648afd9f,std_1692434273601_243,nD2H-CW2A
tch_20230818-233633_246,a561bcd5-2cd7-4b09-b5b4-feb821b74448,std_1692434286222_246,N8oK-QhY7
